Id,zip,Geography,Estimate; Total,Margin of Error; Total,sameDay,oneHour,twoHour
8600000US00601,00601,ZCTA5 00601,18450,290,false,false,false
8600000US00602,00602,ZCTA5 00602,41302,163,false,false,false
8600000US00603,00603,ZCTA5 00603,53683,897,false,false,false
8600000US00606,00606,ZCTA5 00606,6591,296,false,false,false
8600000US00610,00610,ZCTA5 00610,28963,186,false,false,false
8600000US00612,00612,ZCTA5 00612,68055,1285,false,false,false
8600000US00616,00616,ZCTA5 00616,10183,873,false,false,false
8600000US00617,00617,ZCTA5 00617,24879,144,false,false,false
8600000US00622,00622,ZCTA5 00622,6165,1068,false,false,false
8600000US00623,00623,ZCTA5 00623,44704,1068,false,false,false
8600000US00624,00624,ZCTA5 00624,25340,400,false,false,false
8600000US00627,00627,ZCTA5 00627,34806,*****,false,false,false
8600000US00631,00631,ZCTA5 00631,1747,397,false,false,false
8600000US00637,00637,ZCTA5 00637,24996,34,false,false,false
8600000US00638,00638,ZCTA5 00638,18742,175,false,false,false
8600000US00641,00641,ZCTA5 00641,30401,437,false,false,false
8600000US00646,00646,ZCTA5 00646,38303,*****,false,false,false
8600000US00647,00647,ZCTA5 00647,5640,710,false,false,false
8600000US00650,00650,ZCTA5 00650,14969,461,false,false,false
8600000US00652,00652,ZCTA5 00652,3461,582,false,false,false
8600000US00653,00653,ZCTA5 00653,13461,703,false,false,false
8600000US00656,00656,ZCTA5 00656,21172,50,false,false,false
8600000US00659,00659,ZCTA5 00659,41932,*****,false,false,false
8600000US00660,00660,ZCTA5 00660,17151,*****,false,false,false
8600000US00662,00662,ZCTA5 00662,43535,477,false,false,false
8600000US00664,00664,ZCTA5 00664,16508,104,false,false,false
8600000US00667,00667,ZCTA5 00667,25797,207,false,false,false
8600000US00669,00669,ZCTA5 00669,28984,408,false,false,false
8600000US00670,00670,ZCTA5 00670,9689,95,false,false,false
8600000US00674,00674,ZCTA5 00674,43848,312,false,false,false
8600000US00676,00676,ZCTA5 00676,39916,108,false,false,false
8600000US00677,00677,ZCTA5 00677,15108,23,false,false,false
8600000US00678,00678,ZCTA5 00678,27229,435,false,false,false
8600000US00680,00680,ZCTA5 00680,56003,1600,false,false,false
8600000US00682,00682,ZCTA5 00682,32509,1493,false,false,false
8600000US00683,00683,ZCTA5 00683,33442,410,false,false,false
8600000US00685,00685,ZCTA5 00685,41947,463,false,false,false
8600000US00687,00687,ZCTA5 00687,32609,*****,false,false,false
8600000US00688,00688,ZCTA5 00688,13340,972,false,false,false
8600000US00690,00690,ZCTA5 00690,6299,897,false,false,false
8600000US00692,00692,ZCTA5 00692,37618,684,false,false,false
8600000US00693,00693,ZCTA5 00693,60211,738,false,false,false
8600000US00694,00694,ZCTA5 00694,157,92,false,false,false
8600000US00698,00698,ZCTA5 00698,41179,61,false,false,false
8600000US00703,00703,ZCTA5 00703,29153,612,false,false,false
8600000US00704,00704,ZCTA5 00704,7867,859,false,false,false
8600000US00705,00705,ZCTA5 00705,25373,247,false,false,false
8600000US00707,00707,ZCTA5 00707,12070,*****,false,false,false
8600000US00714,00714,ZCTA5 00714,19443,*****,false,false,false
8600000US00715,00715,ZCTA5 00715,4315,774,false,false,false
8600000US00716,00716,ZCTA5 00716,32180,1515,false,false,false
8600000US00717,00717,ZCTA5 00717,17972,1016,false,false,false
8600000US00718,00718,ZCTA5 00718,26767,99,false,false,false
8600000US00719,00719,ZCTA5 00719,30793,338,false,false,false
8600000US00720,00720,ZCTA5 00720,23080,239,false,false,false
8600000US00723,00723,ZCTA5 00723,19017,*****,false,false,false
8600000US00725,00725,ZCTA5 00725,90206,2160,false,false,false
8600000US00727,00727,ZCTA5 00727,56972,1983,false,false,false
8600000US00728,00728,ZCTA5 00728,42692,1661,false,false,false
8600000US00729,00729,ZCTA5 00729,54768,714,false,false,false
8600000US00730,00730,ZCTA5 00730,37931,1716,false,false,false
8600000US00731,00731,ZCTA5 00731,14525,1151,false,false,false
8600000US00735,00735,ZCTA5 00735,13495,101,false,false,false
8600000US00736,00736,ZCTA5 00736,51576,692,false,false,false
8600000US00738,00738,ZCTA5 00738,34492,442,false,false,false
8600000US00739,00739,ZCTA5 00739,38673,652,false,false,false
8600000US00740,00740,ZCTA5 00740,1760,442,false,false,false
8600000US00741,00741,ZCTA5 00741,5025,601,false,false,false
8600000US00745,00745,ZCTA5 00745,54681,274,false,false,false
8600000US00751,00751,ZCTA5 00751,23430,787,false,false,false
8600000US00754,00754,ZCTA5 00754,40330,274,false,false,false
8600000US00757,00757,ZCTA5 00757,23231,*****,false,false,false
8600000US00765,00765,ZCTA5 00765,9206,74,false,false,false
8600000US00766,00766,ZCTA5 00766,25991,176,false,false,false
8600000US00767,00767,ZCTA5 00767,37442,60,false,false,false
8600000US00769,00769,ZCTA5 00769,40026,322,false,false,false
8600000US00771,00771,ZCTA5 00771,38504,188,false,false,false
8600000US00772,00772,ZCTA5 00772,21712,568,false,false,false
8600000US00773,00773,ZCTA5 00773,19918,*****,false,false,false
8600000US00775,00775,ZCTA5 00775,1478,290,false,false,false
8600000US00777,00777,ZCTA5 00777,40892,304,false,false,false
8600000US00778,00778,ZCTA5 00778,46109,270,false,false,false
8600000US00780,00780,ZCTA5 00780,13418,1138,false,false,false
8600000US00782,00782,ZCTA5 00782,18504,496,false,false,false
8600000US00783,00783,ZCTA5 00783,36466,325,false,false,false
8600000US00784,00784,ZCTA5 00784,43746,315,false,false,false
8600000US00786,00786,ZCTA5 00786,335,147,false,false,false
8600000US00791,00791,ZCTA5 00791,52760,604,false,false,false
8600000US00794,00794,ZCTA5 00794,30688,277,false,false,false
8600000US00795,00795,ZCTA5 00795,47580,529,false,false,false
8600000US00901,00901,ZCTA5 00901,6444,479,false,false,false
8600000US00906,00906,ZCTA5 00906,36,35,false,false,false
8600000US00907,00907,ZCTA5 00907,17696,1074,false,false,false
8600000US00909,00909,ZCTA5 00909,5910,683,false,false,false
8600000US00911,00911,ZCTA5 00911,7595,718,false,false,false
8600000US00912,00912,ZCTA5 00912,6541,743,false,false,false
8600000US00913,00913,ZCTA5 00913,8255,836,false,false,false
8600000US00915,00915,ZCTA5 00915,31812,1613,false,false,false
8600000US00917,00917,ZCTA5 00917,20557,1236,false,false,false
8600000US00918,00918,ZCTA5 00918,16472,1309,false,false,false
8600000US00920,00920,ZCTA5 00920,18540,1078,false,false,false
8600000US00921,00921,ZCTA5 00921,38077,1586,false,false,false
8600000US00923,00923,ZCTA5 00923,28618,1611,false,false,false
8600000US00924,00924,ZCTA5 00924,58061,2330,false,false,false
8600000US00925,00925,ZCTA5 00925,6877,728,false,false,false
8600000US00926,00926,ZCTA5 00926,107139,2996,false,false,false
8600000US00927,00927,ZCTA5 00927,15340,1063,false,false,false
8600000US00934,00934,ZCTA5 00934,245,177,false,false,false
8600000US00936,00936,ZCTA5 00936,1151,382,false,false,false
8600000US00949,00949,ZCTA5 00949,81758,1130,false,false,false
8600000US00950,00950,ZCTA5 00950,0,13,false,false,false
8600000US00951,00951,ZCTA5 00951,16,13,false,false,false
8600000US00952,00952,ZCTA5 00952,9611,943,false,false,false
8600000US00953,00953,ZCTA5 00953,73236,596,false,false,false
8600000US00956,00956,ZCTA5 00956,77151,1940,false,false,false
8600000US00957,00957,ZCTA5 00957,46252,1580,false,false,false
8600000US00959,00959,ZCTA5 00959,48495,1661,false,false,false
8600000US00960,00960,ZCTA5 00960,1496,329,false,false,false
8600000US00961,00961,ZCTA5 00961,32691,1403,false,false,false
8600000US00962,00962,ZCTA5 00962,21717,572,false,false,false
8600000US00965,00965,ZCTA5 00965,8988,700,false,false,false
8600000US00966,00966,ZCTA5 00966,16371,956,false,false,false
8600000US00968,00968,ZCTA5 00968,3532,413,false,false,false
8600000US00969,00969,ZCTA5 00969,42756,1777,false,false,false
8600000US00971,00971,ZCTA5 00971,30410,1496,false,false,false
8600000US00976,00976,ZCTA5 00976,63387,1288,false,false,false
8600000US00979,00979,ZCTA5 00979,16248,1049,false,false,false
8600000US00982,00982,ZCTA5 00982,16216,989,false,false,false
8600000US00983,00983,ZCTA5 00983,41590,1516,false,false,false
8600000US00985,00985,ZCTA5 00985,36507,1676,false,false,false
8600000US00987,00987,ZCTA5 00987,59324,1935,false,false,false
8600000US01001,01001,ZCTA5 01001,17245,660,false,false,false
8600000US01002,01002,ZCTA5 01002,29266,774,false,false,false
8600000US01003,01003,ZCTA5 01003,11032,749,false,false,false
8600000US01005,01005,ZCTA5 01005,5356,81,false,false,false
8600000US01007,01007,ZCTA5 01007,14673,21,false,false,false
8600000US01008,01008,ZCTA5 01008,1144,132,false,false,false
8600000US01009,01009,ZCTA5 01009,716,260,false,false,false
8600000US01010,01010,ZCTA5 01010,3635,22,false,false,false
8600000US01011,01011,ZCTA5 01011,1414,186,false,false,false
8600000US01012,01012,ZCTA5 01012,577,103,false,false,false
8600000US01013,01013,ZCTA5 01013,22113,814,false,false,false
8600000US01020,01020,ZCTA5 01020,30571,785,false,false,false
8600000US01022,01022,ZCTA5 01022,2794,495,false,false,false
8600000US01026,01026,ZCTA5 01026,1057,122,false,false,false
8600000US01027,01027,ZCTA5 01027,17605,93,false,false,false
8600000US01028,01028,ZCTA5 01028,15816,39,false,false,false
8600000US01029,01029,ZCTA5 01029,596,155,false,false,false
8600000US01030,01030,ZCTA5 01030,11310,665,false,false,false
8600000US01031,01031,ZCTA5 01031,1484,221,false,false,false
8600000US01032,01032,ZCTA5 01032,570,101,false,false,false
8600000US01033,01033,ZCTA5 01033,6182,101,false,false,false
8600000US01034,01034,ZCTA5 01034,2174,178,false,false,false
8600000US01035,01035,ZCTA5 01035,5254,22,false,false,false
8600000US01036,01036,ZCTA5 01036,5129,55,false,false,false
8600000US01037,01037,ZCTA5 01037,624,134,false,false,false
8600000US01038,01038,ZCTA5 01038,2832,123,false,false,false
8600000US01039,01039,ZCTA5 01039,1566,247,false,false,false
8600000US01040,01040,ZCTA5 01040,40029,46,false,false,false
8600000US01050,01050,ZCTA5 01050,2548,256,false,false,false
8600000US01053,01053,ZCTA5 01053,1909,316,false,false,false
8600000US01054,01054,ZCTA5 01054,1759,134,false,false,false
8600000US01056,01056,ZCTA5 01056,21247,34,false,false,false
8600000US01057,01057,ZCTA5 01057,8707,96,false,false,false
8600000US01060,01060,ZCTA5 01060,15026,513,false,false,false
8600000US01062,01062,ZCTA5 01062,11007,498,false,false,false
8600000US01063,01063,ZCTA5 01063,644,129,false,false,false
8600000US01066,01066,ZCTA5 01066,0,12,false,false,false
8600000US01068,01068,ZCTA5 01068,1839,107,false,false,false
8600000US01069,01069,ZCTA5 01069,8975,383,false,false,false
8600000US01070,01070,ZCTA5 01070,579,74,false,false,false
8600000US01071,01071,ZCTA5 01071,1401,182,false,false,false
8600000US01072,01072,ZCTA5 01072,1464,155,false,false,false
8600000US01073,01073,ZCTA5 01073,5878,18,false,false,false
8600000US01074,01074,ZCTA5 01074,56,79,false,false,false
8600000US01075,01075,ZCTA5 01075,17796,114,false,false,false
8600000US01077,01077,ZCTA5 01077,9552,29,false,false,false
8600000US01079,01079,ZCTA5 01079,495,180,false,false,false
8600000US01080,01080,ZCTA5 01080,2012,224,false,false,false
8600000US01081,01081,ZCTA5 01081,1703,207,false,false,false
8600000US01082,01082,ZCTA5 01082,10318,155,false,false,false
8600000US01083,01083,ZCTA5 01083,3137,433,false,false,false
8600000US01084,01084,ZCTA5 01084,209,44,false,false,false
8600000US01085,01085,ZCTA5 01085,40721,367,false,false,false
8600000US01086,01086,ZCTA5 01086,1219,357,false,false,false
8600000US01088,01088,ZCTA5 01088,451,122,false,false,false
8600000US01089,01089,ZCTA5 01089,28498,29,false,false,false
8600000US01092,01092,ZCTA5 01092,1080,371,false,false,false
8600000US01093,01093,ZCTA5 01093,282,77,false,false,false
8600000US01094,01094,ZCTA5 01094,340,122,false,false,false
8600000US01095,01095,ZCTA5 01095,14344,33,false,false,false
8600000US01096,01096,ZCTA5 01096,2249,210,false,false,false
8600000US01097,01097,ZCTA5 01097,83,79,false,false,false
8600000US01098,01098,ZCTA5 01098,1081,135,false,false,false
8600000US01103,01103,ZCTA5 01103,2556,253,false,false,false
8600000US01104,01104,ZCTA5 01104,23083,1023,false,false,false
8600000US01105,01105,ZCTA5 01105,12360,874,false,false,false
8600000US01106,01106,ZCTA5 01106,16018,72,false,false,false
8600000US01107,01107,ZCTA5 01107,11271,887,false,false,false
8600000US01108,01108,ZCTA5 01108,25755,1163,false,false,false
8600000US01109,01109,ZCTA5 01109,31429,1268,false,false,false
8600000US01118,01118,ZCTA5 01118,13722,781,false,false,false
8600000US01119,01119,ZCTA5 01119,13962,1001,false,false,false
8600000US01128,01128,ZCTA5 01128,2468,282,false,false,false
8600000US01129,01129,ZCTA5 01129,7505,642,false,false,false
8600000US01151,01151,ZCTA5 01151,9134,737,false,false,false
8600000US01199,01199,ZCTA5 01199,0,12,false,false,false
8600000US01201,01201,ZCTA5 01201,45887,248,false,false,false
8600000US01220,01220,ZCTA5 01220,8586,119,false,false,false
8600000US01222,01222,ZCTA5 01222,805,175,false,false,false
8600000US01223,01223,ZCTA5 01223,2346,170,false,false,false
8600000US01224,01224,ZCTA5 01224,322,193,false,false,false
8600000US01225,01225,ZCTA5 01225,3059,124,false,false,false
8600000US01226,01226,ZCTA5 01226,6981,123,false,false,false
8600000US01229,01229,ZCTA5 01229,111,65,false,false,false
8600000US01230,01230,ZCTA5 01230,8200,358,false,false,false
8600000US01235,01235,ZCTA5 01235,3032,283,false,false,false
8600000US01236,01236,ZCTA5 01236,1631,335,false,false,false
8600000US01237,01237,ZCTA5 01237,2509,257,false,false,false
8600000US01238,01238,ZCTA5 01238,6198,66,false,false,false
8600000US01240,01240,ZCTA5 01240,4818,114,false,false,false
8600000US01242,01242,ZCTA5 01242,155,94,false,false,false
8600000US01243,01243,ZCTA5 01243,345,90,false,false,false
8600000US01244,01244,ZCTA5 01244,150,78,false,false,false
8600000US01245,01245,ZCTA5 01245,726,155,false,false,false
8600000US01247,01247,ZCTA5 01247,16025,181,false,false,false
8600000US01253,01253,ZCTA5 01253,742,138,false,false,false
8600000US01254,01254,ZCTA5 01254,997,104,false,false,false
8600000US01255,01255,ZCTA5 01255,930,127,false,false,false
8600000US01256,01256,ZCTA5 01256,675,95,false,false,false
8600000US01257,01257,ZCTA5 01257,2183,221,false,false,false
8600000US01258,01258,ZCTA5 01258,304,68,false,false,false
8600000US01259,01259,ZCTA5 01259,613,118,false,false,false
8600000US01260,01260,ZCTA5 01260,240,117,false,false,false
8600000US01262,01262,ZCTA5 01262,1257,250,false,false,false
8600000US01264,01264,ZCTA5 01264,167,95,false,false,false
8600000US01266,01266,ZCTA5 01266,1433,236,false,false,false
8600000US01267,01267,ZCTA5 01267,7985,92,false,false,false
8600000US01270,01270,ZCTA5 01270,806,132,false,false,false
8600000US01301,01301,ZCTA5 01301,17806,77,false,false,false
8600000US01330,01330,ZCTA5 01330,1540,178,false,false,false
8600000US01331,01331,ZCTA5 01331,13383,125,false,false,false
8600000US01337,01337,ZCTA5 01337,2609,156,false,false,false
8600000US01338,01338,ZCTA5 01338,169,54,false,false,false
8600000US01339,01339,ZCTA5 01339,1597,178,false,false,false
8600000US01340,01340,ZCTA5 01340,1784,165,false,false,false
8600000US01341,01341,ZCTA5 01341,1605,152,false,false,false
8600000US01342,01342,ZCTA5 01342,1506,319,false,false,false
8600000US01343,01343,ZCTA5 01343,76,37,false,false,false
8600000US01344,01344,ZCTA5 01344,1526,149,false,false,false
8600000US01346,01346,ZCTA5 01346,448,72,false,false,false
8600000US01347,01347,ZCTA5 01347,93,66,false,false,false
8600000US01349,01349,ZCTA5 01349,844,237,false,false,false
8600000US01350,01350,ZCTA5 01350,117,34,false,false,false
8600000US01351,01351,ZCTA5 01351,2253,246,false,false,false
8600000US01354,01354,ZCTA5 01354,1532,181,false,false,false
8600000US01355,01355,ZCTA5 01355,990,153,false,false,false
8600000US01360,01360,ZCTA5 01360,3033,18,false,false,false
8600000US01364,01364,ZCTA5 01364,7960,57,false,false,false
8600000US01366,01366,ZCTA5 01366,1294,188,false,false,false
8600000US01367,01367,ZCTA5 01367,590,100,false,false,false
8600000US01368,01368,ZCTA5 01368,1161,165,false,false,false
8600000US01370,01370,ZCTA5 01370,4113,280,false,false,false
8600000US01373,01373,ZCTA5 01373,4441,366,false,false,false
8600000US01375,01375,ZCTA5 01375,3692,15,false,false,false
8600000US01376,01376,ZCTA5 01376,5513,262,false,false,false
8600000US01378,01378,ZCTA5 01378,639,87,false,false,false
8600000US01379,01379,ZCTA5 01379,957,143,false,false,false
8600000US01420,01420,ZCTA5 01420,40358,40,false,false,false
8600000US01430,01430,ZCTA5 01430,6119,49,false,false,false
8600000US01431,01431,ZCTA5 01431,3114,32,false,false,false
8600000US01432,01432,ZCTA5 01432,7061,376,false,false,false
8600000US01434,01434,ZCTA5 01434,1702,430,false,false,false
8600000US01436,01436,ZCTA5 01436,3838,462,false,false,false
8600000US01438,01438,ZCTA5 01438,359,240,false,false,false
8600000US01440,01440,ZCTA5 01440,20388,182,false,false,false
8600000US01450,01450,ZCTA5 01450,10842,20,false,false,false
8600000US01451,01451,ZCTA5 01451,4964,323,false,false,false
8600000US01452,01452,ZCTA5 01452,4398,34,false,false,false
8600000US01453,01453,ZCTA5 01453,41002,104,false,false,false
8600000US01460,01460,ZCTA5 01460,9038,27,false,false,false
8600000US01462,01462,ZCTA5 01462,10549,19,false,false,false
8600000US01463,01463,ZCTA5 01463,11645,30,false,false,false
8600000US01464,01464,ZCTA5 01464,7435,15,false,false,false
8600000US01467,01467,ZCTA5 01467,398,237,false,false,false
8600000US01468,01468,ZCTA5 01468,3710,525,false,false,false
8600000US01469,01469,ZCTA5 01469,7044,287,false,false,false
8600000US01473,01473,ZCTA5 01473,7320,22,false,false,false
8600000US01474,01474,ZCTA5 01474,1993,284,false,false,false
8600000US01475,01475,ZCTA5 01475,10386,40,false,false,false
8600000US01501,01501,ZCTA5 01501,16089,79,false,false,false
8600000US01503,01503,ZCTA5 01503,2886,19,false,false,false
8600000US01504,01504,ZCTA5 01504,9035,25,false,false,false
8600000US01505,01505,ZCTA5 01505,4366,28,false,false,false
8600000US01506,01506,ZCTA5 01506,3382,16,false,false,false
8600000US01507,01507,ZCTA5 01507,13034,29,false,false,false
8600000US01510,01510,ZCTA5 01510,13634,27,false,false,false
8600000US01515,01515,ZCTA5 01515,2253,165,false,false,false
8600000US01516,01516,ZCTA5 01516,8575,57,false,false,false
8600000US01518,01518,ZCTA5 01518,2689,449,false,false,false
8600000US01519,01519,ZCTA5 01519,6514,384,false,false,false
8600000US01520,01520,ZCTA5 01520,14354,288,false,false,false
8600000US01521,01521,ZCTA5 01521,2442,189,false,false,false
8600000US01522,01522,ZCTA5 01522,3145,293,false,false,false
8600000US01523,01523,ZCTA5 01523,7680,172,false,false,false
8600000US01524,01524,ZCTA5 01524,6940,360,false,false,false
8600000US01525,01525,ZCTA5 01525,145,100,false,false,false
8600000US01527,01527,ZCTA5 01527,13264,70,false,false,false
8600000US01529,01529,ZCTA5 01529,3197,29,false,false,false
8600000US01531,01531,ZCTA5 01531,1053,129,false,false,false
8600000US01532,01532,ZCTA5 01532,14529,39,false,false,false
8600000US01534,01534,ZCTA5 01534,5299,594,false,false,false
8600000US01535,01535,ZCTA5 01535,4706,20,false,false,false
8600000US01536,01536,ZCTA5 01536,7042,479,false,false,false
8600000US01537,01537,ZCTA5 01537,2458,512,false,false,false
8600000US01540,01540,ZCTA5 01540,11148,511,false,false,false
8600000US01541,01541,ZCTA5 01541,3424,17,false,false,false
8600000US01542,01542,ZCTA5 01542,1782,353,false,false,false
8600000US01543,01543,ZCTA5 01543,8075,19,false,false,false
8600000US01545,01545,ZCTA5 01545,35575,269,false,false,false
8600000US01550,01550,ZCTA5 01550,16741,51,false,false,false
8600000US01560,01560,ZCTA5 01560,4531,321,false,false,false
8600000US01561,01561,ZCTA5 01561,174,142,false,false,false
8600000US01562,01562,ZCTA5 01562,11733,45,false,false,false
8600000US01564,01564,ZCTA5 01564,7839,31,false,false,false
8600000US01566,01566,ZCTA5 01566,6617,446,false,false,false
8600000US01568,01568,ZCTA5 01568,7431,169,false,false,false
8600000US01569,01569,ZCTA5 01569,13559,146,false,false,false
8600000US01570,01570,ZCTA5 01570,16782,29,false,false,false
8600000US01571,01571,ZCTA5 01571,11445,20,false,false,false
8600000US01581,01581,ZCTA5 01581,18371,64,false,false,false
8600000US01583,01583,ZCTA5 01583,7698,76,false,false,false
8600000US01585,01585,ZCTA5 01585,4646,315,false,false,false
8600000US01588,01588,ZCTA5 01588,10350,593,false,false,false
8600000US01590,01590,ZCTA5 01590,8943,78,false,false,false
8600000US01602,01602,ZCTA5 01602,23707,1172,false,false,false
8600000US01603,01603,ZCTA5 01603,19385,1062,false,false,false
8600000US01604,01604,ZCTA5 01604,34720,1207,false,false,false
8600000US01605,01605,ZCTA5 01605,27279,1114,false,false,false
8600000US01606,01606,ZCTA5 01606,19495,860,false,false,false
8600000US01607,01607,ZCTA5 01607,8957,775,false,false,false
8600000US01608,01608,ZCTA5 01608,3558,614,false,false,false
8600000US01609,01609,ZCTA5 01609,21178,916,false,false,false
8600000US01610,01610,ZCTA5 01610,23964,1213,false,false,false
8600000US01611,01611,ZCTA5 01611,2481,339,false,false,false
8600000US01612,01612,ZCTA5 01612,4856,59,false,false,false
8600000US01701,01701,ZCTA5 01701,31435,730,false,false,false
8600000US01702,01702,ZCTA5 01702,38020,758,false,false,false
8600000US01718,01718,ZCTA5 01718,343,140,false,false,false
8600000US01719,01719,ZCTA5 01719,5048,25,false,false,false
8600000US01720,01720,ZCTA5 01720,21804,166,false,false,false
8600000US01721,01721,ZCTA5 01721,16792,28,false,false,false
8600000US01730,01730,ZCTA5 01730,13649,229,false,false,false
8600000US01731,01731,ZCTA5 01731,1717,241,false,false,false
8600000US01740,01740,ZCTA5 01740,4967,17,false,false,false
8600000US01741,01741,ZCTA5 01741,4918,19,false,false,false
8600000US01742,01742,ZCTA5 01742,18586,94,false,false,false
8600000US01745,01745,ZCTA5 01745,305,142,false,false,false
8600000US01746,01746,ZCTA5 01746,13811,28,false,false,false
8600000US01747,01747,ZCTA5 01747,5928,23,false,false,false
8600000US01748,01748,ZCTA5 01748,15271,32,false,false,false
8600000US01749,01749,ZCTA5 01749,19263,29,false,false,false
8600000US01752,01752,ZCTA5 01752,38842,54,false,false,false
8600000US01754,01754,ZCTA5 01754,10211,18,false,false,false
8600000US01756,01756,ZCTA5 01756,5851,22,false,false,false
8600000US01757,01757,ZCTA5 01757,28252,177,false,false,false
8600000US01760,01760,ZCTA5 01760,33353,146,false,false,false
8600000US01770,01770,ZCTA5 01770,4169,22,false,false,false
8600000US01772,01772,ZCTA5 01772,9502,143,false,false,false
8600000US01773,01773,ZCTA5 01773,4836,237,false,false,false
8600000US01775,01775,ZCTA5 01775,6737,30,false,false,false
8600000US01776,01776,ZCTA5 01776,17922,23,false,false,false
8600000US01778,01778,ZCTA5 01778,13280,82,false,false,false
8600000US01801,01801,ZCTA5 01801,38961,164,true,false,false
8600000US01803,01803,ZCTA5 01803,24700,224,true,false,false
8600000US01810,01810,ZCTA5 01810,33746,33,true,false,false
8600000US01821,01821,ZCTA5 01821,30591,500,true,false,false
8600000US01824,01824,ZCTA5 01824,24673,546,false,false,false
8600000US01826,01826,ZCTA5 01826,29968,41,false,false,false
8600000US01827,01827,ZCTA5 01827,3255,36,false,false,false
8600000US01830,01830,ZCTA5 01830,25687,934,false,false,false
8600000US01832,01832,ZCTA5 01832,22121,941,false,false,false
8600000US01833,01833,ZCTA5 01833,8295,23,false,false,false
8600000US01834,01834,ZCTA5 01834,6675,30,false,false,false
8600000US01835,01835,ZCTA5 01835,13527,639,false,false,false
8600000US01840,01840,ZCTA5 01840,4547,436,true,false,false
8600000US01841,01841,ZCTA5 01841,47676,795,true,false,false
8600000US01843,01843,ZCTA5 01843,24597,829,true,false,false
8600000US01844,01844,ZCTA5 01844,47690,72,true,false,false
8600000US01845,01845,ZCTA5 01845,28677,32,true,false,false
8600000US01850,01850,ZCTA5 01850,15496,939,false,false,false
8600000US01851,01851,ZCTA5 01851,29791,1007,false,false,false
8600000US01852,01852,ZCTA5 01852,33106,983,false,false,false
8600000US01854,01854,ZCTA5 01854,29073,985,false,false,false
8600000US01860,01860,ZCTA5 01860,6440,19,false,false,false
8600000US01862,01862,ZCTA5 01862,10992,758,false,false,false
8600000US01863,01863,ZCTA5 01863,9526,542,false,false,false
8600000US01864,01864,ZCTA5 01864,15076,20,true,false,false
8600000US01867,01867,ZCTA5 01867,24524,162,true,false,false
8600000US01876,01876,ZCTA5 01876,28778,460,false,false,false
8600000US01879,01879,ZCTA5 01879,11675,19,false,false,false
8600000US01880,01880,ZCTA5 01880,25116,170,true,false,false
8600000US01886,01886,ZCTA5 01886,22458,36,false,false,false
8600000US01887,01887,ZCTA5 01887,22656,23,true,false,false
8600000US01890,01890,ZCTA5 01890,21621,37,true,false,false
8600000US01901,01901,ZCTA5 01901,2023,381,true,false,false
8600000US01902,01902,ZCTA5 01902,44827,1318,true,false,false
8600000US01904,01904,ZCTA5 01904,18803,991,true,false,false
8600000US01905,01905,ZCTA5 01905,25090,1062,true,false,false
8600000US01906,01906,ZCTA5 01906,27051,28,true,false,false
8600000US01907,01907,ZCTA5 01907,14086,93,true,false,false
8600000US01908,01908,ZCTA5 01908,3432,20,true,false,false
8600000US01913,01913,ZCTA5 01913,16429,22,false,false,false
8600000US01915,01915,ZCTA5 01915,40026,26,true,false,false
8600000US01921,01921,ZCTA5 01921,8040,19,false,false,false
8600000US01922,01922,ZCTA5 01922,3025,375,false,false,false
8600000US01923,01923,ZCTA5 01923,26810,37,true,false,false
8600000US01929,01929,ZCTA5 01929,3546,16,false,false,false
8600000US01930,01930,ZCTA5 01930,29043,29,false,false,false
8600000US01937,01937,ZCTA5 01937,89,29,true,false,false
8600000US01938,01938,ZCTA5 01938,13354,35,false,false,false
8600000US01940,01940,ZCTA5 01940,12299,160,true,false,false
8600000US01944,01944,ZCTA5 01944,5185,20,false,false,false
8600000US01945,01945,ZCTA5 01945,19958,31,true,false,false
8600000US01949,01949,ZCTA5 01949,9131,21,true,false,false
8600000US01950,01950,ZCTA5 01950,17569,39,false,false,false
8600000US01951,01951,ZCTA5 01951,3707,375,false,false,false
8600000US01952,01952,ZCTA5 01952,8396,19,false,false,false
8600000US01960,01960,ZCTA5 01960,51319,64,true,false,false
8600000US01966,01966,ZCTA5 01966,7040,21,false,false,false
8600000US01969,01969,ZCTA5 01969,5914,19,false,false,false
8600000US01970,01970,ZCTA5 01970,41747,98,true,false,false
8600000US01982,01982,ZCTA5 01982,7995,31,true,false,false
8600000US01983,01983,ZCTA5 01983,6211,33,false,false,false
8600000US01984,01984,ZCTA5 01984,4964,21,true,false,false
8600000US01985,01985,ZCTA5 01985,4305,32,false,false,false
8600000US02019,02019,ZCTA5 02019,16438,21,false,false,false
8600000US02021,02021,ZCTA5 02021,21781,43,false,false,false
8600000US02025,02025,ZCTA5 02025,7935,25,false,false,false
8600000US02026,02026,ZCTA5 02026,24906,27,false,false,false
8600000US02030,02030,ZCTA5 02030,5677,26,false,false,false
8600000US02032,02032,ZCTA5 02032,3884,467,false,false,false
8600000US02035,02035,ZCTA5 02035,16990,26,false,false,false
8600000US02038,02038,ZCTA5 02038,32064,31,false,false,false
8600000US02043,02043,ZCTA5 02043,22330,39,false,false,false
8600000US02045,02045,ZCTA5 02045,10319,23,false,false,false
8600000US02047,02047,ZCTA5 02047,111,144,false,false,false
8600000US02048,02048,ZCTA5 02048,23293,35,false,false,false
8600000US02050,02050,ZCTA5 02050,25647,228,false,false,false
8600000US02052,02052,ZCTA5 02052,12136,24,false,false,false
