id,season,age,mp,ws
abdelal01,1990,22,290,0.5
abdelal01,1991,23,934,2.1
abdelal01,1992,24,1311,2.0
abdelal01,1992,24,159,0.1
abdelal01,1992,24,1152,1.9
abdelal01,1993,25,159,-0.1
abdelal01,1994,26,506,0.3
abdelal01,1994,26,476,0.6
abdelal01,1994,26,30,-0.3
abdulka01,1969,22,3534,13.8
abdulka01,1970,23,3288,
abdulka01,1971,24,3583,
abdulka01,1972,25,3254,
abdulka01,1973,26,3548,
abdulka01,1974,27,2747,12.9
abdulka01,1975,28,,
abdulka01,1976,29,3016,
abdulka01,1977,30,2265,12.1
abdulka01,1978,31,3157,
abdulka01,1979,32,3143,
abdulka01,1980,33,2976,
abdulka01,1981,34,2677,10.7
abdulka01,1982,35,2554,10.9
abdulka01,1983,36,2622,8.9
abdulka01,1984,37,2630,11.2
abdulka01,1985,38,2629,10.8
abdulka01,1986,39,2441,7.5
abdulka01,1987,40,2308,5.3
abdulka01,1988,41,1695,2.9
abdulma01,1964,22,919,0.2
abdulma01,1965,23,2198,4.5
abdulma01,1966,24,1642,2.2
abdulma01,1967,25,2666,5.3
abdulma01,1968,26,2420,2.5
abdulma01,1969,27,2757,5.0
abdulma01,1970,28,2877,5.4
abdulma01,1971,29,2389,3.3
abdulma01,1972,30,763,1.1
abdulma01,1972,30,134,-0.1
abdulma01,1972,30,629,1.2
abdulma01,1973,31,571,0.6
abdulma02,1990,21,1505,-1.0
abdulma02,1991,22,1538,0.6
abdulma02,1992,23,2710,5.1
abdulma02,1993,24,2617,6.8
abdulma02,1994,25,2082,5.0
abdulma02,1995,26,2029,5.5
abdulma02,1996,27,2131,2.7
abdulma02,1997,28,530,-0.3
abdulma02,2000,31,486,0.7
abdulta01,1997,23,959,-0.2
abdulta01,1998,24,1205,1.4
abdulta01,1999,25,1578,2.2
abdulta01,1999,25,1205,2.0
abdulta01,1999,25,373,0.2
abdulta01,2000,26,420,-0.4
abdulta01,2001,27,441,0.0
abdulta01,2001,27,417,0.0
abdulta01,2001,27,24,-0.1
abdulta01,2002,28,204,0.4
abdulza01,1968,22,945,-0.3
abdulza01,1968,22,108,-0.1
abdulza01,1968,22,837,-0.2
abdulza01,1969,23,1637,2.0
abdulza01,1970,24,1276,1.8
abdulza01,1971,25,1780,1.9
abdulza01,1972,26,900,1.0
abdulza01,1973,27,2459,6.5
abdulza01,1974,28,1450,3.7
abdulza01,1975,29,223,0.6
abdulza01,1976,30,195,0.3
abdulza01,1977,31,158,0.1
abdulza01,1977,31,24,0.0
abdulza01,1977,31,134,0.1
abdursh01,1996,20,2802,2.9
abdursh01,1997,21,2950,6.9
abdursh01,1998,22,2021,4.6
abdursh01,1999,23,3223,8.8
abdursh01,2000,24,3241,8.5
abdursh01,2001,25,2980,7.2
abdursh01,2002,26,3087,9.7
abdursh01,2003,27,2684,8.1
abdursh01,2003,27,1956,6.6
abdursh01,2003,27,728,1.5
abdursh01,2004,28,1867,5.4
abdursh01,2005,29,1961,6.2
abdursh01,2006,30,2015,2.8
abdursh01,2007,31,51,0.0
abernto01,1976,22,1378,3.1
abernto01,1977,23,1317,4.1
abernto01,1978,24,1219,3.7
abernto01,1979,25,1222,2.0
abernto01,1980,26,298,0.4
abernto01,1980,26,39,0.0
abernto01,1980,26,259,0.4
ablefo01,1956,24,1,0.0
abramjo01,1946,27,,-1.7
abramjo01,1947,28,,-0.3
abramjo01,1947,28,,-0.1
abramjo01,1947,28,,-0.2
abrinal01,2016,23,574,1.1
ackeral01,2005,23,35,-0.2
ackeral01,2008,26,199,0.0
ackeral01,2008,26,20,0.0
ackeral01,2008,26,179,0.0
ackerdo01,1953,23,220,-0.6
acresma01,1987,25,1151,2.2
acresma01,1988,26,632,0.9
acresma01,1989,27,1691,1.6
acresma01,1990,28,1313,2.5
acresma01,1991,29,926,1.9
acresma01,1992,30,269,0.3
acresma01,1992,30,23,-0.1
acresma01,1992,30,246,0.4
actonbu01,1967,26,195,0.1
acyqu01,2012,22,342,1.1
acyqu01,2013,23,847,1.5
acyqu01,2013,23,61,0.2
acyqu01,2013,23,786,1.3
acyqu01,2014,24,1287,1.7
acyqu01,2015,25,876,2.5
acyqu01,2016,26,151,0.4
acyqu01,2016,26,48,-0.1
acyqu01,2016,26,103,0.5
adamsal01,1975,21,2656,7.2
adamsal01,1976,22,2278,6.3
adamsal01,1977,23,1914,4.9
adamsal01,1978,24,2364,7.6
adamsal01,1979,25,2168,7.0
adamsal01,1980,26,2054,7.7
adamsal01,1981,27,2393,7.2
adamsal01,1982,28,2447,6.5
adamsal01,1983,29,1452,3.3
adamsal01,1984,30,2136,6.8
adamsal01,1985,31,2005,3.9
adamsal01,1986,32,1690,2.8
adamsal01,1987,33,1646,2.2
adamsdo01,1970,23,2374,2.9
adamsdo01,1971,24,2071,0.7
adamsdo01,1971,24,41,-0.1
adamsdo01,1971,24,2030,0.8
adamsdo01,1972,25,1874,0.9
adamsdo01,1972,25,76,-0.3
adamsdo01,1972,25,1798,1.3
adamsdo01,1973,26,2298,3.6
adamsdo01,1974,27,1718,0.8
adamsdo01,1974,27,1376,0.5
adamsdo01,1974,27,342,0.3
adamsdo01,1975,28,1429,1.1
adamsdo01,1975,28,725,0.8
adamsdo01,1975,28,704,0.3
adamsdo01,1976,29,1710,1.6
adamsge01,1972,23,865,2.2
adamsge01,1973,24,1433,2.2
adamsge01,1974,25,1605,2.3
adamsha01,2006,22,495,1.0
adamsha01,2008,24,52,-0.2
adamsjo01,2014,20,248,0.4
adamsjo01,2015,21,15,0.0
adamsmi01,1985,23,139,-0.1
adamsmi01,1986,24,1303,2.7
adamsmi01,1987,25,2778,7.5
adamsmi01,1988,26,2787,8.3
adamsmi01,1989,27,2690,6.9
adamsmi01,1990,28,2346,6.3
adamsmi01,1991,29,2795,5.3
adamsmi01,1992,30,2499,4.6
adamsmi01,1993,31,2337,3.1
adamsmi01,1994,32,443,1.6
adamsmi01,1995,33,329,0.8
adamsst01,2013,20,1197,2.9
adamsst01,2014,21,1771,4.1
adamsst01,2015,22,2014,6.5
adamsst01,2016,23,1362,4.2
addisra01,1986,22,711,0.4
addisra01,1991,27,1175,1.5
addisra01,1992,28,1164,0.9
addisra01,1994,30,1776,1.5
addisra01,1995,31,516,0.2
addisra01,1996,32,355,0.4
adelmri01,1968,22,1448,2.2
adelmri01,1969,23,717,0.7
adelmri01,1970,24,2303,3.4
adelmri01,1971,25,2445,1.6
adelmri01,1972,26,1822,0.1
adelmri01,1973,27,618,0.7
adelmri01,1974,28,1074,1.3
adelmri01,1974,28,340,0.5
adelmri01,1974,28,613,0.6
adelmri01,1974,28,121,0.2
adrieje01,2010,24,196,0.2
adrieje01,2011,25,63,0.1
adrieje01,2012,26,713,1.0
adrieje01,2013,27,961,2.7
adrieje01,2013,27,256,0.9
adrieje01,2013,27,705,1.8
adrieje01,2014,28,215,0.4
afflaar01,2007,22,970,1.9
afflaar01,2008,23,1234,1.8
afflaar01,2009,24,2221,4.3
afflaar01,2010,25,2324,6.2
afflaar01,2011,26,2086,5.3
afflaar01,2012,27,2307,2.0
afflaar01,2013,28,2552,5.3
afflaar01,2014,29,2502,2.6
afflaar01,2014,29,1750,1.8
afflaar01,2014,29,752,0.8
afflaar01,2015,30,2371,2.7
afflaar01,2016,31,958,0.9
agerma01,2006,22,214,-0.3
agerma01,2007,23,165,-0.4
agerma01,2007,23,77,-0.3
agerma01,2007,23,88,-0.1
agerma01,2008,24,97,-0.3
agerma01,2010,26,29,0.0
aguirma01,1981,22,1468,1.9
aguirma01,1982,23,2784,6.9
aguirma01,1983,24,2900,9.0
aguirma01,1984,25,2699,7.2
aguirma01,1985,26,2501,4.7
aguirma01,1986,27,2663,8.9
aguirma01,1987,28,2610,8.8
aguirma01,1988,29,2597,4.5
aguirma01,1988,29,1529,1.7
aguirma01,1988,29,1068,2.8
aguirma01,1989,30,2005,5.7
aguirma01,1990,31,2006,5.5
aguirma01,1991,32,1582,2.2
aguirma01,1992,33,1056,1.8
aguirma01,1993,34,859,0.9
ahearbl01,2007,23,177,0.0
ahearbl01,2008,24,19,0.1
ahearbl01,2011,27,30,-0.2
aingeda01,1981,22,564,0.5
aingeda01,1982,23,2048,5.2
aingeda01,1983,24,1154,1.8
aingeda01,1984,25,2564,6.6
aingeda01,1985,26,2407,6.8
aingeda01,1986,27,2499,6.7
aingeda01,1987,28,3018,8.6
aingeda01,1988,29,2377,6.7
aingeda01,1988,29,1349,3.8
aingeda01,1988,29,1028,2.9
aingeda01,1989,30,2727,4.8
aingeda01,1990,31,1710,6.2
aingeda01,1991,32,1595,5.2
aingeda01,1992,33,2163,6.2
aingeda01,1993,34,1555,2.8
aingeda01,1994,35,1374,3.4
aitchma01,1967,23,637,0.5
ajincal01,2008,20,182,-0.1
ajincal01,2009,21,30,0.0
ajincal01,2010,22,340,0.4
ajincal01,2010,22,75,0.1
ajincal01,2010,22,265,0.2
ajincal01,2013,25,951,2.1
ajincal01,2014,26,957,3.2
ajincal01,2015,27,861,1.0
ajincal01,2016,28,297,0.3
akinhe01,1966,22,453,-0.7
akinhe01,1967,23,259,-0.6
akinhe01,1968,24,25,0.0
akognjo01,2012,26,9,0.0
alabiso01,2010,22,59,-0.2
alabiso01,2011,23,122,0.2
alarima01,1986,23,1110,1.5
alarima01,1987,24,769,0.9
alarima01,1988,25,1141,2.2
alarima01,1989,26,1893,3.1
alarima01,1990,27,587,0.6
alcorga01,1959,23,670,-1.3
alcorga01,1960,24,174,0.0
aldemfu01,2014,23,540,1.4
aldrico01,2010,22,142,0.2
aldrico01,2011,23,173,0.6
aldrico01,2012,24,388,0.6
aldrico01,2012,24,213,0.2
aldrico01,2012,24,175,0.4
aldrico01,2013,25,330,1.2
aldrico01,2014,26,976,2.2
aldrico01,2015,27,800,3.5
aldrico01,2016,28,426,1.3
aldrila01,2006,21,1392,3.4
aldrila01,2007,22,2649,6.2
aldrila01,2008,23,3004,9.5
aldrila01,2009,24,2922,8.8
aldrila01,2010,25,3211,11.1
aldrila01,2011,26,1994,7.0
aldrila01,2012,27,2790,7.2
aldrila01,2013,28,2498,7.5
aldrila01,2014,29,2512,8.6
aldrila01,2015,30,2261,10.1
aldrila01,2016,31,1357,4.8
aleksch01,1984,25,1114,0.4
alexacl01,2015,20,36,0.0
alexaco01,1995,22,560,0.2
alexaco01,1996,23,1454,1.1
alexaco01,1997,24,1298,2.2
alexaco01,1997,24,501,0.7
alexaco01,1997,24,797,1.5
alexaco01,1998,25,778,-0.3
alexaco01,1999,26,329,-0.1
alexaco01,2000,27,227,-0.1
alexaco01,2004,31,201,0.0
alexaco02,2000,23,1382,0.8
alexaco02,2000,23,472,-0.1
alexaco02,2000,23,910,0.9
alexaco02,2001,24,1325,2.2
alexaco02,2002,25,1360,1.1
alexaga01,1993,24,55,0.0
alexaga01,1993,24,12,0.0
alexaga01,1993,24,43,0.0
alexajo01,2008,22,716,0.4
alexajo01,2009,23,29,0.0
alexavi01,1991,22,1350,2.5
alexavi01,1992,23,1753,3.0
alexavi01,1993,24,1318,2.3
alexavi01,1994,25,1237,1.1
alexavi01,2001,32,97,-0.1
alforst01,1987,23,197,0.3
alforst01,1988,24,906,1.4
alforst01,1988,24,38,0.0
alforst01,1988,24,868,1.4
alforst01,1989,25,302,0.9
alforst01,1990,26,236,0.6
allenbi01,1967,,857,0.6
allenbo01,1968,22,232,0.1
allenje01,1995,23,362,-0.3
allenje01,1996,24,943,0.4
allenje01,1996,24,692,0.5
allenje01,1996,24,251,-0.1
allenla01,2011,22,624,1.6
allenla01,2012,23,1669,2.5
allenla01,2013,24,1072,1.5
allenla01,2013,24,960,1.1
allenla01,2013,24,112,0.4
allenla01,2014,25,1070,2.8
allenla01,2015,26,1599,3.7
allenla01,2016,27,405,0.3
allenlu01,1969,22,1817,2.2
allenlu01,1970,23,1162,1.9
allenlu01,1971,24,2316,7.6
allenlu01,1972,25,2693,7.6
allenlu01,1973,26,2388,8.2
allenlu01,1974,27,2353,3.6
allenlu01,1974,27,342,0.4
allenlu01,1974,27,2011,3.2
allenlu01,1975,28,2388,3.9
allenlu01,1976,29,2482,4.9
allenlu01,1977,30,2147,2.1
allenlu01,1978,31,413,0.1
allenma01,2001,23,161,0.5
allenma01,2002,24,2318,0.9
allenma01,2003,25,616,0.7
allenma01,2004,26,519,1.1
allenma01,2004,26,248,0.6
allenma01,2004,26,271,0.5
allenma01,2005,27,701,1.0
allenma01,2006,28,638,1.0
allenma01,2007,29,1096,1.0
allenma01,2007,29,763,0.4
allenma01,2007,29,333,0.7
allenma01,2008,30,579,0.3
allenma01,2009,31,456,0.1
allenma01,2010,32,178,0.2
allenra01,1988,24,43,0.0
allenra01,1989,25,746,0.2
allenra02,1996,21,2532,4.9
allenra02,1997,22,3287,7.0
allenra02,1998,23,1719,5.2
allenra02,1999,24,3070,10.1
allenra02,2000,25,3129,13.7
allenra02,2001,26,2525,8.9
allenra02,2002,27,2880,9.1
allenra02,2002,27,1683,4.3
allenra02,2002,27,1197,4.8
allenra02,2003,28,2152,6.9
allenra02,2004,29,3064,10.7
allenra02,2005,30,3022,9.5
allenra02,2006,31,2219,6.3
allenra02,2007,32,2624,9.7
allenra02,2008,33,2876,11.1
allenra02,2009,34,2819,7.9
allenra02,2010,35,2890,10.0
allenra02,2011,36,1565,4.7
allenra02,2012,37,2035,5.4
allenra02,2013,38,1936,4.1
allento01,2004,23,1262,2.7
allento01,2005,24,978,1.7
allento01,2006,25,805,1.9
allento01,2007,26,1373,2.7
allento01,2008,27,887,1.6
allento01,2009,28,889,1.9
allento01,2010,29,1494,4.7
allento01,2011,30,1525,4.2
allento01,2012,31,2109,5.1
allento01,2013,32,1278,2.7
allento01,2014,33,1648,4.1
allento01,2015,34,1620,2.4
allento01,2016,35,1163,2.0
allenwi01,1971,22,30,0.0
allisod01,1971,22,166,-0.6
allrela01,2007,26,10,0.0
allumda01,1980,22,276,-0.3
almonmo01,2007,22,39,-0.1
almonmo01,2008,23,255,0.1
almonmo01,2011,26,67,0.0
alstode01,1994,22,1032,1.0
alstode01,1995,23,1614,1.7
alstode01,1996,24,11,-0.1
alstora01,1999,23,361,-0.7
alstora01,2000,24,288,0.3
alstora01,2001,25,600,0.7
alstora01,2002,26,980,1.2
alstora01,2003,27,2581,5.9
alstora01,2004,28,2717,5.5
alstora01,2005,29,2431,3.4
alstora01,2006,30,3040,6.6
alstora01,2007,31,2526,5.0
alstora01,2008,32,2447,5.3
alstora01,2008,32,1591,2.9
alstora01,2008,32,856,2.4
alstora01,2009,33,1421,-0.4
alstora01,2009,33,766,-0.8
alstora01,2009,33,655,0.4
alumape01,1998,25,5,0.0
amaecjo01,1995,25,357,-0.6
amaecjo01,1999,29,1684,2.4
amaecjo01,2000,30,1710,0.0
amaecjo01,2001,31,586,-0.7
amaecjo01,2002,32,474,-0.7
amayaas01,1995,24,1104,1.8
amayaas01,1996,25,144,0.1
aminual01,2010,20,1452,0.7
aminual01,2011,21,1477,1.4
aminual01,2012,22,2066,3.1
aminual01,2013,23,2045,3.1
aminual01,2014,24,1366,3.3
aminual01,2015,25,2341,4.0
aminual01,2016,26,846,0.3
amundlo01,2006,24,89,0.1
amundlo01,2006,24,2,0.0
amundlo01,2006,24,87,0.1
amundlo01,2007,25,64,0.1
amundlo01,2008,26,1044,1.8
amundlo01,2009,27,1168,2.9
amundlo01,2010,28,691,0.6
amundlo01,2011,29,753,1.0
amundlo01,2012,30,372,0.1
amundlo01,2012,30,161,-0.1
amundlo01,2012,30,2,0.0
amundlo01,2012,30,209,0.3
amundlo01,2013,31,185,0.1
amundlo01,2013,31,184,0.1
amundlo01,2013,31,1,0.0
amundlo01,2014,32,937,0.3
amundlo01,2014,32,79,0.0
amundlo01,2014,32,858,0.4
amundlo01,2015,33,204,-0.1
anderal01,2005,23,564,0.4
anderal01,2006,24,256,0.1
anderal01,2011,29,461,0.3
anderal01,2012,30,1495,1.6
anderal01,2013,31,1773,1.7
anderal01,2014,32,1744,2.7
anderal01,2015,33,192,0.3
anderal01,2016,34,194,0.0
anderan01,1967,22,1894,-0.5
anderan01,1968,23,742,1.7
anderan01,1968,23,24,0.1
anderan01,1968,23,718,1.6
anderan01,1969,24,2150,2.3
anderan01,1969,24,617,1.0
anderan01,1969,24,1533,1.3
anderan02,2009,24,15,0.0
anderbo01,1959,22,373,0.0
anderch01,2001,23,262,0.3
anderch01,2002,24,907,1.1
anderch01,2003,25,1029,2.4
anderch01,2004,26,1430,4.5
anderch01,2005,27,570,1.3
anderch01,2007,29,34,0.0
anderch01,2008,30,1460,5.4
anderch01,2009,31,1695,5.9
anderch01,2010,32,732,3.2
anderch01,2011,33,486,1.9
anderch01,2012,34,624,2.7
anderch01,2013,35,1396,6.0
anderch01,2014,36,1132,3.6
anderch01,2015,37,402,1.3
anderch01,2015,37,36,0.1
anderch01,2015,37,366,1.1
anderch01,2016,38,114,0.3
andercl01,1967,23,94,-0.2
andercl01,1968,24,289,0.4
andercl01,1969,25,22,0.0
andercl01,1970,26,198,0.1
andercl01,1970,26,171,0.1
andercl01,1970,26,27,0.0
anderda01,1967,24,2626,7.9
anderda01,1968,25,1399,3.0
anderda01,1968,25,677,1.1
anderda01,1968,25,94,0.0
anderda01,1968,25,628,1.9
anderda02,1974,24,453,0.5
anderda02,1975,25,614,1.1
anderda03,2009,29,891,1.3
anderda03,2010,30,373,0.3
anderda03,2010,30,150,0.2
anderda03,2010,30,223,0.1
anderde01,1997,23,1839,5.3
anderde01,1998,24,978,2.1
anderde01,1999,25,2201,3.3
anderde01,2000,26,2859,9.9
anderde01,2001,27,1860,5.3
anderde01,2002,28,2556,8.1
anderde01,2003,29,1810,3.6
anderde01,2004,30,1239,1.3
anderde01,2005,31,1047,1.6
anderde01,2005,31,582,1.0
anderde01,2005,31,465,0.6
anderde01,2006,32,1190,2.9
anderde01,2007,33,396,0.3
anderdw01,1982,22,33,0.0
anderer01,1992,22,44,0.1
anderer01,1993,23,39,0.1
andergr01,1987,23,1984,2.3
andergr01,1988,24,2401,3.4
andergr01,1989,25,1291,2.0
andergr01,1990,26,924,-0.3
andergr01,1990,26,247,-0.1
andergr01,1990,26,18,0.1
andergr01,1990,26,659,-0.3
andergr01,1991,27,2793,3.0
andergr01,1993,29,1624,3.4
andergr01,1994,30,622,1.5
andergr01,1995,31,344,0.4
andergr01,1996,32,1659,2.2
andergr01,1997,33,398,0.7
anderja01,2010,21,286,0.3
anderja01,2011,22,603,0.5
anderja01,2012,23,401,0.9
anderja01,2012,23,94,0.2
anderja01,2012,23,307,0.7
anderja01,2013,24,2309,1.9
anderja01,2015,26,721,-0.3
anderje01,1975,22,126,0.3
anderje01,1976,23,164,0.1
anderjj01,1982,22,1202,2.3
anderjj01,1982,22,48,-0.1
anderjj01,1982,22,1154,2.4
anderjj01,1983,23,311,0.1
anderjj01,1984,24,457,0.2
anderju01,2015,22,647,1.1
anderju01,2016,23,648,1.1
anderke01,1991,21,1086,0.5
anderke01,1992,22,2010,4.4
anderke01,1993,23,3135,7.5
anderke01,1994,24,2689,6.8
anderke01,1995,25,2344,7.7
anderke01,1995,25,1042,3.7
anderke01,1995,25,1302,4.0
anderke01,1996,26,3081,12.4
anderke01,1997,27,1858,3.7
anderke01,1997,27,1472,2.3
anderke01,1997,27,386,1.4
anderke01,1998,28,1010,2.4
anderke01,1999,29,2593,7.3
anderke01,2000,30,849,1.1
anderke01,2001,31,2430,5.2
anderke01,2002,32,1135,1.6
anderke01,2002,32,689,1.5
anderke01,2002,32,446,0.1
anderke01,2003,33,905,1.5
anderke01,2004,34,743,0.2
anderke01,2004,34,717,0.2
anderke01,2004,34,26,-0.1
anderki01,1978,23,224,-0.4
anderky01,2014,21,358,0.3
anderky01,2015,22,1245,3.5
anderky01,2016,23,560,1.4
andermi01,1988,22,730,0.2
anderni01,1989,22,1785,1.8
anderni01,1990,23,1971,3.1
anderni01,1991,24,2203,3.6
anderni01,1992,25,2920,7.7
anderni01,1993,26,2811,7.6
anderni01,1994,27,2588,8.3
anderni01,1995,28,2717,7.4
anderni01,1996,29,2163,4.2
anderni01,1997,30,1701,5.3
anderni01,1998,31,1581,3.9
anderni01,1999,32,2094,2.8
anderni01,2000,33,169,0.0
anderni01,2001,34,219,-0.4
anderri01,1982,22,1274,0.5
anderri01,1983,23,1380,1.3
anderri01,1986,26,312,0.5
anderri01,1987,27,1350,2.3
anderri01,1987,27,53,0.3
anderri01,1987,27,1297,2.0
anderri01,1988,28,1082,2.1
anderri01,1989,29,604,1.0
anderro01,1984,26,520,0.3
anderro01,1985,27,1676,3.1
anderro01,1985,27,207,0.3
anderro01,1985,27,1469,2.9
anderro01,1986,28,721,1.5
anderro01,1987,29,1097,2.5
anderro01,1988,30,2618,4.4
anderro01,1989,31,2089,3.8
anderro01,1990,32,2340,4.1
anderro01,1991,33,2432,3.5
anderro01,1992,34,1263,0.5
anderro01,1993,35,356,0.5
anderro01,1993,35,176,0.3
anderro01,1993,35,180,0.1
anderry01,2008,20,1312,2.5
anderry01,2009,21,911,3.1
anderry01,2010,22,1424,6.4
anderry01,2011,23,1964,8.9
anderry01,2012,24,2503,6.5
anderry01,2013,25,795,2.3
anderry01,2014,26,1675,3.5
anderry01,2015,27,2008,3.9
anderry01,2016,28,1439,3.5
andersh01,1996,23,1066,1.2
andersh01,1997,24,1602,4.2
andersh01,1998,25,1072,2.0
andersh01,1999,26,2700,4.9
andersh01,2000,27,2396,3.9
andersh01,2001,28,1596,0.4
andersh01,2002,29,1731,2.7
andersh01,2003,30,1974,1.7
andersh01,2004,31,1171,2.1
andersh01,2004,31,20,-0.1
andersh01,2004,31,1151,2.2
andersh01,2005,32,638,0.5
anderwa01,1969,24,370,-0.2
anderwi01,1988,22,2738,4.9
anderwi01,1989,23,2788,6.5
anderwi01,1990,24,2592,4.8
anderwi01,1991,25,1889,3.3
anderwi01,1992,26,560,-0.1
anderwi01,1993,27,2488,5.6
anderwi01,1994,28,556,0.7
anderwi01,1995,29,2060,1.4
anderwi01,1995,29,1564,0.9
anderwi01,1995,29,496,0.5
anderwi01,1996,30,303,0.9
andrima01,2005,19,9,0.0
anieldo01,1954,24,10,-0.1
anslemi01,1989,22,1221,3.3
anslemi01,1990,23,877,3.1
anslemi01,1991,24,45,0.0
anslemi01,1991,24,32,0.0
anslemi01,1991,24,13,0.0
anstech01,1997,23,680,0.6
anstech01,1998,24,470,0.3
anstech01,1999,25,1007,1.9
antetgi01,2013,19,1897,1.2
antetgi01,2014,20,2541,6.2
antetgi01,2015,21,2823,7.1
antetgi01,2016,22,1572,7.4
antetth01,2015,23,6,0.0
anthoca01,2003,19,2995,6.1
anthoca01,2004,20,2608,4.9
anthoca01,2005,21,2941,9.4
anthoca01,2006,22,2486,7.3
anthoca01,2007,23,2806,8.2
anthoca01,2008,24,2277,5.0
anthoca01,2009,25,2634,7.9
anthoca01,2010,26,2751,7.9
anthoca01,2010,26,1774,4.7
anthoca01,2010,26,977,3.2
anthoca01,2011,27,1876,6.2
anthoca01,2012,28,2482,9.5
anthoca01,2013,29,2982,10.7
anthoca01,2014,30,1428,2.9
anthoca01,2015,31,2530,6.4
anthoca01,2016,32,1579,3.8
anthogr01,1991,24,1510,2.2
anthogr01,1992,25,1699,4.6
anthogr01,1993,26,1994,5.5
anthogr01,1994,27,943,2.9
anthogr01,1995,28,2096,4.8
anthogr01,1996,29,1863,3.5
anthogr01,1997,30,1021,2.7
anthogr01,1998,31,806,2.8
anthogr01,1999,32,1548,4.1
anthogr01,2000,33,856,1.6
anthogr01,2001,34,1514,1.1
anthogr01,2001,34,961,1.2
anthogr01,2001,34,553,0.0
anthojo01,2007,25,498,0.6
anthojo01,2008,26,1048,1.7
anthojo01,2009,27,1322,3.1
anthojo01,2010,28,1463,3.3
anthojo01,2011,29,1349,3.4
anthojo01,2012,30,566,1.2
anthojo01,2013,31,186,0.2
anthojo01,2013,31,37,0.0
anthojo01,2013,31,149,0.1
anthojo01,2014,32,406,1.2
anthojo01,2015,33,96,0.4
anthojo01,2016,34,13,0.1
anticpe01,2013,31,925,1.4
anticpe01,2014,32,1037,1.5
applike01,2015,23,27,-0.1
araujra01,2004,24,736,0.3
araujra01,2005,25,601,-0.8
araujra01,2006,26,248,0.1
arcenst01,1961,25,110,-0.1
archiro01,2002,22,72,-0.2
archiro01,2003,23,256,0.2
archiro01,2003,23,6,0.0
archiro01,2003,23,4,0.0
archiro01,2003,23,246,0.2
architi01,1970,22,2867,5.1
architi01,1971,23,3272,12.9
architi01,1972,24,,14.2
architi01,1973,25,1272,2.3
architi01,1974,26,3244,11.2
architi01,1975,27,3184,8.0
architi01,1976,28,1277,2.8
architi01,1978,30,1662,1.6
architi01,1979,31,2864,8.9
architi01,1980,32,2820,6.9
architi01,1981,33,2167,5.2
architi01,1982,34,1811,2.9
architi01,1983,35,1038,1.4
ardji01,1970,22,1027,1.0
ardji01,1971,23,1145,1.0
ardji01,1972,24,426,-0.4
ardji01,1973,25,502,0.6
ardji01,1974,26,719,0.4
ardji01,1975,27,853,0.9
ardji01,1976,28,969,0.8
ardji01,1977,29,125,-0.1
ardji01,1977,29,9,0.0
ardji01,1977,29,116,-0.1
arenagi01,2001,20,1155,2.7
arenagi01,2002,21,2866,6.5
arenagi01,2003,22,2066,2.6
arenagi01,2004,23,3274,11.5
arenagi01,2005,24,,13.6
arenagi01,2006,25,2942,10.8
arenagi01,2007,26,425,0.6
arenagi01,2008,27,63,0.2
arenagi01,2009,28,1169,1.8
arenagi01,2010,29,1796,0.5
arenagi01,2010,29,726,0.4
arenagi01,2010,29,1070,0.2
arenagi01,2011,30,211,0.4
arizatr01,2004,19,1382,2.1
arizatr01,2005,20,999,0.9
arizatr01,2005,20,709,0.3
arizatr01,2005,20,290,0.6
arizatr01,2006,21,1278,3.4
arizatr01,2007,22,546,1.8
arizatr01,2007,22,115,0.2
arizatr01,2007,22,431,1.6
arizatr01,2008,23,1999,6.1
arizatr01,2009,24,2629,3.2
arizatr01,2010,25,2600,3.4
arizatr01,2011,26,1350,2.2
arizatr01,2012,27,1471,3.1
arizatr01,2013,28,2723,8.0
arizatr01,2014,29,2930,6.6
arizatr01,2015,30,2859,5.4
arizatr01,2016,31,1737,4.1
arizipa01,1950,22,,13.7
arizipa01,1951,23,,
arizipa01,1954,26,,8.7
arizipa01,1955,27,2724,12.2
arizipa01,1956,28,2767,12.3
arizipa01,1957,29,2377,7.7
arizipa01,1958,30,2799,13.0
arizipa01,1959,31,2618,9.2
arizipa01,1960,32,2935,9.7
arizipa01,1961,33,2785,6.3
arlaujo01,1987,22,85,-0.1
armstbj01,1989,22,1291,1.7
armstbj01,1990,23,1731,4.1
armstbj01,1991,24,1875,4.6
armstbj01,1992,25,2492,7.5
armstbj01,1993,26,2770,7.5
armstbj01,1994,27,2577,8.1
armstbj01,1995,28,2262,7.0
armstbj01,1996,29,1020,1.3
armstbj01,1997,30,831,2.2
armstbj01,1997,30,59,-0.1
armstbj01,1997,30,772,2.3
armstbj01,1998,31,358,0.7
armstbj01,1998,31,178,0.4
armstbj01,1998,31,180,0.3
armstbj01,1999,32,583,0.4
armstbo01,1956,23,110,-0.1
armstbr01,2001,21,196,-0.2
armstbr01,2002,22,69,-0.1
armstbr01,2003,23,434,-0.3
armstcu01,1948,30,,3.1
armstcu01,1949,31,,3.5
armstcu01,1950,32,,0.6
armstda01,1994,26,8,0.1
armstda01,1995,27,41,0.1
armstda01,1996,28,1010,1.8
armstda01,1997,29,1236,2.5
armstda01,1998,30,1502,6.4
armstda01,1999,31,2590,8.0
armstda01,2000,32,2767,8.7
armstda01,2001,33,2730,7.6
armstda01,2002,34,2350,4.9
armstda01,2003,35,2247,5.3
armstda01,2004,36,988,0.8
