id,season,age,mp,ws
garrero01,1975,25,216,0.2
garrero01,1976,26,598,0.8
garrero01,1976,26,215,0.4
garrero01,1976,26,383,0.4
garrijo01,1983,24,267,0.9
garriki01,1997,23,225,-0.1
garriki01,1999,25,23,-0.1
garripa01,1998,22,538,1.1
garripa01,1999,23,1479,2.8
garripa01,2000,24,1579,2.5
garripa01,2001,25,2406,5.1
garripa01,2002,26,2584,4.9
garripa01,2003,27,22,0.0
garripa01,2004,28,955,1.1
garripa01,2005,29,938,1.2
garripa01,2006,30,277,0.2
garripa01,2007,31,284,-0.2
garrito01,1988,22,1499,1.4
garrito01,1989,23,1721,2.5
garrito01,1990,24,949,1.8
garrito01,1991,25,549,0.2
garrito01,1991,25,374,0.4
garrito01,1991,25,112,-0.1
garrito01,1991,25,63,0.0
garviji01,1973,23,11,0.0
gasolma01,2008,24,2521,6.4
gasolma01,2009,25,2469,8.4
gasolma01,2010,26,2586,7.9
gasolma01,2011,27,2370,8.2
gasolma01,2012,28,2796,11.5
gasolma01,2013,29,1970,5.6
gasolma01,2014,30,2687,10.2
gasolma01,2015,31,1791,3.7
gasolma01,2016,32,1583,5.6
gasolpa01,2001,21,3007,7.6
gasolpa01,2002,22,2948,8.5
gasolpa01,2003,23,2458,8.1
gasolpa01,2004,24,1790,6.8
gasolpa01,2005,25,3135,12.0
gasolpa01,2006,26,2133,6.9
gasolpa01,2007,27,2351,8.4
gasolpa01,2007,27,1433,3.9
gasolpa01,2007,27,918,4.6
gasolpa01,2008,28,2999,13.9
gasolpa01,2009,29,2403,11.0
gasolpa01,2010,30,3037,14.7
gasolpa01,2011,31,2430,8.3
gasolpa01,2012,32,1655,3.7
gasolpa01,2013,33,1884,3.0
gasolpa01,2014,34,2681,10.4
gasolpa01,2015,35,2291,7.1
gasolpa01,2016,36,1029,3.5
gatesfr01,1949,29,,1.3
gatlich01,1991,24,612,2.0
gatlich01,1992,25,1248,3.1
gatlich01,1993,26,1296,4.5
gatlich01,1994,27,1470,3.9
gatlich01,1995,28,1427,4.6
gatlich01,1995,28,862,2.1
gatlich01,1995,28,565,2.6
gatlich01,1996,29,1283,3.9
gatlich01,1996,29,1191,3.7
gatlich01,1996,29,92,0.2
gatlich01,1997,30,1359,2.4
gatlich01,1998,31,775,-0.1
gatlich01,1998,31,281,-0.5
gatlich01,1998,31,494,0.5
gatlich01,1999,32,1811,4.0
gatlich01,1999,32,1041,2.5
gatlich01,1999,32,770,1.5
gatlich01,2000,33,1670,2.4
gatlich01,2001,34,809,1.4
gattike01,1986,22,1104,0.7
gattike01,1988,24,9,0.0
gattike01,1989,25,941,1.5
gattike01,1990,26,1552,3.0
gattike01,1991,27,2223,4.5
gattike01,1992,28,1475,3.2
gattike01,1993,29,1644,3.5
gattike01,1994,30,409,0.5
gattike01,1995,31,570,0.1
gaydaed01,1950,23,,0.6
gayru01,2006,20,2103,0.5
gayru01,2007,21,3000,5.0
gayru01,2008,22,2945,3.3
gayru01,2009,23,3175,6.4
gayru01,2010,24,2152,5.5
gayru01,2011,25,2422,6.0
gayru01,2012,26,2687,4.0
gayru01,2012,26,1541,2.4
gayru01,2012,26,1146,1.6
gayru01,2013,27,2531,4.8
gayru01,2013,27,639,0.3
gayru01,2013,27,1892,4.5
gayru01,2014,28,2408,6.1
gayru01,2015,29,2379,3.8
gayru01,2016,30,1013,2.0
gazean01,1993,28,70,0.1
gazean01,1998,33,58,0.0
gbinimi01,2016,24,29,-0.1
gearyre01,1996,23,246,0.3
gearyre01,1997,24,685,0.3
geeal01,2009,22,182,0.4
geeal01,2010,23,1118,1.0
geeal01,2010,23,18,-0.1
geeal01,2010,23,127,0.1
geeal01,2010,23,973,1.0
geeal01,2011,24,1827,2.4
geeal01,2012,25,2541,1.9
geeal01,2013,26,1020,0.9
geeal01,2014,27,662,1.2
geeal01,2014,27,511,1.1
geeal01,2014,27,151,0.1
geeal01,2015,28,1632,1.9
geeal01,2016,29,89,-0.1
geigema01,1992,23,554,1.2
geigema01,1993,24,1199,4.5
geigema01,1994,25,1712,2.7
geigema01,1995,26,2349,4.3
geigema01,1996,27,1044,1.9
geigema01,1997,28,1839,5.9
geigema01,1998,29,1540,4.7
geigema01,1999,30,1406,2.6
geigema01,2000,31,542,0.7
geigema01,2001,32,36,-0.1
gelabmi01,2006,23,1239,1.3
gelabmi01,2007,24,465,0.2
gelabmi01,2012,29,644,1.5
georgde01,1999,22,345,0.7
georgde01,2000,23,593,-0.3
georgde01,2001,24,1759,4.2
georgde01,2002,25,1613,2.7
georgde01,2003,26,1951,3.4
georgde01,2004,27,306,0.3
georgde01,2005,28,1542,2.6
georgde01,2006,29,1283,2.1
georgde01,2007,30,821,0.7
georgde01,2008,31,708,0.6
georgde01,2009,32,761,1.3
georgja01,1953,25,2648,1.8
georgja01,1954,26,2480,3.8
georgja01,1955,27,,4.6
georgja01,1956,28,2229,1.2
georgja01,1957,29,1910,3.4
georgja01,1958,30,1881,1.5
georgja01,1958,30,1387,1.1
georgja01,1958,30,494,0.4
georgja01,1959,31,1604,1.5
georgja01,1960,32,268,-0.1
georgpa01,2010,20,1265,2.4
georgpa01,2011,21,1958,6.0
georgpa01,2012,22,2972,9.0
georgpa01,2013,23,2898,10.8
georgpa01,2014,24,91,0.0
georgpa01,2015,25,2819,9.2
georgpa01,2016,26,1392,3.4
georgta01,1990,22,594,0.4
georgta01,1991,23,1037,1.1
georgta01,1992,24,380,-0.1
georgta01,1994,26,8,0.0
gerargu01,1974,21,2702,4.3
gerargu01,1975,22,1727,1.5
gerargu01,1975,22,542,0.4
gerargu01,1975,22,1185,1.1
gerargu01,1976,23,1048,1.3
gerargu01,1976,23,456,1.1
gerargu01,1976,23,592,0.2
gerargu01,1977,24,890,1.3
gerargu01,1977,24,85,0.1
gerargu01,1977,24,805,1.2
gerargu01,1978,25,465,0.5
gerargu01,1978,25,6,0.0
gerargu01,1978,25,459,0.5
gerargu01,1979,26,869,1.9
gerargu01,1980,27,252,0.3
gerargu01,1980,27,123,0.2
gerargu01,1980,27,129,0.1
gervide01,1989,26,339,1.3
gervide01,1990,27,743,0.8
gervige01,1972,20,689,1.6
gervige01,1973,21,2511,7.3
gervige01,1973,21,1728,4.4
gervige01,1973,21,783,2.9
gervige01,1974,22,3113,10.0
gervige01,1975,23,2748,9.3
gervige01,1976,24,2705,10.5
gervige01,1977,25,2857,12.0
gervige01,1978,26,2888,11.4
gervige01,1979,27,2934,10.6
gervige01,1980,28,2765,10.5
gervige01,1981,29,2817,10.7
gervige01,1982,30,2830,9.4
gervige01,1983,31,2584,5.5
gervige01,1984,32,2091,4.6
gervige01,1985,33,2065,3.0
getchgo01,1946,26,,-0.1
gianejo01,1972,22,516,1.2
gianejo01,1973,23,1423,3.6
gianejo01,1974,24,2797,5.5
gianejo01,1975,25,2332,4.4
gianejo01,1976,26,1913,2.5
gianejo01,1976,26,630,1.3
gianejo01,1976,26,1283,1.2
gianejo01,1977,27,2327,3.2
gianejo01,1978,28,2057,3.0
gianejo01,1979,29,285,-0.4
gibbsdi01,1971,23,757,-0.1
gibbsdi01,1972,24,735,-0.6
gibbsdi01,1972,24,2,0.0
gibbsdi01,1972,24,733,-0.5
gibbsdi01,1973,25,1528,2.1
gibbsdi01,1974,26,424,0.4
gibbsdi01,1975,27,866,0.7
gibsoda01,2006,20,988,2.0
gibsoda01,2007,21,1765,4.1
gibsoda01,2008,22,1795,3.8
gibsoda01,2009,23,1068,2.6
gibsoda01,2010,24,1865,2.4
gibsoda01,2011,25,916,0.5
gibsoda01,2012,26,919,0.5
gibsode01,1949,26,,2.7
gibsoho01,1949,28,,0.0
gibsoho01,1949,28,,0.1
gibsoho01,1949,28,,-0.1
gibsojo01,2016,29,231,-0.1
gibsome01,1963,23,53,-0.1
gibsomi01,1983,23,229,0.1
gibsomi01,1985,25,161,0.2
gibsota01,2009,24,2204,4.7
gibsota01,2010,25,1742,5.2
gibsota01,2011,26,1284,4.5
gibsota01,2012,27,1459,3.3
gibsota01,2013,28,2351,5.7
gibsota01,2014,29,1692,4.8
gibsota01,2015,30,1936,5.4
gibsota01,2016,31,1295,2.9
giddejr01,2008,23,8,0.0
giddejr01,2009,24,239,0.1
giddejr01,2009,24,99,0.0
giddejr01,2009,24,140,0.1
gildetr01,2009,25,5,0.0
gillebe01,1988,23,84,0.0
gilled01,2000,22,152,0.0
gilled01,2001,23,384,0.1
gilled01,2003,25,157,0.3
gilled01,2004,26,1021,1.1
gilled01,2005,27,122,0.1
gilled01,2007,29,154,0.2
gilled01,2007,29,149,0.3
gilled01,2007,29,5,-0.1
gilled01,2008,30,43,0.1
gillege01,1946,,,0.2
gilleja01,1969,22,27,-0.1
gilliar01,1987,23,1807,1.3
gilliar01,1988,24,2120,5.1
gilliar01,1989,25,2426,4.5
gilliar01,1989,25,267,0.5
gilliar01,1989,25,2159,4.1
gilliar01,1990,26,2644,4.6
gilliar01,1990,26,949,2.0
gilliar01,1990,26,1695,2.6
gilliar01,1991,27,2771,7.6
gilliar01,1992,28,1742,2.8
gilliar01,1993,29,1969,6.8
gilliar01,1994,30,2472,6.6
gilliar01,1995,31,2856,6.7
gilliar01,1996,32,2050,4.1
gilliar01,1997,33,2114,5.3
gilliar01,1998,34,668,1.5
gilliar01,1999,35,782,1.2
gillihe01,1969,23,1161,0.4
gillihe01,1970,24,2082,1.4
gillihe01,1971,25,2337,2.9
gillihe01,1972,26,2741,4.9
gillihe01,1973,27,2003,3.4
gillihe01,1974,28,1393,2.5
gillihe01,1975,29,1644,2.7
gillihe01,1976,30,1665,2.5
gillke01,1990,22,1944,1.8
gillke01,1991,23,2906,4.7
gillke01,1992,24,2430,2.9
gillke01,1993,25,2435,6.7
gillke01,1994,26,2125,4.6
gillke01,1995,27,1683,3.2
gillke01,1995,27,1265,2.0
gillke01,1995,27,418,1.2
gillke01,1996,28,3199,8.8
gillke01,1997,29,2733,5.9
gillke01,1998,30,1606,2.6
gillke01,1999,31,2355,3.7
gillke01,2000,32,892,-0.4
gillke01,2001,33,1410,0.7
gillke01,2002,34,2068,1.9
gillke01,2003,35,1411,0.4
gillke01,2004,36,284,0.5
gilmoar01,1971,22,,
gilmoar01,1972,23,3502,
gilmoar01,1973,24,,12.7
gilmoar01,1974,25,,16.2
gilmoar01,1975,26,3286,15.1
gilmoar01,1976,27,2877,12.2
gilmoar01,1977,28,3067,11.5
gilmoar01,1978,29,3265,12.7
gilmoar01,1979,30,1568,5.6
gilmoar01,1980,31,2832,12.3
gilmoar01,1981,32,2796,12.1
gilmoar01,1982,33,2797,11.0
gilmoar01,1983,34,2034,6.7
gilmoar01,1984,35,2756,10.5
gilmoar01,1985,36,2395,7.1
gilmoar01,1986,37,2405,4.9
gilmoar01,1987,38,893,0.9
gilmoar01,1987,38,372,0.1
gilmoar01,1987,38,521,0.8
gilmowa01,1970,23,261,0.2
gilmuch01,1946,24,,1.7
gilmuch01,1947,25,,4.5
gilmuch01,1948,26,,4.6
gilmuch01,1949,27,,4.3
gilmuch01,1950,28,,-0.1
ginobma01,2002,25,1431,4.2
ginobma01,2003,26,2260,9.1
ginobma01,2004,27,2193,11.0
ginobma01,2005,28,1813,8.8
ginobma01,2006,29,2060,10.6
ginobma01,2007,30,2299,11.1
ginobma01,2008,31,1181,5.0
ginobma01,2009,32,2150,9.7
ginobma01,2010,33,2426,9.9
ginobma01,2011,34,792,4.2
ginobma01,2012,35,1393,4.5
ginobma01,2013,36,1550,5.7
ginobma01,2014,37,1587,3.7
ginobma01,2015,38,1134,3.8
ginobma01,2016,39,744,1.7
giricgo01,2002,25,2148,1.6
giricgo01,2002,25,1187,0.0
giricgo01,2002,25,961,1.7
giricgo01,2003,26,2041,2.4
giricgo01,2003,26,1435,1.2
giricgo01,2003,26,606,1.2
giricgo01,2004,27,1660,1.8
giricgo01,2005,28,956,-0.2
giricgo01,2006,29,1188,1.9
giricgo01,2007,30,831,0.5
giricgo01,2007,30,279,-0.1
giricgo01,2007,30,110,-0.1
giricgo01,2007,30,442,0.7
givenja01,1978,22,1347,2.1
givenja01,1979,23,1254,2.2
gladnmi01,2011,25,252,0.2
gladnmi01,2011,25,28,0.0
gladnmi01,2011,25,224,0.2
glamage01,1948,30,,0.2
glassge01,1990,23,606,0.5
glassge01,1991,24,1822,0.3
glassge01,1992,25,848,0.9
glassge01,1992,25,71,-0.2
glassge01,1992,25,777,1.2
glassge01,1995,28,71,0.1
glassge01,1995,28,56,0.0
glassge01,1995,28,15,0.0
glennmi01,1977,22,947,1.9
glennmi01,1978,23,1171,2.8
glennmi01,1979,24,800,2.1
glennmi01,1980,25,1506,4.4
glennmi01,1981,26,833,2.8
glennmi01,1982,27,1124,2.9
glennmi01,1983,28,1503,3.9
glennmi01,1984,29,1126,2.9
glennmi01,1985,30,573,1.5
glennmi01,1986,31,34,0.1
glickno01,1949,22,,0.1
gloucge01,1985,26,772,-0.5
glovecl01,1971,24,119,0.3
glovedi01,1999,21,446,0.3
glovedi01,2000,22,929,0.8
glovedi01,2001,23,1156,0.9
glovedi01,2002,24,1890,2.6
glovedi01,2003,25,1643,1.1
glovedi01,2003,25,1465,1.2
glovedi01,2003,25,178,-0.1
glovedi01,2004,26,68,0.2
glynian01,2006,25,81,-0.2
gminsmi01,1980,21,1579,1.5
gminsmi01,1981,22,740,1.8
gminsmi01,1982,23,1255,4.3
gminsmi01,1983,24,1655,4.0
gminsmi01,1984,25,2418,6.1
gminsmi01,1985,26,2525,9.2
gminsmi01,1986,27,2272,5.4
gminsmi01,1987,28,2961,6.5
gminsmi01,1987,28,1194,1.9
gminsmi01,1987,28,1767,4.5
gminsmi01,1988,29,2739,7.0
gminsmi01,1989,30,2659,6.0
gminsmi01,1990,31,2196,2.9
gminsmi01,1990,31,791,0.7
gminsmi01,1990,31,1405,2.1
gminsmi01,1991,32,499,0.5
gminsmi01,1992,33,251,0.5
gminsmi01,1993,34,309,0.0
gminsmi01,1993,34,255,0.2
gminsmi01,1993,34,54,-0.2
goberru01,2013,21,434,0.4
goberru01,2014,22,2158,9.3
goberru01,2015,23,1932,6.4
goberru01,2016,24,1610,8.1
godfrda01,1990,23,20,0.1
godfrda01,1991,24,2,0.0
golato01,1955,23,2346,6.5
golato01,1957,25,2126,7.1
golato01,1958,26,2333,7.4
golato01,1959,27,2870,9.9
golato01,1960,28,2712,6.8
golato01,1961,29,2462,4.4
golato01,1962,30,2670,4.4
golato01,1962,30,822,1.3
golato01,1962,30,1848,3.1
golato01,1963,31,2156,1.7
golato01,1964,32,1727,3.4
golato01,1965,33,1127,1.7
goldfbe01,1946,33,,0.0
goldwan01,1995,24,621,0.3
goldwan01,1996,25,1188,1.7
goldwan01,1996,25,576,0.8
goldwan01,1996,25,612,0.8
goldwan01,1997,26,2212,3.0
goldwan01,2000,29,201,0.1
goldwan01,2002,31,85,-0.1
goldwan01,2002,31,51,-0.1
goldwan01,2002,31,34,0.0
goldwan01,2003,32,85,0.1
goldwan01,2003,32,66,0.1
goldwan01,2003,32,19,-0.1
goldwan01,2004,33,537,1.5
goldwan01,2004,33,55,0.1
goldwan01,2004,33,482,1.4
goldwan01,2005,34,22,-0.1
gomesry01,2005,23,1376,3.1
gomesry01,2006,24,2275,4.2
gomesry01,2007,25,2434,4.8
gomesry01,2008,26,2614,2.5
gomesry01,2009,27,2210,2.4
gomesry01,2010,28,2095,2.5
gomesry01,2011,29,425,-0.2
gomesry01,2013,31,34,0.0
gondrgl01,1977,22,1017,0.9
gondrgl01,1978,23,1602,2.7
gondrgl01,1979,24,1020,3.1
gondrgl01,1980,25,1077,3.1
gondrgl01,1981,26,1699,3.6
gondrgl01,1982,27,1130,2.5
gondrgr01,1986,24,836,0.6
gondrgr01,1988,26,244,0.2
goodedr01,2002,21,1873,1.7
goodedr01,2002,21,1329,0.4
goodedr01,2002,21,544,1.3
goodedr01,2003,22,2134,1.9
goodedr01,2004,23,2523,8.5
goodedr01,2005,24,2174,6.6
goodedr01,2006,25,2238,6.5
goodedr01,2007,26,2122,3.3
goodedr01,2007,26,1564,2.0
goodedr01,2007,26,558,1.3
goodedr01,2008,27,1264,2.7
goodedr01,2008,27,918,1.7
goodedr01,2008,27,26,0.0
goodedr01,2008,27,320,0.9
goodedr01,2009,28,1755,4.4
goodedr01,2009,28,1030,2.7
goodedr01,2009,28,725,1.7
goodedr01,2010,29,860,1.8
goodedr01,2011,30,1469,3.6
goodedr01,2012,31,151,-0.1
goodedr01,2013,32,395,1.4
goodedr01,2014,33,864,1.7
goodedr01,2015,34,305,0.0
goodrga01,1965,22,1008,0.7
goodrga01,1966,23,1780,4.4
goodrga01,1967,24,2057,6.3
goodrga01,1968,25,3236,3.6
goodrga01,1969,26,3234,6.7
goodrga01,1970,27,2808,6.4
goodrga01,1971,28,3040,12.3
goodrga01,1972,29,2697,8.1
goodrga01,1973,30,3061,7.8
goodrga01,1974,31,2668,5.5
goodrga01,1975,32,2646,5.1
goodrga01,1976,33,609,1.2
goodrga01,1977,34,2553,6.3
goodrga01,1978,35,2130,2.2
goodrst01,2000,24,133,-0.1
goodrst01,2001,25,50,-0.1
goodwar01,2013,19,533,0.2
goodwar01,2014,20,535,0.2
goodwar01,2015,21,1114,0.1
goodwar01,2016,22,30,0.2
goodwpo01,1946,26,,1.0
goodwpo01,1947,27,,-0.7
gordoaa01,2014,19,797,1.0
gordoaa01,2015,20,1863,5.4
gordoaa01,2016,21,1327,1.7
gordobe01,2004,21,2002,3.5
gordobe01,2005,22,2482,4.4
gordobe01,2006,23,2704,8.6
gordobe01,2007,24,2291,5.1
gordobe01,2008,25,2999,6.9
gordobe01,2009,26,1730,2.1
gordobe01,2010,27,2131,1.7
gordobe01,2011,28,1398,1.7
gordobe01,2012,29,1560,-0.6
gordobe01,2013,30,279,-0.3
gordobe01,2014,31,790,0.3
gordodr01,2014,24,71,-0.1
gordoer01,2008,20,2677,4.6
gordoer01,2009,21,2229,3.2
gordoer01,2010,22,2112,5.3
gordoer01,2011,23,310,0.7
gordoer01,2012,24,1264,1.1
gordoer01,2013,25,2057,2.5
gordoer01,2014,26,2018,2.9
gordoer01,2015,27,1481,2.1
gordoer01,2016,28,1405,2.9
gordola01,1984,22,682,-0.8
gordola01,1985,23,704,-1.1
gordola01,1986,24,1130,-0.8
gordola01,1987,25,65,0.0
gordopa01,1949,22,,-0.1
gortama01,2007,23,41,0.1
gortama01,2008,24,794,3.3
gortama01,2009,25,1088,3.4
gortama01,2010,26,2032,6.4
gortama01,2010,26,396,1.3
gortama01,2010,26,1636,5.1
gortama01,2011,27,2114,7.6
gortama01,2012,28,1876,3.4
gortama01,2013,29,2655,8.1
gortama01,2014,30,2453,8.6
gortama01,2015,31,2256,7.3
gortama01,2016,32,1596,4.4
gottlle01,1946,26,,1.9
gottlle01,1947,27,,-0.1
goudean01,2011,23,419,0.1
goudean01,2012,24,6,0.0
goudean01,2015,27,50,0.0
govange01,1967,26,1587,2.6
govange01,1968,27,1902,2.5
govange01,1969,28,3701,5.6
govange01,1970,29,,4.1
govange01,1971,30,3414,5.4
govange01,1972,31,2408,2.4
govange01,1973,32,2766,3.4
govange01,1974,33,2791,1.0
govange01,1975,34,658,0.1
govedba01,1953,25,258,0.2
grabojo01,1948,19,,0.7
grabojo01,1949,20,,0.6
grabojo01,1951,22,2439,7.2
grabojo01,1952,23,2769,5.8
grabojo01,1953,24,2759,2.3
grabojo01,1954,25,2515,-0.1
grabojo01,1955,26,2375,2.0
grabojo01,1956,27,2501,1.1
grabojo01,1957,28,2077,0.9
grabojo01,1958,29,2482,2.8
grabojo01,1959,30,1269,2.2
grabojo01,1960,31,1011,0.0
grabojo01,1961,32,468,
grabojo01,1961,32,,
grabojo01,1961,32,,
grabojo01,1961,32,323,
graceri01,1993,26,8,0.0
grahaca01,1967,23,52,0.0
grahagr01,1993,23,889,0.1
grahagr01,1994,24,775,0.3
grahagr01,1995,25,613,0.8
grahagr01,1995,25,128,0.1
grahagr01,1995,25,485,0.6
grahagr01,1996,26,197,0.3
grahagr01,1997,27,56,-0.1
grahajo01,2005,23,1581,1.3
grahajo01,2006,24,1319,3.0
grahajo01,2007,25,331,0.3
grahajo01,2008,26,1541,2.2
grahajo01,2009,27,759,1.1
grahajo01,2010,28,586,0.0
grahama01,1967,22,786,1.1
grahama01,1968,23,103,-0.3
grahaor01,1988,23,22,0.0
grahapa01,1991,24,1718,3.6
grahapa01,1992,25,1508,1.9
grahapa01,1993,26,128,0.2
grahast01,2005,23,175,0.0
grahast01,2005,23,38,0.0
grahast01,2005,23,20,0.0
grahast01,2005,23,117,0.1
grahast01,2006,24,165,-0.1
grahast01,2007,25,128,0.4
grahast01,2008,26,684,0.0
grahast01,2009,27,804,1.6
grahast01,2010,28,959,-0.3
grahatr01,2016,23,86,0.2
grandji01,1990,30,168,0.4
grandro01,1988,24,528,0.6
grandro01,1991,27,25,0.0
grandro01,1994,30,8,0.0
grandro01,1995,31,311,0.5
grandro01,1995,31,235,0.2
grandro01,1995,31,19,0.0
grandro01,1995,31,57,0.2
grangda01,2005,22,1765,5.1
grangda01,2006,23,2785,6.5
grangda01,2007,24,2876,7.3
grangda01,2008,25,2424,8.0
grangda01,2009,26,2278,6.2
grangda01,2010,27,2763,6.9
grangda01,2011,28,2062,6.7
grangda01,2012,29,74,-0.1
grangda01,2013,30,847,1.3
grangda01,2013,30,653,1.0
grangda01,2013,30,194,0.3
grangda01,2014,31,613,0.6
grangst01,1983,22,738,0.5
grangst01,1984,23,92,-0.2
grangst01,1986,25,166,-0.4
grantbr01,1994,22,2289,5.3
grantbr01,1995,23,2398,4.7
grantbr01,1996,24,607,1.0
grantbr01,1997,25,1921,6.3
grantbr01,1998,26,1525,5.9
grantbr01,1999,27,1322,3.5
grantbr01,2000,28,2771,8.7
grantbr01,2001,29,2256,4.8
grantbr01,2002,30,2641,7.7
grantbr01,2003,31,2303,4.9
grantbr01,2004,32,1136,1.6
grantbr01,2005,33,248,0.2
grantbu01,1949,22,,0.5
grantbu01,1950,23,,0.6
grantga01,1988,23,1924,-0.4
grantga01,1989,24,1529,1.3
grantga01,1990,25,2105,1.7
grantga01,1991,26,2049,3.0
grantga01,1992,27,1624,1.6
grantga01,1993,28,1533,1.3
grantga01,1994,29,470,0.6
grantga01,1995,30,596,1.4
grantga01,1996,31,365,0.4
grantga01,1997,32,359,1.1
grantga01,1998,33,7,0.0
grantga01,1999,34,24,0.0
grantga01,2000,35,17,0.1
grantgr01,1989,23,678,-0.1
grantgr01,1990,24,107,0.0
grantgr01,1991,25,891,1.4
grantgr01,1991,25,57,-0.1
grantgr01,1991,25,834,1.5
grantgr01,1992,26,996,0.2
grantgr01,1994,28,151,0.0
grantgr01,1995,29,527,0.0
grantgr01,1995,29,280,0.1
grantgr01,1995,29,138,0.0
grantgr01,1995,29,109,-0.1
grantha01,1988,23,1193,1.7
grantha01,1989,24,1846,2.6
grantha01,1990,25,2842,6.7
grantha01,1991,26,2388,4.3
grantha01,1992,27,2667,5.0
grantha01,1993,28,2112,3.9
grantha01,1994,29,1771,4.0
grantha01,1995,30,2394,4.0
grantha01,1996,31,1604,2.7
grantha01,1997,32,895,0.7
grantha01,1998,33,798,0.8
grantho01,1987,22,1827,4.2
grantho01,1988,23,2809,6.4
grantho01,1989,24,2753,8.0
grantho01,1990,25,2641,10.3
grantho01,1991,26,2859,14.1
grantho01,1992,27,2745,9.1
grantho01,1993,28,2570,10.0
grantho01,1994,29,2693,9.5
grantho01,1995,30,2286,8.0
grantho01,1996,31,2496,7.7
grantho01,1997,32,2803,7.1
grantho01,1998,33,1660,4.1
grantho01,1999,34,2688,5.2
grantho01,2000,35,2390,6.5
grantho01,2001,36,2210,5.6
grantho01,2002,37,85,0.2
grantho01,2003,38,1106,2.0
grantje01,2014,20,1377,0.5
grantje01,2015,21,2066,2.1
grantje01,2016,22,995,1.7
grantje01,2016,22,41,-0.1
grantje01,2016,22,954,1.9
grantje02,2015,23,1265,0.8
grantje02,2016,24,554,0.9
grantjo01,1993,26,382,0.5
grantpa01,1998,25,13,-0.1
grantpa01,1998,25,8,-0.1
grantpa01,1998,25,5,0.0
grantpa01,2003,30,98,0.0
granttr01,1972,23,153,0.5
granttr01,1973,24,1330,4.1
granttr01,1973,24,6,0.0
granttr01,1973,24,1324,4.1
granttr01,1974,25,1998,5.6
granttr01,1975,26,828,1.5
granttr01,1975,26,261,0.1
granttr01,1975,26,567,1.3
gratedo01,1949,26,,0.0
gravebu01,1984,23,11,-0.1
grayaa01,2007,23,613,0.8
grayaa01,2008,24,715,1.3
grayaa01,2009,25,311,0.9
grayaa01,2009,25,50,0.0
grayaa01,2009,25,261,0.9
grayaa01,2010,26,531,1.1
grayaa01,2011,27,813,1.4
grayaa01,2012,28,513,0.5
grayaa01,2013,29,355,0.1
grayaa01,2013,29,20,0.0
grayaa01,2013,29,335,0.1
grayde01,1996,24,49,-0.2
grayde01,1996,24,25,0.0
grayde01,1996,24,24,-0.2
grayde01,1999,27,124,0.3
grayed01,1997,22,472,0.8
grayed01,1998,23,337,-0.7
grayeje01,1988,23,200,0.2
grayeje01,1989,24,1427,1.5
grayeje01,1990,25,1422,1.5
grayeje01,1991,26,1659,1.8
grayeje01,1992,27,1025,1.5
grayeje01,1993,28,1096,1.9
grayeje01,1994,29,1098,0.4
grayeje01,1996,31,316,0.3
grayeje01,1997,32,34,-0.1
grayeje01,1997,32,11,-0.1
grayeje01,1997,32,23,0.1
grayev01,1996,27,42,-0.1
grayga01,1967,22,276,-0.5
grayle01,1974,23,2280,4.0
grayle01,1975,24,2139,4.1
grayle01,1976,25,1639,1.8
grayle01,1976,25,643,0.9
grayle01,1976,25,996,0.9
grayst01,1984,21,391,-0.4
grayst01,1985,22,423,0.7
grayst01,1986,23,456,0.4
grayst01,1987,24,807,1.1
grayst01,1988,25,783,0.9
grayst01,1989,26,560,0.6
grayst01,1989,26,466,0.7
grayst01,1989,26,94,-0.1
grayst01,1990,27,37,0.0
graysy01,1988,21,1220,0.7
graywy01,1946,24,,2.2
graywy01,1947,25,,-0.3
graywy01,1947,25,,0.0
graywy01,1947,25,,-0.2
greacbo01,1969,22,292,0.1
greacbo01,1970,23,43,-0.2
greacbo01,1971,24,20,0.0
greenac01,1985,22,1542,3.3
greenac01,1986,23,2240,7.6
greenac01,1987,24,2636,7.9
greenac01,1988,25,2510,9.4
greenac01,1989,26,2709,7.7
greenac01,1990,27,2164,6.1
greenac01,1991,28,2902,8.8
greenac01,1992,29,2819,8.6
greenac01,1993,30,2825,9.3
greenac01,1994,31,2687,6.7
greenac01,1995,32,2113,4.4
greenac01,1996,33,2492,4.8
greenac01,1996,33,548,0.8
greenac01,1996,33,1944,4.0
greenac01,1997,34,2649,5.2
greenac01,1998,35,924,1.4
greenac01,1999,36,1929,5.0
greenac01,2000,37,1411,3.2
greenda01,1979,22,2791,6.5
greenda01,1980,23,2710,7.1
greenda01,1981,24,2914,6.5
greenda01,1982,25,2355,3.6
greenda01,1983,26,2718,5.7
greenda01,1984,27,1523,2.0
greenda01,1985,28,1910,3.4
greenda01,1986,29,2587,6.2
greenda01,1987,30,1236,1.1
greenda01,1988,31,1403,2.2
greenda01,1988,31,912,1.4
greenda01,1988,31,491,0.8
greenda01,1989,32,205,0.4
greenda01,1990,33,1018,1.7
greenda02,2009,22,115,0.2
greenda02,2010,23,92,0.1
greenda02,2011,24,1522,4.5
greenda02,2012,25,2201,5.9
greenda02,2013,26,1651,4.2
greenda02,2014,27,2312,7.8
greenda02,2015,28,2062,4.2
greenda02,2016,29,1005,2.1
greende01,2005,23,135,-0.1
greendo01,2008,20,725,-1.1
greendo01,2009,21,1630,1.5
greendo01,2010,22,1127,0.5
greendo01,2011,23,777,0.7
greendr01,2012,22,1061,0.6
