year,date,away,awayPoints,home,homePoints,ot
1982,"Sun, May 9, 1982",PHI,81,BOS,121,
1982,"Sun, May 9, 1982",SAS,117,LAL,128,
1982,"Tue, May 11, 1982",SAS,101,LAL,110,
1982,"Wed, May 12, 1982",PHI,121,BOS,113,
1982,"Fri, May 14, 1982",LAL,118,SAS,108,
1982,"Sat, May 15, 1982",BOS,97,PHI,99,
1982,"Sat, May 15, 1982",LAL,128,SAS,123,
1982,"Sun, May 16, 1982",BOS,94,PHI,119,
1982,"Wed, May 19, 1982",PHI,85,BOS,114,
1982,"Fri, May 21, 1982",BOS,88,PHI,75,
1982,"Sun, May 23, 1982",PHI,120,BOS,106,
1982,"Thu, May 27, 1982",LAL,124,PHI,117,
1982,"Sun, May 30, 1982",LAL,94,PHI,110,
1982,"Tue, Jun 1, 1982",PHI,108,LAL,129,
1982,"Thu, Jun 3, 1982",PHI,101,LAL,111,
1982,"Sun, Jun 6, 1982",LAL,102,PHI,135,
1982,"Tue, Jun 8, 1982",PHI,104,LAL,114,
1984,"Tue, Apr 17, 1984",WSB,83,BOS,91,
1984,"Tue, Apr 17, 1984",SEA,86,DAL,88,
1984,"Tue, Apr 17, 1984",NYK,94,DET,93,
1984,"Tue, Apr 17, 1984",ATL,89,MIL,105,
1984,"Tue, Apr 17, 1984",DEN,121,UTA,123,
1984,"Wed, Apr 18, 1984",KCK,105,LAL,116,
1984,"Wed, Apr 18, 1984",NJN,116,PHI,101,
1984,"Wed, Apr 18, 1984",PHO,113,POR,106,
1984,"Thu, Apr 19, 1984",WSB,85,BOS,88,
1984,"Thu, Apr 19, 1984",SEA,95,DAL,92,
1984,"Thu, Apr 19, 1984",NYK,105,DET,113,
1984,"Thu, Apr 19, 1984",ATL,87,MIL,101,
1984,"Thu, Apr 19, 1984",DEN,132,UTA,116,
1984,"Fri, Apr 20, 1984",KCK,102,LAL,109,
1984,"Fri, Apr 20, 1984",NJN,116,PHI,102,
1984,"Fri, Apr 20, 1984",PHO,116,POR,122,
1984,"Sat, Apr 21, 1984",MIL,94,ATL,103,
1984,"Sat, Apr 21, 1984",DAL,94,SEA,104,
1984,"Sat, Apr 21, 1984",BOS,108,WSB,111,OT
1984,"Sun, Apr 22, 1984",UTA,117,DEN,121,
1984,"Sun, Apr 22, 1984",LAL,108,KCK,102,
1984,"Sun, Apr 22, 1984",PHI,108,NJN,100,
1984,"Sun, Apr 22, 1984",DET,113,NYK,120,
1984,"Sun, Apr 22, 1984",POR,103,PHO,106,
1984,"Tue, Apr 24, 1984",MIL,97,ATL,100,
1984,"Tue, Apr 24, 1984",UTA,129,DEN,124,
1984,"Tue, Apr 24, 1984",PHI,110,NJN,102,
1984,"Tue, Apr 24, 1984",POR,113,PHO,110,
1984,"Tue, Apr 24, 1984",DAL,107,SEA,96,
1984,"Tue, Apr 24, 1984",BOS,99,WSB,96,
1984,"Wed, Apr 25, 1984",DET,119,NYK,112,
1984,"Thu, Apr 26, 1984",SEA,104,DAL,105,OT
1984,"Thu, Apr 26, 1984",ATL,89,MIL,118,
1984,"Thu, Apr 26, 1984",NJN,101,PHI,98,
1984,"Thu, Apr 26, 1984",PHO,117,POR,105,
1984,"Thu, Apr 26, 1984",DEN,111,UTA,127,
1984,"Fri, Apr 27, 1984",NYK,127,DET,123,OT
1984,"Sat, Apr 28, 1984",DAL,91,LAL,134,
1984,"Sun, Apr 29, 1984",NYK,92,BOS,110,
1984,"Sun, Apr 29, 1984",NJN,106,MIL,100,
1984,"Sun, Apr 29, 1984",PHO,95,UTA,105,
1984,"Tue, May 1, 1984",DAL,101,LAL,117,
1984,"Tue, May 1, 1984",NJN,94,MIL,98,
1984,"Wed, May 2, 1984",NYK,102,BOS,116,
1984,"Wed, May 2, 1984",PHO,102,UTA,97,
1984,"Thu, May 3, 1984",MIL,100,NJN,93,
1984,"Fri, May 4, 1984",LAL,115,DAL,125,
1984,"Fri, May 4, 1984",BOS,92,NYK,100,
1984,"Fri, May 4, 1984",UTA,94,PHO,106,
1984,"Sat, May 5, 1984",MIL,99,NJN,106,
1984,"Sun, May 6, 1984",LAL,122,DAL,115,OT
1984,"Sun, May 6, 1984",BOS,113,NYK,118,
1984,"Sun, May 6, 1984",UTA,110,PHO,111,OT
1984,"Tue, May 8, 1984",DAL,99,LAL,115,
1984,"Tue, May 8, 1984",NJN,82,MIL,94,
1984,"Tue, May 8, 1984",PHO,106,UTA,118,
1984,"Wed, May 9, 1984",NYK,99,BOS,121,
1984,"Thu, May 10, 1984",MIL,98,NJN,97,
1984,"Thu, May 10, 1984",UTA,82,PHO,102,
1984,"Fri, May 11, 1984",BOS,104,NYK,106,
1984,"Sat, May 12, 1984",PHO,94,LAL,110,
1984,"Sun, May 13, 1984",NYK,104,BOS,121,
1984,"Tue, May 15, 1984",MIL,96,BOS,119,
1984,"Tue, May 15, 1984",PHO,102,LAL,118,
1984,"Thu, May 17, 1984",MIL,110,BOS,125,
1984,"Fri, May 18, 1984",LAL,127,PHO,135,OT
1984,"Sat, May 19, 1984",BOS,109,MIL,100,
1984,"Sun, May 20, 1984",LAL,126,PHO,115,
1984,"Mon, May 21, 1984",BOS,113,MIL,122,
1984,"Wed, May 23, 1984",MIL,108,BOS,115,
1984,"Wed, May 23, 1984",PHO,126,LAL,121,
1984,"Fri, May 25, 1984",LAL,99,PHO,97,
1984,"Sun, May 27, 1984",LAL,115,BOS,109,
1984,"Thu, May 31, 1984",LAL,121,BOS,124,OT
1984,"Sun, Jun 3, 1984",BOS,104,LAL,137,
1984,"Wed, Jun 6, 1984",BOS,129,LAL,125,OT
1984,"Fri, Jun 8, 1984",LAL,103,BOS,121,
1984,"Sun, Jun 10, 1984",BOS,108,LAL,119,
1984,"Tue, Jun 12, 1984",LAL,102,BOS,111,
1985,"Wed, Apr 17, 1985",WSB,97,PHI,104,
1985,"Thu, Apr 18, 1985",CLE,123,BOS,126,
1985,"Thu, Apr 18, 1985",POR,131,DAL,139,2OT
1985,"Thu, Apr 18, 1985",SAS,111,DEN,141,
1985,"Thu, Apr 18, 1985",NJN,105,DET,125,
1985,"Thu, Apr 18, 1985",PHO,114,LAL,142,
1985,"Fri, Apr 19, 1985",UTA,115,HOU,101,
1985,"Fri, Apr 19, 1985",CHI,100,MIL,109,
1985,"Sat, Apr 20, 1985",CLE,106,BOS,108,
1985,"Sat, Apr 20, 1985",POR,124,DAL,121,OT
1985,"Sat, Apr 20, 1985",SAS,113,DEN,111,
1985,"Sat, Apr 20, 1985",PHO,130,LAL,147,
1985,"Sun, Apr 21, 1985",NJN,111,DET,121,
1985,"Sun, Apr 21, 1985",UTA,96,HOU,122,
1985,"Sun, Apr 21, 1985",CHI,115,MIL,122,
1985,"Sun, Apr 21, 1985",WSB,94,PHI,113,
1985,"Tue, Apr 23, 1985",BOS,98,CLE,105,
1985,"Tue, Apr 23, 1985",LAL,119,PHO,103,
1985,"Tue, Apr 23, 1985",DAL,109,POR,122,
1985,"Tue, Apr 23, 1985",DEN,115,SAS,112,
1985,"Wed, Apr 24, 1985",MIL,107,CHI,109,
1985,"Wed, Apr 24, 1985",DET,116,NJN,115,
1985,"Wed, Apr 24, 1985",HOU,104,UTA,112,
1985,"Wed, Apr 24, 1985",PHI,100,WSB,118,
1985,"Thu, Apr 25, 1985",BOS,117,CLE,115,
1985,"Thu, Apr 25, 1985",DAL,113,POR,115,
1985,"Fri, Apr 26, 1985",MIL,105,CHI,97,
1985,"Fri, Apr 26, 1985",DEN,111,SAS,116,
1985,"Fri, Apr 26, 1985",HOU,96,UTA,94,
1985,"Fri, Apr 26, 1985",PHI,106,WSB,98,
1985,"Sat, Apr 27, 1985",POR,101,LAL,125,
1985,"Sun, Apr 28, 1985",DET,99,BOS,133,
1985,"Sun, Apr 28, 1985",SAS,99,DEN,126,
1985,"Sun, Apr 28, 1985",UTA,104,HOU,97,
1985,"Sun, Apr 28, 1985",PHI,127,MIL,105,
1985,"Tue, Apr 30, 1985",DET,114,BOS,121,
1985,"Tue, Apr 30, 1985",UTA,113,DEN,130,
1985,"Tue, Apr 30, 1985",POR,118,LAL,134,
1985,"Tue, Apr 30, 1985",PHI,112,MIL,108,
1985,"Thu, May 2, 1985",UTA,123,DEN,131,OT
1985,"Thu, May 2, 1985",BOS,117,DET,125,
1985,"Fri, May 3, 1985",MIL,104,PHI,109,
1985,"Fri, May 3, 1985",LAL,130,POR,126,
1985,"Sat, May 4, 1985",DEN,123,UTA,131,
1985,"Sun, May 5, 1985",BOS,99,DET,102,
1985,"Sun, May 5, 1985",MIL,112,PHI,121,
1985,"Sun, May 5, 1985",LAL,107,POR,115,
1985,"Sun, May 5, 1985",DEN,125,UTA,118,
1985,"Tue, May 7, 1985",UTA,104,DEN,116,
1985,"Tue, May 7, 1985",POR,120,LAL,139,
1985,"Wed, May 8, 1985",DET,123,BOS,130,
1985,"Fri, May 10, 1985",BOS,123,DET,113,
1985,"Sat, May 11, 1985",DEN,122,LAL,139,
1985,"Sun, May 12, 1985",PHI,93,BOS,108,
1985,"Tue, May 14, 1985",PHI,98,BOS,106,
1985,"Tue, May 14, 1985",DEN,136,LAL,114,
1985,"Fri, May 17, 1985",LAL,136,DEN,118,
1985,"Sat, May 18, 1985",BOS,105,PHI,94,
1985,"Sun, May 19, 1985",LAL,120,DEN,116,
1985,"Sun, May 19, 1985",BOS,104,PHI,115,
1985,"Wed, May 22, 1985",PHI,100,BOS,102,
1985,"Wed, May 22, 1985",DEN,109,LAL,153,
1985,"Mon, May 27, 1985",LAL,114,BOS,148,
1985,"Thu, May 30, 1985",LAL,109,BOS,102,
1985,"Sun, Jun 2, 1985",BOS,111,LAL,136,
1985,"Wed, Jun 5, 1985",BOS,107,LAL,105,
1985,"Fri, Jun 7, 1985",BOS,111,LAL,120,
1985,"Sun, Jun 9, 1985",LAL,111,BOS,100,
1987,"Thu, Apr 23, 1987",CHI,104,BOS,108,
1987,"Thu, Apr 23, 1987",SEA,129,DAL,151,
1987,"Thu, Apr 23, 1987",DEN,95,LAL,128,
1987,"Thu, Apr 23, 1987",GSW,85,UTA,99,
1987,"Fri, Apr 24, 1987",IND,94,ATL,110,
1987,"Fri, Apr 24, 1987",WSB,92,DET,106,
1987,"Fri, Apr 24, 1987",PHI,104,MIL,107,
1987,"Fri, Apr 24, 1987",HOU,125,POR,115,
1987,"Sat, Apr 25, 1987",SEA,112,DAL,110,
1987,"Sat, Apr 25, 1987",DEN,127,LAL,139,
1987,"Sat, Apr 25, 1987",GSW,100,UTA,103,
1987,"Sun, Apr 26, 1987",IND,93,ATL,94,
1987,"Sun, Apr 26, 1987",CHI,96,BOS,105,
1987,"Sun, Apr 26, 1987",WSB,85,DET,128,
1987,"Sun, Apr 26, 1987",PHI,125,MIL,122,OT
1987,"Sun, Apr 26, 1987",HOU,98,POR,111,
1987,"Tue, Apr 28, 1987",BOS,105,CHI,94,
1987,"Tue, Apr 28, 1987",POR,108,HOU,117,
1987,"Tue, Apr 28, 1987",DAL,107,SEA,117,
1987,"Wed, Apr 29, 1987",LAL,140,DEN,103,
1987,"Wed, Apr 29, 1987",UTA,95,GSW,110,
1987,"Wed, Apr 29, 1987",ATL,87,IND,96,
1987,"Wed, Apr 29, 1987",MIL,121,PHI,120,
1987,"Wed, Apr 29, 1987",DET,97,WSB,96,
1987,"Thu, Apr 30, 1987",POR,101,HOU,113,
1987,"Thu, Apr 30, 1987",DAL,98,SEA,124,
1987,"Fri, May 1, 1987",UTA,94,GSW,98,
1987,"Fri, May 1, 1987",ATL,101,IND,97,
1987,"Fri, May 1, 1987",MIL,118,PHI,124,
1987,"Sat, May 2, 1987",SEA,111,HOU,106,OT
1987,"Sun, May 3, 1987",DET,112,ATL,111,
1987,"Sun, May 3, 1987",PHI,89,MIL,102,
1987,"Sun, May 3, 1987",GSW,118,UTA,113,
1987,"Tue, May 5, 1987",DET,102,ATL,115,
1987,"Tue, May 5, 1987",MIL,98,BOS,111,
1987,"Tue, May 5, 1987",SEA,99,HOU,97,
1987,"Tue, May 5, 1987",GSW,116,LAL,125,
1987,"Wed, May 6, 1987",MIL,124,BOS,126,
1987,"Thu, May 7, 1987",GSW,101,LAL,116,
1987,"Thu, May 7, 1987",HOU,102,SEA,84,
1987,"Fri, May 8, 1987",ATL,99,DET,108,
1987,"Fri, May 8, 1987",BOS,121,MIL,126,OT
1987,"Sat, May 9, 1987",LAL,133,GSW,108,
1987,"Sat, May 9, 1987",HOU,102,SEA,117,
1987,"Sun, May 10, 1987",ATL,88,DET,89,
1987,"Sun, May 10, 1987",LAL,121,GSW,129,
1987,"Sun, May 10, 1987",BOS,138,MIL,137,2OT
1987,"Tue, May 12, 1987",SEA,107,HOU,112,
1987,"Tue, May 12, 1987",GSW,106,LAL,118,
1987,"Wed, May 13, 1987",DET,104,ATL,96,
1987,"Wed, May 13, 1987",MIL,129,BOS,124,
1987,"Thu, May 14, 1987",HOU,125,SEA,128,2OT
1987,"Fri, May 15, 1987",BOS,111,MIL,121,
1987,"Sat, May 16, 1987",SEA,87,LAL,92,
1987,"Sun, May 17, 1987",MIL,113,BOS,119,
1987,"Tue, May 19, 1987",DET,91,BOS,104,
1987,"Tue, May 19, 1987",SEA,104,LAL,112,
1987,"Thu, May 21, 1987",DET,101,BOS,110,
1987,"Sat, May 23, 1987",BOS,104,DET,122,
1987,"Sat, May 23, 1987",LAL,122,SEA,121,
1987,"Sun, May 24, 1987",BOS,119,DET,145,
1987,"Mon, May 25, 1987",LAL,133,SEA,102,
1987,"Tue, May 26, 1987",DET,107,BOS,108,
1987,"Thu, May 28, 1987",BOS,105,DET,113,
1987,"Sat, May 30, 1987",DET,114,BOS,117,
1987,"Tue, Jun 2, 1987",BOS,113,LAL,126,
1987,"Thu, Jun 4, 1987",BOS,122,LAL,141,
1987,"Sun, Jun 7, 1987",LAL,103,BOS,109,
1987,"Tue, Jun 9, 1987",LAL,107,BOS,106,
1987,"Thu, Jun 11, 1987",LAL,108,BOS,123,
1987,"Sun, Jun 14, 1987",BOS,93,LAL,106,
1989,"Thu, Apr 27, 1989",MIL,92,ATL,100,
1989,"Thu, Apr 27, 1989",POR,108,LAL,128,
1989,"Thu, Apr 27, 1989",PHI,96,NYK,102,
1989,"Thu, Apr 27, 1989",GSW,123,UTA,119,
1989,"Fri, Apr 28, 1989",CHI,95,CLE,88,
1989,"Fri, Apr 28, 1989",BOS,91,DET,101,
1989,"Fri, Apr 28, 1989",DEN,103,PHO,104,
1989,"Fri, Apr 28, 1989",HOU,107,SEA,111,
1989,"Sat, Apr 29, 1989",MIL,108,ATL,98,
1989,"Sat, Apr 29, 1989",PHI,106,NYK,107,
1989,"Sat, Apr 29, 1989",GSW,99,UTA,91,
1989,"Sun, Apr 30, 1989",CHI,88,CLE,96,
1989,"Sun, Apr 30, 1989",BOS,95,DET,102,
1989,"Sun, Apr 30, 1989",POR,105,LAL,113,
1989,"Sun, Apr 30, 1989",DEN,114,PHO,132,
1989,"Sun, Apr 30, 1989",HOU,97,SEA,109,
1989,"Tue, May 2, 1989",DET,100,BOS,85,
1989,"Tue, May 2, 1989",PHO,130,DEN,121,
1989,"Tue, May 2, 1989",UTA,106,GSW,120,
1989,"Tue, May 2, 1989",ATL,113,MIL,117,OT
1989,"Tue, May 2, 1989",NYK,116,PHI,115,OT
1989,"Wed, May 3, 1989",CLE,94,CHI,101,
1989,"Wed, May 3, 1989",SEA,107,HOU,126,
1989,"Wed, May 3, 1989",LAL,116,POR,108,
1989,"Fri, May 5, 1989",CLE,108,CHI,105,OT
1989,"Fri, May 5, 1989",SEA,98,HOU,96,
1989,"Fri, May 5, 1989",ATL,113,MIL,106,OT
1989,"Sat, May 6, 1989",GSW,103,PHO,130,
1989,"Sun, May 7, 1989",MIL,96,ATL,92,
1989,"Sun, May 7, 1989",CHI,101,CLE,100,
1989,"Sun, May 7, 1989",SEA,102,LAL,113,
1989,"Tue, May 9, 1989",CHI,120,NYK,109,OT
1989,"Tue, May 9, 1989",GSW,127,PHO,122,
1989,"Wed, May 10, 1989",MIL,80,DET,85,
1989,"Wed, May 10, 1989",SEA,108,LAL,130,
1989,"Thu, May 11, 1989",PHO,113,GSW,104,
1989,"Thu, May 11, 1989",CHI,97,NYK,114,
1989,"Fri, May 12, 1989",MIL,92,DET,112,
1989,"Fri, May 12, 1989",LAL,91,SEA,86,
1989,"Sat, May 13, 1989",NYK,88,CHI,111,
1989,"Sat, May 13, 1989",PHO,135,GSW,99,
1989,"Sun, May 14, 1989",NYK,93,CHI,106,
1989,"Sun, May 14, 1989",DET,110,MIL,90,
1989,"Sun, May 14, 1989",LAL,97,SEA,95,
1989,"Mon, May 15, 1989",DET,96,MIL,94,
1989,"Tue, May 16, 1989",CHI,114,NYK,121,
1989,"Tue, May 16, 1989",GSW,104,PHO,116,
1989,"Fri, May 19, 1989",NYK,111,CHI,113,
1989,"Sat, May 20, 1989",PHO,119,LAL,127,
1989,"Sun, May 21, 1989",CHI,94,DET,88,
1989,"Tue, May 23, 1989",CHI,91,DET,100,
1989,"Tue, May 23, 1989",PHO,95,LAL,101,
1989,"Fri, May 26, 1989",LAL,110,PHO,107,
1989,"Sat, May 27, 1989",DET,97,CHI,99,
1989,"Sun, May 28, 1989",LAL,122,PHO,117,
1989,"Mon, May 29, 1989",DET,86,CHI,80,
1989,"Wed, May 31, 1989",CHI,85,DET,94,
1989,"Fri, Jun 2, 1989",DET,103,CHI,94,
1989,"Tue, Jun 6, 1989",LAL,97,DET,109,
1989,"Thu, Jun 8, 1989",LAL,105,DET,108,
1989,"Sun, Jun 11, 1989",DET,114,LAL,110,
1989,"Tue, Jun 13, 1989",DET,105,LAL,97,
1988,"Thu, Apr 28, 1988",CLE,93,CHI,104,
1988,"Thu, Apr 28, 1988",HOU,110,DAL,120,
1988,"Thu, Apr 28, 1988",WSB,87,DET,96,
1988,"Thu, Apr 28, 1988",UTA,96,POR,108,
1988,"Fri, Apr 29, 1988",MIL,107,ATL,110,
1988,"Fri, Apr 29, 1988",NYK,92,BOS,112,
1988,"Fri, Apr 29, 1988",SEA,123,DEN,126,
1988,"Fri, Apr 29, 1988",SAS,110,LAL,122,
1988,"Sat, Apr 30, 1988",HOU,119,DAL,108,
1988,"Sat, Apr 30, 1988",WSB,101,DET,102,
1988,"Sat, Apr 30, 1988",UTA,114,POR,105,
1988,"Sun, May 1, 1988",MIL,97,ATL,104,
1988,"Sun, May 1, 1988",NYK,102,BOS,128,
1988,"Sun, May 1, 1988",CLE,101,CHI,106,
1988,"Sun, May 1, 1988",SEA,111,DEN,91,
1988,"Sun, May 1, 1988",SAS,112,LAL,130,
1988,"Mon, May 2, 1988",DET,106,WSB,114,OT
1988,"Tue, May 3, 1988",CHI,102,CLE,110,
1988,"Tue, May 3, 1988",DAL,93,HOU,92,
1988,"Tue, May 3, 1988",LAL,109,SAS,107,
1988,"Tue, May 3, 1988",DEN,125,SEA,114,
1988,"Wed, May 4, 1988",ATL,115,MIL,123,
1988,"Wed, May 4, 1988",BOS,100,NYK,109,
1988,"Wed, May 4, 1988",POR,108,UTA,113,
1988,"Wed, May 4, 1988",DET,103,WSB,106,
1988,"Thu, May 5, 1988",CHI,91,CLE,97,
1988,"Thu, May 5, 1988",DAL,107,HOU,97,
1988,"Thu, May 5, 1988",DEN,117,SEA,127,
1988,"Fri, May 6, 1988",ATL,99,MIL,105,
1988,"Fri, May 6, 1988",BOS,102,NYK,94,
1988,"Fri, May 6, 1988",POR,96,UTA,111,
1988,"Sat, May 7, 1988",SEA,96,DEN,115,
1988,"Sun, May 8, 1988",MIL,111,ATL,121,
1988,"Sun, May 8, 1988",CLE,101,CHI,107,
1988,"Sun, May 8, 1988",WSB,78,DET,99,
1988,"Sun, May 8, 1988",UTA,91,LAL,110,
1988,"Tue, May 10, 1988",DAL,115,DEN,126,
1988,"Tue, May 10, 1988",CHI,82,DET,93,
1988,"Tue, May 10, 1988",UTA,101,LAL,97,
1988,"Wed, May 11, 1988",ATL,101,BOS,110,
1988,"Thu, May 12, 1988",DAL,112,DEN,108,
1988,"Thu, May 12, 1988",CHI,105,DET,95,
1988,"Fri, May 13, 1988",ATL,97,BOS,108,
1988,"Fri, May 13, 1988",LAL,89,UTA,96,
1988,"Sat, May 14, 1988",DET,101,CHI,79,
1988,"Sat, May 14, 1988",DEN,107,DAL,105,
1988,"Sun, May 15, 1988",BOS,92,ATL,110,
1988,"Sun, May 15, 1988",DET,96,CHI,77,
1988,"Sun, May 15, 1988",DEN,103,DAL,124,
1988,"Sun, May 15, 1988",LAL,113,UTA,100,
1988,"Mon, May 16, 1988",BOS,109,ATL,118,
1988,"Tue, May 17, 1988",DAL,110,DEN,106,
1988,"Tue, May 17, 1988",UTA,109,LAL,111,
1988,"Wed, May 18, 1988",ATL,112,BOS,104,
1988,"Wed, May 18, 1988",CHI,95,DET,102,
1988,"Thu, May 19, 1988",DEN,95,DAL,108,
1988,"Thu, May 19, 1988",LAL,80,UTA,108,
1988,"Fri, May 20, 1988",BOS,102,ATL,100,
1988,"Sat, May 21, 1988",UTA,98,LAL,109,
1988,"Sun, May 22, 1988",ATL,116,BOS,118,
1988,"Mon, May 23, 1988",DAL,98,LAL,113,
1988,"Wed, May 25, 1988",DET,104,BOS,96,
1988,"Wed, May 25, 1988",DAL,101,LAL,123,
1988,"Thu, May 26, 1988",DET,115,BOS,119,2OT
1988,"Fri, May 27, 1988",LAL,94,DAL,106,
1988,"Sat, May 28, 1988",BOS,94,DET,98,
1988,"Sun, May 29, 1988",LAL,104,DAL,118,
1988,"Mon, May 30, 1988",BOS,79,DET,78,
1988,"Tue, May 31, 1988",DAL,102,LAL,119,
1988,"Wed, Jun 1, 1988",DET,102,BOS,96,OT
1988,"Thu, Jun 2, 1988",LAL,103,DAL,105,
1988,"Fri, Jun 3, 1988",BOS,90,DET,95,
1988,"Sat, Jun 4, 1988",DAL,102,LAL,117,
1988,"Tue, Jun 7, 1988",DET,105,LAL,93,
1988,"Thu, Jun 9, 1988",DET,96,LAL,108,
1988,"Sun, Jun 12, 1988",LAL,99,DET,86,
1988,"Tue, Jun 14, 1988",LAL,86,DET,111,
1988,"Thu, Jun 16, 1988",LAL,94,DET,104,
1988,"Sun, Jun 19, 1988",DET,102,LAL,103,
1988,"Tue, Jun 21, 1988",DET,105,LAL,108,
1986,"Thu, Apr 17, 1986",DET,122,ATL,140,
1986,"Thu, Apr 17, 1986",CHI,104,BOS,123,
1986,"Thu, Apr 17, 1986",SAC,87,HOU,107,
1986,"Thu, Apr 17, 1986",SAS,88,LAL,135,
1986,"Fri, Apr 18, 1986",UTA,93,DAL,101,
1986,"Fri, Apr 18, 1986",POR,126,DEN,133,
1986,"Fri, Apr 18, 1986",NJN,107,MIL,119,
1986,"Fri, Apr 18, 1986",WSB,95,PHI,94,
1986,"Sat, Apr 19, 1986",DET,125,ATL,137,
1986,"Sat, Apr 19, 1986",SAC,103,HOU,111,
1986,"Sat, Apr 19, 1986",SAS,94,LAL,122,
1986,"Sun, Apr 20, 1986",CHI,131,BOS,135,2OT
1986,"Sun, Apr 20, 1986",UTA,106,DAL,113,
1986,"Sun, Apr 20, 1986",POR,108,DEN,106,
1986,"Sun, Apr 20, 1986",NJN,97,MIL,111,
1986,"Sun, Apr 20, 1986",WSB,97,PHI,102,
1986,"Tue, Apr 22, 1986",BOS,122,CHI,104,
1986,"Tue, Apr 22, 1986",ATL,97,DET,106,
1986,"Tue, Apr 22, 1986",MIL,118,NJN,113,
1986,"Tue, Apr 22, 1986",DEN,115,POR,104,
1986,"Tue, Apr 22, 1986",HOU,113,SAC,98,
1986,"Tue, Apr 22, 1986",PHI,91,WSB,86,
1986,"Wed, Apr 23, 1986",LAL,114,SAS,94,
1986,"Wed, Apr 23, 1986",DAL,98,UTA,100,
1986,"Thu, Apr 24, 1986",DEN,116,POR,112,
1986,"Thu, Apr 24, 1986",PHI,111,WSB,116,
1986,"Fri, Apr 25, 1986",ATL,114,DET,113,2OT
1986,"Fri, Apr 25, 1986",DAL,117,UTA,113,
1986,"Sat, Apr 26, 1986",DEN,119,HOU,126,
1986,"Sun, Apr 27, 1986",ATL,91,BOS,103,
1986,"Sun, Apr 27, 1986",DAL,116,LAL,130,
1986,"Sun, Apr 27, 1986",WSB,109,PHI,134,
1986,"Tue, Apr 29, 1986",ATL,108,BOS,119,
1986,"Tue, Apr 29, 1986",DEN,101,HOU,119,
1986,"Tue, Apr 29, 1986",PHI,118,MIL,112,
1986,"Wed, Apr 30, 1986",DAL,113,LAL,117,
1986,"Thu, May 1, 1986",PHI,107,MIL,119,
1986,"Fri, May 2, 1986",BOS,111,ATL,107,
1986,"Fri, May 2, 1986",LAL,108,DAL,110,
1986,"Fri, May 2, 1986",HOU,115,DEN,116,
1986,"Sat, May 3, 1986",MIL,103,PHI,107,
1986,"Sun, May 4, 1986",BOS,94,ATL,106,
1986,"Sun, May 4, 1986",LAL,118,DAL,120,
1986,"Sun, May 4, 1986",HOU,111,DEN,114,OT
1986,"Mon, May 5, 1986",MIL,109,PHI,104,
1986,"Tue, May 6, 1986",ATL,99,BOS,132,
1986,"Tue, May 6, 1986",DEN,103,HOU,131,
1986,"Tue, May 6, 1986",DAL,113,LAL,116,
1986,"Wed, May 7, 1986",PHI,108,MIL,113,
1986,"Thu, May 8, 1986",LAL,120,DAL,107,
1986,"Thu, May 8, 1986",HOU,126,DEN,122,2OT
1986,"Fri, May 9, 1986",MIL,108,PHI,126,
1986,"Sat, May 10, 1986",HOU,107,LAL,119,
1986,"Sun, May 11, 1986",PHI,112,MIL,113,
1986,"Tue, May 13, 1986",MIL,96,BOS,128,
1986,"Tue, May 13, 1986",HOU,112,LAL,102,
1986,"Thu, May 15, 1986",MIL,111,BOS,122,
1986,"Fri, May 16, 1986",LAL,109,HOU,117,
1986,"Sat, May 17, 1986",BOS,111,MIL,107,
1986,"Sun, May 18, 1986",LAL,95,HOU,105,
1986,"Sun, May 18, 1986",BOS,111,MIL,98,
1986,"Wed, May 21, 1986",HOU,114,LAL,112,
1986,"Mon, May 26, 1986",HOU,100,BOS,112,
1986,"Thu, May 29, 1986",HOU,95,BOS,117,
1986,"Sun, Jun 1, 1986",BOS,104,HOU,106,
1986,"Tue, Jun 3, 1986",BOS,106,HOU,103,
1986,"Thu, Jun 5, 1986",BOS,96,HOU,111,
1986,"Sun, Jun 8, 1986",HOU,97,BOS,114,
1993,"Thu, Apr 29, 1993",CHH,101,BOS,112,
1993,"Thu, Apr 29, 1993",NJN,98,CLE,114,
1993,"Thu, Apr 29, 1993",LAC,94,HOU,117,
1993,"Thu, Apr 29, 1993",SAS,87,POR,86,
1993,"Fri, Apr 30, 1993",ATL,90,CHI,114,
1993,"Fri, Apr 30, 1993",IND,104,NYK,107,
1993,"Fri, Apr 30, 1993",LAL,107,PHO,103,
1993,"Fri, Apr 30, 1993",UTA,85,SEA,99,
1993,"Sat, May 1, 1993",CHH,99,BOS,98,2OT
1993,"Sat, May 1, 1993",NJN,101,CLE,99,
1993,"Sat, May 1, 1993",LAC,95,HOU,83,
1993,"Sat, May 1, 1993",SAS,96,POR,105,
1993,"Sun, May 2, 1993",ATL,102,CHI,117,
1993,"Sun, May 2, 1993",IND,91,NYK,101,
1993,"Sun, May 2, 1993",LAL,86,PHO,81,
1993,"Sun, May 2, 1993",UTA,89,SEA,85,
1993,"Mon, May 3, 1993",BOS,89,CHH,119,
1993,"Mon, May 3, 1993",HOU,111,LAC,99,
1993,"Tue, May 4, 1993",CHI,98,ATL,88,
1993,"Tue, May 4, 1993",NYK,93,IND,116,
1993,"Tue, May 4, 1993",PHO,107,LAL,102,
1993,"Tue, May 4, 1993",SEA,80,UTA,90,
1993,"Wed, May 5, 1993",BOS,103,CHH,104,
