year,date,away,awayPoints,home,homePoints,ot
1995,"Wed, May 24, 1995",HOU,106,SAS,96,
1995,"Thu, May 25, 1995",IND,114,ORL,119,
1995,"Fri, May 26, 1995",SAS,107,HOU,102,
1995,"Sat, May 27, 1995",ORL,100,IND,105,
1995,"Sun, May 28, 1995",SAS,103,HOU,81,
1995,"Mon, May 29, 1995",ORL,93,IND,94,
1995,"Tue, May 30, 1995",HOU,111,SAS,90,
1995,"Wed, May 31, 1995",IND,106,ORL,108,
1995,"Thu, Jun 1, 1995",SAS,95,HOU,100,
1995,"Fri, Jun 2, 1995",ORL,96,IND,123,
1995,"Sun, Jun 4, 1995",IND,81,ORL,105,
1995,"Wed, Jun 7, 1995",HOU,120,ORL,118,OT
1995,"Fri, Jun 9, 1995",HOU,117,ORL,106,
1995,"Sun, Jun 11, 1995",ORL,103,HOU,106,
1995,"Wed, Jun 14, 1995",ORL,101,HOU,113,
1996,"Thu, Apr 25, 1996",NYK,106,CLE,83,
1996,"Thu, Apr 25, 1996",ATL,92,IND,80,
1996,"Thu, Apr 25, 1996",HOU,87,LAL,83,
1996,"Thu, Apr 25, 1996",POR,102,UTA,110,
1996,"Fri, Apr 26, 1996",MIA,85,CHI,102,
1996,"Fri, Apr 26, 1996",DET,92,ORL,112,
1996,"Fri, Apr 26, 1996",PHO,98,SAS,120,
1996,"Fri, Apr 26, 1996",SAC,85,SEA,97,
1996,"Sat, Apr 27, 1996",NYK,84,CLE,80,
1996,"Sat, Apr 27, 1996",ATL,94,IND,102,OT
1996,"Sat, Apr 27, 1996",HOU,94,LAL,104,
1996,"Sat, Apr 27, 1996",POR,90,UTA,105,
1996,"Sun, Apr 28, 1996",MIA,75,CHI,106,
1996,"Sun, Apr 28, 1996",DET,77,ORL,92,
1996,"Sun, Apr 28, 1996",PHO,105,SAS,110,
1996,"Sun, Apr 28, 1996",SAC,90,SEA,81,
1996,"Mon, Apr 29, 1996",IND,83,ATL,90,
1996,"Mon, Apr 29, 1996",UTA,91,POR,94,OT
1996,"Tue, Apr 30, 1996",ORL,101,DET,98,
1996,"Tue, Apr 30, 1996",LAL,98,HOU,104,
1996,"Tue, Apr 30, 1996",SEA,96,SAC,89,
1996,"Wed, May 1, 1996",CHI,112,MIA,91,
1996,"Wed, May 1, 1996",CLE,76,NYK,81,
1996,"Wed, May 1, 1996",SAS,93,PHO,94,
1996,"Wed, May 1, 1996",UTA,90,POR,98,
1996,"Thu, May 2, 1996",IND,83,ATL,75,
1996,"Thu, May 2, 1996",LAL,94,HOU,102,
1996,"Thu, May 2, 1996",SEA,101,SAC,87,
1996,"Fri, May 3, 1996",SAS,116,PHO,98,
1996,"Sat, May 4, 1996",HOU,75,SEA,108,
1996,"Sun, May 5, 1996",NYK,84,CHI,91,
1996,"Sun, May 5, 1996",ATL,89,IND,87,
1996,"Sun, May 5, 1996",POR,64,UTA,102,
1996,"Mon, May 6, 1996",HOU,101,SEA,105,
1996,"Tue, May 7, 1996",NYK,80,CHI,91,
1996,"Tue, May 7, 1996",UTA,95,SAS,75,
1996,"Wed, May 8, 1996",ATL,105,ORL,117,
1996,"Thu, May 9, 1996",UTA,77,SAS,88,
1996,"Fri, May 10, 1996",SEA,115,HOU,112,
1996,"Fri, May 10, 1996",ATL,94,ORL,120,
1996,"Sat, May 11, 1996",CHI,99,NYK,102,OT
1996,"Sat, May 11, 1996",SAS,75,UTA,105,
1996,"Sun, May 12, 1996",ORL,103,ATL,96,
1996,"Sun, May 12, 1996",SEA,114,HOU,107,OT
1996,"Sun, May 12, 1996",CHI,94,NYK,91,
1996,"Sun, May 12, 1996",SAS,86,UTA,101,
1996,"Mon, May 13, 1996",ORL,99,ATL,104,
1996,"Tue, May 14, 1996",NYK,81,CHI,94,
1996,"Tue, May 14, 1996",UTA,87,SAS,98,
1996,"Wed, May 15, 1996",ATL,88,ORL,96,
1996,"Thu, May 16, 1996",SAS,81,UTA,108,
1996,"Sat, May 18, 1996",UTA,72,SEA,102,
1996,"Sun, May 19, 1996",ORL,83,CHI,121,
1996,"Mon, May 20, 1996",UTA,87,SEA,91,
1996,"Tue, May 21, 1996",ORL,88,CHI,93,
1996,"Fri, May 24, 1996",SEA,76,UTA,96,
1996,"Sat, May 25, 1996",CHI,86,ORL,67,
1996,"Sun, May 26, 1996",SEA,88,UTA,86,
1996,"Mon, May 27, 1996",CHI,106,ORL,101,
1996,"Tue, May 28, 1996",UTA,98,SEA,95,OT
1996,"Thu, May 30, 1996",SEA,83,UTA,118,
1996,"Sun, Jun 2, 1996",UTA,86,SEA,90,
1996,"Wed, Jun 5, 1996",SEA,90,CHI,107,
1996,"Fri, Jun 7, 1996",SEA,88,CHI,92,
1996,"Sun, Jun 9, 1996",CHI,108,SEA,86,
1996,"Wed, Jun 12, 1996",CHI,86,SEA,107,
1996,"Fri, Jun 14, 1996",CHI,78,SEA,89,
1996,"Sun, Jun 16, 1996",SEA,75,CHI,87,
1998,"Thu, Apr 23, 1998",ATL,87,CHH,97,
1998,"Thu, Apr 23, 1998",CLE,77,IND,106,
1998,"Thu, Apr 23, 1998",SAS,102,PHO,96,
1998,"Thu, Apr 23, 1998",HOU,103,UTA,90,
1998,"Fri, Apr 24, 1998",NJN,93,CHI,96,OT
1998,"Fri, Apr 24, 1998",POR,102,LAL,104,
1998,"Fri, Apr 24, 1998",NYK,79,MIA,94,
1998,"Fri, Apr 24, 1998",MIN,83,SEA,108,
1998,"Sat, Apr 25, 1998",ATL,85,CHH,92,
1998,"Sat, Apr 25, 1998",CLE,86,IND,92,
1998,"Sat, Apr 25, 1998",SAS,101,PHO,108,
1998,"Sat, Apr 25, 1998",HOU,90,UTA,105,
1998,"Sun, Apr 26, 1998",NJN,91,CHI,96,
1998,"Sun, Apr 26, 1998",POR,99,LAL,108,
1998,"Sun, Apr 26, 1998",NYK,96,MIA,86,
1998,"Sun, Apr 26, 1998",MIN,98,SEA,93,
1998,"Mon, Apr 27, 1998",IND,77,CLE,86,
1998,"Mon, Apr 27, 1998",PHO,88,SAS,100,
1998,"Tue, Apr 28, 1998",CHH,64,ATL,96,
1998,"Tue, Apr 28, 1998",SEA,90,MIN,98,
1998,"Tue, Apr 28, 1998",MIA,91,NYK,85,
1998,"Tue, Apr 28, 1998",LAL,94,POR,99,
1998,"Wed, Apr 29, 1998",UTA,85,HOU,89,
1998,"Wed, Apr 29, 1998",CHI,116,NJN,101,
1998,"Wed, Apr 29, 1998",PHO,80,SAS,99,
1998,"Thu, Apr 30, 1998",IND,80,CLE,74,
1998,"Thu, Apr 30, 1998",SEA,92,MIN,88,
1998,"Thu, Apr 30, 1998",MIA,85,NYK,90,
1998,"Thu, Apr 30, 1998",LAL,110,POR,99,
1998,"Fri, May 1, 1998",CHH,91,ATL,82,
1998,"Fri, May 1, 1998",UTA,93,HOU,71,
1998,"Sat, May 2, 1998",MIN,84,SEA,97,
1998,"Sun, May 3, 1998",CHH,70,CHI,83,
1998,"Sun, May 3, 1998",NYK,98,MIA,81,
1998,"Sun, May 3, 1998",HOU,70,UTA,84,
1998,"Mon, May 4, 1998",LAL,92,SEA,106,
1998,"Tue, May 5, 1998",NYK,83,IND,93,
1998,"Tue, May 5, 1998",SAS,82,UTA,83,
1998,"Wed, May 6, 1998",CHH,78,CHI,76,
1998,"Wed, May 6, 1998",LAL,92,SEA,68,
1998,"Thu, May 7, 1998",NYK,77,IND,85,
1998,"Thu, May 7, 1998",SAS,106,UTA,109,OT
1998,"Fri, May 8, 1998",CHI,103,CHH,89,
1998,"Fri, May 8, 1998",SEA,103,LAL,119,
1998,"Sat, May 9, 1998",IND,76,NYK,83,
1998,"Sat, May 9, 1998",UTA,64,SAS,86,
1998,"Sun, May 10, 1998",CHI,94,CHH,80,
1998,"Sun, May 10, 1998",SEA,100,LAL,112,
1998,"Sun, May 10, 1998",IND,118,NYK,107,OT
1998,"Sun, May 10, 1998",UTA,82,SAS,73,
1998,"Tue, May 12, 1998",LAL,110,SEA,95,
1998,"Tue, May 12, 1998",SAS,77,UTA,87,
1998,"Wed, May 13, 1998",CHH,84,CHI,93,
1998,"Wed, May 13, 1998",NYK,88,IND,99,
1998,"Sat, May 16, 1998",LAL,77,UTA,112,
1998,"Sun, May 17, 1998",IND,79,CHI,85,
1998,"Mon, May 18, 1998",LAL,95,UTA,99,
1998,"Tue, May 19, 1998",IND,98,CHI,104,
1998,"Fri, May 22, 1998",UTA,109,LAL,98,
1998,"Sat, May 23, 1998",CHI,105,IND,107,
1998,"Sun, May 24, 1998",UTA,96,LAL,92,
1998,"Mon, May 25, 1998",CHI,94,IND,96,
1998,"Wed, May 27, 1998",IND,87,CHI,106,
1998,"Fri, May 29, 1998",CHI,89,IND,92,
1998,"Sun, May 31, 1998",IND,83,CHI,88,
1998,"Wed, Jun 3, 1998",CHI,85,UTA,88,OT
1998,"Fri, Jun 5, 1998",CHI,93,UTA,88,
1998,"Sun, Jun 7, 1998",UTA,54,CHI,96,
1998,"Wed, Jun 10, 1998",UTA,82,CHI,86,
1998,"Fri, Jun 12, 1998",UTA,83,CHI,81,
1998,"Sun, Jun 14, 1998",CHI,87,UTA,86,
1999,"Sat, May 8, 1999",DET,70,ATL,90,
1999,"Sat, May 8, 1999",NYK,95,MIA,75,
1999,"Sat, May 8, 1999",PHO,85,POR,95,
1999,"Sat, May 8, 1999",SAC,87,UTA,117,
1999,"Sun, May 9, 1999",MIL,88,IND,110,
1999,"Sun, May 9, 1999",HOU,100,LAL,101,
1999,"Sun, May 9, 1999",PHI,104,ORL,90,
1999,"Sun, May 9, 1999",MIN,86,SAS,99,
1999,"Mon, May 10, 1999",DET,69,ATL,89,
1999,"Mon, May 10, 1999",NYK,73,MIA,83,
1999,"Mon, May 10, 1999",PHO,99,POR,110,
1999,"Mon, May 10, 1999",SAC,101,UTA,90,
1999,"Tue, May 11, 1999",MIL,107,IND,108,OT
1999,"Tue, May 11, 1999",HOU,98,LAL,110,
1999,"Tue, May 11, 1999",PHI,68,ORL,79,
1999,"Tue, May 11, 1999",MIN,80,SAS,71,
1999,"Wed, May 12, 1999",ATL,63,DET,79,
1999,"Wed, May 12, 1999",MIA,73,NYK,97,
1999,"Wed, May 12, 1999",POR,103,PHO,93,
1999,"Wed, May 12, 1999",UTA,81,SAC,84,OT
1999,"Thu, May 13, 1999",LAL,88,HOU,102,
1999,"Thu, May 13, 1999",IND,99,MIL,91,
1999,"Thu, May 13, 1999",SAS,85,MIN,71,
1999,"Thu, May 13, 1999",ORL,85,PHI,97,
1999,"Fri, May 14, 1999",ATL,82,DET,103,
1999,"Fri, May 14, 1999",MIA,87,NYK,72,
1999,"Fri, May 14, 1999",UTA,90,SAC,89,
1999,"Sat, May 15, 1999",LAL,98,HOU,88,
1999,"Sat, May 15, 1999",SAS,92,MIN,85,
1999,"Sat, May 15, 1999",ORL,91,PHI,101,
1999,"Sun, May 16, 1999",DET,75,ATL,87,
1999,"Sun, May 16, 1999",NYK,78,MIA,77,
1999,"Sun, May 16, 1999",SAC,92,UTA,99,OT
1999,"Mon, May 17, 1999",PHI,90,IND,94,
1999,"Mon, May 17, 1999",LAL,81,SAS,87,
1999,"Tue, May 18, 1999",NYK,100,ATL,92,
1999,"Tue, May 18, 1999",POR,83,UTA,93,
1999,"Wed, May 19, 1999",PHI,82,IND,85,
1999,"Wed, May 19, 1999",LAL,76,SAS,79,
1999,"Thu, May 20, 1999",NYK,77,ATL,70,
1999,"Thu, May 20, 1999",POR,84,UTA,81,
1999,"Fri, May 21, 1999",IND,97,PHI,86,
1999,"Sat, May 22, 1999",SAS,103,LAL,91,
1999,"Sat, May 22, 1999",UTA,87,POR,97,
1999,"Sun, May 23, 1999",SAS,118,LAL,107,
1999,"Sun, May 23, 1999",ATL,78,NYK,90,
1999,"Sun, May 23, 1999",IND,89,PHI,86,
1999,"Sun, May 23, 1999",UTA,75,POR,81,
1999,"Mon, May 24, 1999",ATL,66,NYK,79,
1999,"Tue, May 25, 1999",POR,71,UTA,88,
1999,"Thu, May 27, 1999",UTA,80,POR,92,
1999,"Sat, May 29, 1999",POR,76,SAS,80,
1999,"Sun, May 30, 1999",NYK,93,IND,90,
1999,"Mon, May 31, 1999",POR,85,SAS,86,
1999,"Tue, Jun 1, 1999",NYK,86,IND,88,
1999,"Fri, Jun 4, 1999",SAS,85,POR,63,
1999,"Sat, Jun 5, 1999",IND,91,NYK,92,
1999,"Sun, Jun 6, 1999",SAS,94,POR,80,
1999,"Mon, Jun 7, 1999",IND,90,NYK,78,
1999,"Wed, Jun 9, 1999",NYK,101,IND,94,
1999,"Fri, Jun 11, 1999",IND,82,NYK,90,
1999,"Wed, Jun 16, 1999",NYK,77,SAS,89,
1999,"Fri, Jun 18, 1999",NYK,67,SAS,80,
1999,"Mon, Jun 21, 1999",SAS,81,NYK,89,
1999,"Wed, Jun 23, 1999",SAS,96,NYK,89,
1999,"Fri, Jun 25, 1999",SAS,78,NYK,77,
2000,"Sat, Apr 22, 2000",PHI,92,CHH,82,
2000,"Sat, Apr 22, 2000",DET,85,MIA,95,
2000,"Sat, Apr 22, 2000",PHO,72,SAS,70,
2000,"Sat, Apr 22, 2000",SEA,93,UTA,104,
2000,"Sun, Apr 23, 2000",MIL,85,IND,88,
2000,"Sun, Apr 23, 2000",SAC,107,LAL,117,
2000,"Sun, Apr 23, 2000",TOR,88,NYK,92,
2000,"Sun, Apr 23, 2000",MIN,88,POR,91,
2000,"Mon, Apr 24, 2000",PHI,98,CHH,108,OT
2000,"Mon, Apr 24, 2000",SEA,87,UTA,101,
2000,"Tue, Apr 25, 2000",DET,82,MIA,84,
2000,"Tue, Apr 25, 2000",PHO,70,SAS,85,
2000,"Wed, Apr 26, 2000",TOR,83,NYK,84,
2000,"Wed, Apr 26, 2000",MIN,82,POR,86,
2000,"Thu, Apr 27, 2000",MIL,104,IND,91,
2000,"Thu, Apr 27, 2000",SAC,89,LAL,113,
2000,"Fri, Apr 28, 2000",CHH,76,PHI,81,
2000,"Sat, Apr 29, 2000",MIA,91,DET,72,
2000,"Sat, Apr 29, 2000",IND,109,MIL,96,
2000,"Sat, Apr 29, 2000",SAS,94,PHO,101,
2000,"Sat, Apr 29, 2000",UTA,78,SEA,89,
2000,"Sun, Apr 30, 2000",POR,87,MIN,94,
2000,"Sun, Apr 30, 2000",LAL,91,SAC,99,
2000,"Sun, Apr 30, 2000",NYK,87,TOR,80,
2000,"Mon, May 1, 2000",IND,87,MIL,100,
2000,"Mon, May 1, 2000",CHH,99,PHI,105,
2000,"Tue, May 2, 2000",POR,85,MIN,77,
2000,"Tue, May 2, 2000",SAS,78,PHO,89,
2000,"Tue, May 2, 2000",LAL,88,SAC,101,
2000,"Wed, May 3, 2000",UTA,93,SEA,104,
2000,"Thu, May 4, 2000",MIL,95,IND,96,
2000,"Fri, May 5, 2000",SAC,86,LAL,113,
2000,"Fri, May 5, 2000",SEA,93,UTA,96,
2000,"Sat, May 6, 2000",PHI,91,IND,108,
2000,"Sun, May 7, 2000",PHO,77,LAL,105,
2000,"Sun, May 7, 2000",NYK,83,MIA,87,
2000,"Sun, May 7, 2000",UTA,75,POR,94,
2000,"Mon, May 8, 2000",PHI,97,IND,103,
2000,"Tue, May 9, 2000",NYK,82,MIA,76,
2000,"Tue, May 9, 2000",UTA,85,POR,103,
2000,"Wed, May 10, 2000",PHO,96,LAL,97,
2000,"Wed, May 10, 2000",IND,97,PHI,89,
2000,"Thu, May 11, 2000",POR,103,UTA,84,
2000,"Fri, May 12, 2000",MIA,77,NYK,76,OT
2000,"Fri, May 12, 2000",LAL,105,PHO,99,
2000,"Sat, May 13, 2000",IND,90,PHI,92,
2000,"Sun, May 14, 2000",MIA,83,NYK,91,
2000,"Sun, May 14, 2000",LAL,98,PHO,117,
2000,"Sun, May 14, 2000",POR,85,UTA,88,
2000,"Mon, May 15, 2000",PHI,107,IND,86,
2000,"Tue, May 16, 2000",PHO,65,LAL,87,
2000,"Tue, May 16, 2000",UTA,79,POR,81,
2000,"Wed, May 17, 2000",NYK,81,MIA,87,
2000,"Fri, May 19, 2000",MIA,70,NYK,72,
2000,"Fri, May 19, 2000",IND,106,PHI,90,
2000,"Sat, May 20, 2000",POR,94,LAL,109,
2000,"Sun, May 21, 2000",NYK,83,MIA,82,
2000,"Mon, May 22, 2000",POR,106,LAL,77,
2000,"Tue, May 23, 2000",NYK,88,IND,102,
2000,"Thu, May 25, 2000",NYK,84,IND,88,
2000,"Fri, May 26, 2000",LAL,93,POR,91,
2000,"Sat, May 27, 2000",IND,95,NYK,98,
2000,"Sun, May 28, 2000",LAL,103,POR,91,
2000,"Mon, May 29, 2000",IND,89,NYK,91,
2000,"Tue, May 30, 2000",POR,96,LAL,88,
2000,"Wed, May 31, 2000",NYK,79,IND,88,
2000,"Fri, Jun 2, 2000",IND,93,NYK,80,
2000,"Fri, Jun 2, 2000",LAL,93,POR,103,
2000,"Sun, Jun 4, 2000",POR,84,LAL,89,
2000,"Wed, Jun 7, 2000",IND,87,LAL,104,
2000,"Fri, Jun 9, 2000",IND,104,LAL,111,
2000,"Sun, Jun 11, 2000",LAL,91,IND,100,
2000,"Wed, Jun 14, 2000",LAL,120,IND,118,OT
2000,"Fri, Jun 16, 2000",LAL,87,IND,120,
2000,"Mon, Jun 19, 2000",IND,111,LAL,116,
2001,"Sat, Apr 21, 2001",CHH,106,MIA,80,
2001,"Sat, Apr 21, 2001",IND,79,PHI,78,
2001,"Sat, Apr 21, 2001",MIN,82,SAS,87,
2001,"Sat, Apr 21, 2001",DAL,86,UTA,88,
2001,"Sun, Apr 22, 2001",POR,93,LAL,106,
2001,"Sun, Apr 22, 2001",ORL,90,MIL,103,
2001,"Sun, Apr 22, 2001",TOR,85,NYK,92,
2001,"Sun, Apr 22, 2001",PHO,86,SAC,83,
2001,"Mon, Apr 23, 2001",CHH,102,MIA,76,
2001,"Mon, Apr 23, 2001",MIN,69,SAS,86,
2001,"Tue, Apr 24, 2001",IND,98,PHI,116,
2001,"Tue, Apr 24, 2001",DAL,98,UTA,109,
2001,"Wed, Apr 25, 2001",ORL,96,MIL,103,
2001,"Wed, Apr 25, 2001",PHO,90,SAC,116,
2001,"Thu, Apr 26, 2001",POR,88,LAL,106,
2001,"Thu, Apr 26, 2001",TOR,94,NYK,74,
2001,"Fri, Apr 27, 2001",MIA,79,CHH,94,
2001,"Sat, Apr 28, 2001",UTA,91,DAL,94,
2001,"Sat, Apr 28, 2001",PHI,92,IND,87,
2001,"Sat, Apr 28, 2001",SAS,84,MIN,93,
2001,"Sat, Apr 28, 2001",MIL,116,ORL,121,OT
2001,"Sun, Apr 29, 2001",SAC,104,PHO,96,
2001,"Sun, Apr 29, 2001",LAL,99,POR,86,
2001,"Sun, Apr 29, 2001",NYK,97,TOR,89,
2001,"Mon, Apr 30, 2001",SAS,97,MIN,84,
2001,"Tue, May 1, 2001",UTA,77,DAL,107,
2001,"Tue, May 1, 2001",MIL,112,ORL,104,
2001,"Wed, May 2, 2001",PHI,88,IND,85,
2001,"Wed, May 2, 2001",SAC,89,PHO,82,
2001,"Wed, May 2, 2001",NYK,93,TOR,100,
2001,"Thu, May 3, 2001",DAL,84,UTA,83,
2001,"Fri, May 4, 2001",TOR,93,NYK,89,
2001,"Sat, May 5, 2001",DAL,78,SAS,94,
2001,"Sun, May 6, 2001",SAC,105,LAL,108,
2001,"Sun, May 6, 2001",CHH,92,MIL,104,
2001,"Sun, May 6, 2001",TOR,96,PHI,93,
2001,"Mon, May 7, 2001",DAL,86,SAS,100,
2001,"Tue, May 8, 2001",SAC,90,LAL,96,
2001,"Tue, May 8, 2001",CHH,90,MIL,91,
2001,"Wed, May 9, 2001",SAS,104,DAL,90,
2001,"Wed, May 9, 2001",TOR,92,PHI,97,
2001,"Thu, May 10, 2001",MIL,92,CHH,102,
2001,"Fri, May 11, 2001",LAL,103,SAC,81,
2001,"Fri, May 11, 2001",PHI,78,TOR,102,
2001,"Sat, May 12, 2001",SAS,108,DAL,112,
2001,"Sun, May 13, 2001",MIL,78,CHH,85,
2001,"Sun, May 13, 2001",LAL,119,SAC,113,
2001,"Sun, May 13, 2001",PHI,84,TOR,79,
2001,"Mon, May 14, 2001",DAL,87,SAS,105,
2001,"Tue, May 15, 2001",CHH,94,MIL,86,
2001,"Wed, May 16, 2001",TOR,88,PHI,121,
2001,"Thu, May 17, 2001",MIL,104,CHH,97,
2001,"Fri, May 18, 2001",PHI,89,TOR,101,
2001,"Sat, May 19, 2001",LAL,104,SAS,90,
2001,"Sun, May 20, 2001",CHH,95,MIL,104,
2001,"Sun, May 20, 2001",TOR,87,PHI,88,
2001,"Mon, May 21, 2001",LAL,88,SAS,81,
2001,"Tue, May 22, 2001",MIL,85,PHI,93,
2001,"Thu, May 24, 2001",MIL,92,PHI,78,
2001,"Fri, May 25, 2001",SAS,72,LAL,111,
2001,"Sat, May 26, 2001",PHI,74,MIL,80,
2001,"Sun, May 27, 2001",SAS,82,LAL,111,
2001,"Mon, May 28, 2001",PHI,89,MIL,83,
2001,"Wed, May 30, 2001",MIL,88,PHI,89,
2001,"Fri, Jun 1, 2001",PHI,100,MIL,110,
2001,"Sun, Jun 3, 2001",MIL,91,PHI,108,
2001,"Wed, Jun 6, 2001",PHI,107,LAL,101,OT
2001,"Fri, Jun 8, 2001",PHI,89,LAL,98,
2001,"Sun, Jun 10, 2001",LAL,96,PHI,91,
2001,"Wed, Jun 13, 2001",LAL,100,PHI,86,
2001,"Fri, Jun 15, 2001",LAL,108,PHI,96,
2004,"Sat, Apr 17, 2004",BOS,88,IND,104,
2004,"Sat, Apr 17, 2004",HOU,71,LAL,72,
2004,"Sat, Apr 17, 2004",NYK,83,NJN,107,
2004,"Sat, Apr 17, 2004",MEM,74,SAS,98,
2004,"Sun, Apr 18, 2004",MIL,82,DET,108,
2004,"Sun, Apr 18, 2004",NOH,79,MIA,81,
2004,"Sun, Apr 18, 2004",DEN,92,MIN,106,
2004,"Sun, Apr 18, 2004",DAL,105,SAC,116,
2004,"Mon, Apr 19, 2004",HOU,84,LAL,98,
2004,"Mon, Apr 19, 2004",MEM,70,SAS,87,
2004,"Tue, Apr 20, 2004",BOS,90,IND,103,
2004,"Tue, Apr 20, 2004",NYK,81,NJN,99,
2004,"Tue, Apr 20, 2004",DAL,79,SAC,83,
2004,"Wed, Apr 21, 2004",MIL,92,DET,88,
2004,"Wed, Apr 21, 2004",NOH,63,MIA,93,
2004,"Wed, Apr 21, 2004",DEN,81,MIN,95,
2004,"Thu, Apr 22, 2004",SAS,95,MEM,93,
2004,"Thu, Apr 22, 2004",NJN,81,NYK,78,
2004,"Fri, Apr 23, 2004",IND,108,BOS,85,
2004,"Fri, Apr 23, 2004",LAL,91,HOU,102,
2004,"Sat, Apr 24, 2004",SAC,79,DAL,104,
2004,"Sat, Apr 24, 2004",MIN,86,DEN,107,
2004,"Sat, Apr 24, 2004",DET,95,MIL,85,
2004,"Sat, Apr 24, 2004",MIA,71,NOH,77,
2004,"Sun, Apr 25, 2004",IND,90,BOS,75,
2004,"Sun, Apr 25, 2004",LAL,92,HOU,88,OT
2004,"Sun, Apr 25, 2004",SAS,110,MEM,97,
2004,"Sun, Apr 25, 2004",NJN,100,NYK,94,
2004,"Mon, Apr 26, 2004",SAC,94,DAL,92,
2004,"Mon, Apr 26, 2004",DET,109,MIL,92,
2004,"Tue, Apr 27, 2004",MIN,84,DEN,82,
2004,"Tue, Apr 27, 2004",MIA,85,NOH,96,
2004,"Wed, Apr 28, 2004",HOU,78,LAL,97,
2004,"Thu, Apr 29, 2004",MIL,77,DET,91,
2004,"Thu, Apr 29, 2004",DAL,118,SAC,119,
2004,"Fri, Apr 30, 2004",NOH,83,MIA,87,
2004,"Fri, Apr 30, 2004",DEN,91,MIN,102,
2004,"Sun, May 2, 2004",MIA,83,NOH,89,
2004,"Sun, May 2, 2004",LAL,78,SAS,88,
2004,"Mon, May 3, 2004",NJN,56,DET,78,
2004,"Tue, May 4, 2004",NOH,77,MIA,85,
2004,"Tue, May 4, 2004",SAC,104,MIN,98,
2004,"Wed, May 5, 2004",LAL,85,SAS,95,
2004,"Thu, May 6, 2004",MIA,81,IND,94,
2004,"Fri, May 7, 2004",NJN,80,DET,95,
2004,"Sat, May 8, 2004",MIA,80,IND,91,
2004,"Sat, May 8, 2004",SAC,89,MIN,94,
2004,"Sun, May 9, 2004",SAS,81,LAL,105,
2004,"Sun, May 9, 2004",DET,64,NJN,82,
2004,"Mon, May 10, 2004",IND,87,MIA,94,
2004,"Mon, May 10, 2004",MIN,114,SAC,113,OT
2004,"Tue, May 11, 2004",SAS,90,LAL,98,
2004,"Tue, May 11, 2004",DET,79,NJN,94,
2004,"Wed, May 12, 2004",IND,88,MIA,100,
2004,"Wed, May 12, 2004",MIN,81,SAC,87,
2004,"Thu, May 13, 2004",LAL,74,SAS,73,
2004,"Fri, May 14, 2004",NJN,127,DET,120,3OT
2004,"Fri, May 14, 2004",SAC,74,MIN,86,
2004,"Sat, May 15, 2004",MIA,83,IND,94,
2004,"Sat, May 15, 2004",SAS,76,LAL,88,
2004,"Sun, May 16, 2004",DET,81,NJN,75,
2004,"Sun, May 16, 2004",MIN,87,SAC,104,
2004,"Tue, May 18, 2004",IND,73,MIA,70,
2004,"Wed, May 19, 2004",SAC,80,MIN,83,
2004,"Thu, May 20, 2004",NJN,69,DET,90,
2004,"Fri, May 21, 2004",LAL,97,MIN,88,
2004,"Sat, May 22, 2004",DET,74,IND,78,
2004,"Sun, May 23, 2004",LAL,71,MIN,89,
2004,"Mon, May 24, 2004",DET,72,IND,67,
2004,"Tue, May 25, 2004",MIN,89,LAL,100,
2004,"Wed, May 26, 2004",IND,78,DET,85,
2004,"Thu, May 27, 2004",MIN,85,LAL,92,
2004,"Fri, May 28, 2004",IND,83,DET,68,
2004,"Sat, May 29, 2004",LAL,96,MIN,98,
2004,"Sun, May 30, 2004",DET,83,IND,65,
2004,"Mon, May 31, 2004",MIN,90,LAL,96,
2004,"Tue, Jun 1, 2004",IND,65,DET,69,
2004,"Sun, Jun 6, 2004",DET,87,LAL,75,
2004,"Tue, Jun 8, 2004",DET,91,LAL,99,OT
2004,"Thu, Jun 10, 2004",LAL,68,DET,88,
2004,"Sun, Jun 13, 2004",LAL,80,DET,88,
2004,"Tue, Jun 15, 2004",LAL,87,DET,100,
2002,"Sat, Apr 20, 2002",ORL,79,CHH,80,
2002,"Sat, Apr 20, 2002",IND,89,NJN,83,
2002,"Sat, Apr 20, 2002",UTA,86,SAC,89,
2002,"Sat, Apr 20, 2002",SEA,89,SAS,110,
2002,"Sun, Apr 21, 2002",PHI,82,BOS,92,
2002,"Sun, Apr 21, 2002",MIN,94,DAL,101,
2002,"Sun, Apr 21, 2002",TOR,63,DET,85,
2002,"Sun, Apr 21, 2002",POR,87,LAL,95,
2002,"Mon, Apr 22, 2002",IND,79,NJN,95,
2002,"Mon, Apr 22, 2002",SEA,98,SAS,90,
2002,"Tue, Apr 23, 2002",ORL,111,CHH,103,OT
2002,"Tue, Apr 23, 2002",UTA,93,SAC,86,
2002,"Wed, Apr 24, 2002",MIN,110,DAL,122,
2002,"Wed, Apr 24, 2002",TOR,91,DET,96,
2002,"Thu, Apr 25, 2002",PHI,85,BOS,93,
2002,"Thu, Apr 25, 2002",POR,96,LAL,103,
2002,"Fri, Apr 26, 2002",NJN,85,IND,84,
2002,"Sat, Apr 27, 2002",CHH,110,ORL,100,OT
2002,"Sat, Apr 27, 2002",SAS,102,SEA,75,
2002,"Sat, Apr 27, 2002",DET,84,TOR,94,
2002,"Sat, Apr 27, 2002",SAC,90,UTA,87,
2002,"Sun, Apr 28, 2002",DAL,115,MIN,102,
2002,"Sun, Apr 28, 2002",BOS,103,PHI,108,
