id,season,age,g,av
BakeJo00,1949,26,10,
BakeJo01,2011,25,11,0
BakeJo20,1958,23,12,
BakeJo21,2000,23,15,2
BakeJo22,1970,28,14,3
BakeJo23,1963,22,6,2
BakeJo24,1995,23,3,0
BakeKe20,1985,28,8,0
BakeLa20,1960,23,2,3
BakeMe00,1974,24,9,2
BakeMy20,1993,22,16,2
BakeRa20,1964,22,14,7
BakeRa21,2004,22,14,2
BakeRo00,2002,26,10,0
BakeRo20,1978,24,16,1
BakeRy00,2009,25,5,0
BakeSa20,1953,24,11,
BakeSa21,2008,23,8,3
BakeSe00,2012,24,,0
BakeSh20,1994,23,4,0
BakeSt00,1987,23,12,2
BakeSt01,2012,24,,0
BakeTe00,1963,22,4,1
BakeTi20,2001,24,3,0
BakeTo00,1968,23,1,0
BakeTo20,1986,22,4,0
BakeWa20,1975,22,14,4
BakhDa00,2013,22,16,9
BakhEr00,2009,25,3,0
BakkJi20,1962,22,8,0
BalaEd20,1946,22,14,
BalaFr20,*,21,5,
BaldAl00,1947,24,14,
BaldAl01,2016,22,3,0
BaldBo20,1966,23,9,0
BaldBr20,1982,22,4,1
BaldBu20,1947,25,13,
BaldCl20,1920,21,1,
BaldDa20,2010,25,1,0
BaldDo00,2011,23,16,6
BaldDo20,1987,23,8,1
BaldEr99,2009,23,3,0
BaldGa20,1986,23,5,0
BaldGe20,1925,23,9,
BaldJa20,1946,25,7,
BaldJo00,2011,22,11,2
BaldJo99,2007,23,3,0
BaldKa20,1978,22,16,5
BaldKe20,1982,22,9,2
BaldLo00,1956,22,10,
BaldMi20,1977,22,14,3
BaldRa00,1991,24,4,0
BaldRi20,1982,23,1,0
BaldTo20,1984,23,16,2
BallAl99,2007,22,2,0
BallCh00,2011,22,16,1
BallDa20,2004,23,6,0
BallEr00,1989,23,15,3
BallGa00,1962,22,3,0
BallHo00,1988,25,16,1
BallJa20,2002,23,16,6
BallJa21,2010,23,1,0
BallJe00,1987,23,12,4
BallLa00,2008,23,1,1
BallLa20,1972,23,10,5
BallLo00,2015,22,2,0
BallMa00,2014,27,12,1
BallMi20,1988,24,16,1
BallMi21,1970,23,14,1
BallMo00,2013,23,16,6
BallNe00,2015,23,6,1
BallPa20,1986,22,2,0
BallQu20,1983,23,15,2
BallSa20,1966,22,7,3
BallVi00,2012,22,16,5
BalmKe99,2008,22,16,1
BaloBo20,1949,25,7,
BaloMi20,2010,27,2,0
BaltVi20,1935,23,2,
BanaCa20,1968,23,14,6
BanaJo20,1975,25,14,5
BanaPe00,1966,22,14,0
BanaSt20,1935,28,3,
BancHu20,1923,29,2,
BandBr00,1944,23,10,
BandDo20,1967,22,14,3
BandJo20,1943,24,1,
BandRo20,1995,24,4,0
BaneHe20,1937,24,7,
BaneJo20,1990,23,1,0
BanfTo00,1960,23,11,4
BangBe20,1926,33,1,
BanjCh00,2013,23,16,1
BanjEm20,1942,27,10,
BankAn20,1998,25,4,0
BankBr00,2010,23,13,1
BankCa00,1984,22,16,3
BankCh00,1986,22,13,1
BankCh01,*,23,9,11
BankCh20,1998,25,4,0
BankEs00,1967,22,9,0
BankFr00,1985,23,10,1
BankGa00,2010,29,2,0
BankGo00,1980,22,7,0
BankJa00,2009,24,1,0
BankJo00,2013,24,16,5
BankMi20,2002,23,12,0
BankMi21,1992,22,16,3
BankRo20,1988,25,14,1
BankRo21,1987,22,1,0
BankTa00,1998,24,6,1
BankTe20,1984,23,4,0
BankTo00,1996,23,14,9
BankTo01,1971,23,9,5
BankWa00,1969,22,14,2
BankWi20,1968,22,10,2
BannAl00,2001,22,16,0
BannBr20,1973,22,14,4
BannJu20,2002,23,15,2
BanoVi20,1942,21,11,
BansAl20,1960,22,3,2
BantBr00,1994,24,16,0
BantJa20,1941,24,7,
BantTu20,2003,23,9,1
BanyJo00,2012,24,,0
BarbAl20,2007,23,7,1
BarbBe20,1925,21,9,
BarbBo20,1976,25,14,3
BarbCh20,1987,23,3,1
BarbDo99,2008,22,12,1
BarbEl20,1945,26,3,
BarbEr20,1945,30,3,
BarbGa00,1976,22,14,5
BarbJi20,1935,23,10,
BarbJo20,1960,27,1,3
BarbKa20,1999,26,2,0
BarbKu20,1992,23,16,1
BarbMa00,1982,23,6,0
BarbMa01,2005,22,13,4
BarbMa20,1937,22,5,
BarbMi00,1989,22,8,0
BarbMi01,1976,23,2,0
BarbMi20,1995,24,2,0
BarbPe01,2016,22,15,2
BarbPe20,1949,23,10,
BarbRo00,1997,22,1,0
BarbRo20,1987,23,5,0
BarbRu20,1968,24,2,2
BarbSh20,1998,23,16,2
BarbSt00,1961,22,14,8
BarbTi00,1997,22,12,6
BarcCh00,2007,24,5,0
BarcDo00,2012,23,16,4
BardBr00,2012,23,3,0
BardRa00,2009,23,3,0
BareJo20,1978,23,9,3
BareKe20,1968,23,8,0
BarfKe20,1954,25,8,
BariAd20,1923,25,9,
BariCa20,1973,22,14,4
BarkBr20,1990,26,13,1
BarkCh00,2013,23,4,0
BarkDi20,1921,24,5,
BarkEd00,1953,22,6,
BarkHu20,1942,24,1,
BarkJe00,1972,22,14,4
BarkJo00,2011,22,16,1
BarkLe20,1984,25,16,1
BarkMa00,2013,23,3,1
BarkRa20,1929,22,8,
BarkRa99,2007,23,6,0
BarkRo00,1986,24,16,3
BarkRo20,1992,23,8,1
BarkTo20,1992,24,8,1
BarkWi20,2010,23,3,0
BarlCo20,1993,23,10,1
BarlKe00,2001,22,15,8
BarlLo20,1938,22,1,
BarlRe00,1996,23,7,0
BarnAd01,2016,22,7,1
BarnAl00,1972,23,9,1
BarnAn99,2007,23,14,1
BarnBe20,1972,21,4,2
BarnBi00,*,22,12,
BarnBi20,1980,24,16,1
BarnBr20,2003,24,1,0
BarnBr21,2004,23,12,1
BarnBr22,1973,22,14,1
BarnBu00,1981,23,16,0
BarnCh00,1961,24,4,0
BarnCh20,*,23,5,
BarnDa00,2002,22,6,0
BarnDa20,1934,22,1,
BarnDe20,1997,23,1,0
BarnDe21,1983,26,8,0
BarnDo20,1982,22,9,1
BarnEa20,1983,22,7,1
BarnEd20,1926,29,2,
BarnEm20,1956,27,2,
BarnEp00,1967,23,14,0
BarnEr00,1958,23,12,
BarnEr20,1960,22,5,3
BarnFr00,1990,24,16,7
BarnGa00,1962,23,13,0
BarnGa01,2008,23,15,0
BarnGe20,1929,21,17,
BarnHa20,1990,23,6,0
BarnJe20,1977,22,14,2
BarnJo00,1992,24,1,0
BarnJo01,1974,23,3,0
BarnKe00,2013,24,8,0
BarnKe99,2009,23,4,0
BarnKh20,2005,23,13,7
BarnLa00,1977,23,5,1
BarnLa20,1957,26,10,
BarnLe00,*,22,14,13
BarnLe20,1986,24,16,2
BarnLe21,1938,26,10,
BarnLi20,1999,23,3,0
BarnMa00,2000,24,13,0
BarnMa01,1981,23,16,1
BarnMi00,1973,23,14,5
BarnMi20,1967,23,3,1
BarnMi21,1987,24,3,1
BarnNi20,2003,22,15,9
BarnOl20,1990,24,15,1
BarnPa20,1999,24,1,0
BarnPe20,1967,22,8,3
BarnPe21,1926,24,6,
BarnRa20,2000,22,14,1
BarnRe20,1993,24,16,1
BarnRo20,1973,23,14,4
BarnRo21,1982,24,9,2
BarnRo22,1952,25,12,
BarnSo20,1945,24,4,
BarnSt20,1963,22,13,3
BarnT.00,2014,24,6,0
BarnTa00,2015,24,13,1
BarnTi00,1991,23,16,7
BarnTi01,2012,24,15,1
BarnTo00,1959,22,12,
BarnTo20,1996,24,13,1
BarnTo21,1994,24,1,0
BarnTo22,1987,24,5,1
BarnTr20,1994,23,14,1
BarnVi20,1987,22,3,0
BarnWa00,1948,30,11,
BarnWa20,1966,22,14,5
BarrAl20,2005,23,12,6
BarrAl21,1954,24,12,
BarrAn00,2014,22,12,7
BarrBo20,1931,26,10,
BarrBo21,1960,25,2,0
BarrDa20,1995,23,2,0
BarrDa21,1982,23,7,0
BarrDa22,2000,23,16,1
BarrEm20,1942,26,10,
BarrFr20,1970,22,9,3
BarrJa00,1963,24,6,0
BarrJe20,1973,22,14,3
BarrJe21,1936,23,12,
BarrJi20,1921,33,4,
BarrJo20,1924,25,5,
BarrJo21,1920,26,6,
BarrJo99,2008,24,6,1
BarrKe20,2002,23,14,2
BarrLa00,2014,24,16,1
BarrMa00,2012,23,16,6
BarrMi20,1993,23,16,1
BarrMi21,2007,29,11,1
BarrNa20,1930,23,13,
BarrNa21,1923,38,7,
BarrNo20,1921,24,11,
BarrOd00,1964,23,14,1
BarrPa00,1950,24,12,
BarrRe00,1991,22,2,0
BarrSa00,2013,23,7,0
BarrSc20,1986,23,16,3
BarrSe20,1992,22,3,0
BarrSh00,2014,22,0,0
BarrSh20,1923,26,10,
BarrTe00,1957,22,12,
BarrTo00,1966,22,6,1
BarsBr00,2015,23,2,0
BarsJo20,1920,22,3,
BartBr20,1999,23,2,0
BartDo00,1953,23,5,
BartDo20,1988,25,10,1
BartEa20,1939,31,1,
BartEp20,1992,23,6,0
BartEr20,1999,22,16,0
BartGr20,1969,23,1,0
BartHa00,1987,23,12,6
BartHa20,1938,25,7,
barthco01,2008,22,10,1
BartJi20,1960,26,14,7
BartJo00,1950,24,12,
BartJo01,2013,23,16,5
BartKi20,2008,24,1,0
BartMi00,1993,23,3,0
BartRi00,2010,27,1,0
BartRi20,1990,23,4,0
BartRo20,2005,23,10,2
BartSa20,1941,24,9,
BartSt00,1975,23,11,6
BartSt01,1987,23,9,0
BartWi20,2000,23,16,2
BarwCo99,2009,23,16,2
BarwDi00,1947,25,14,
BarzCa20,1974,23,14,5
BarzFr20,1947,27,5,
BasaBr00,2006,23,1,0
BascBr00,1976,22,14,3
BascNi20,1941,24,11,
BashId20,2001,23,15,4
BashMo20,1920,31,7,
BasiMi20,1974,23,1,2
BasiMy20,1923,23,9,
BaskHa00,2006,24,16,4
BaskRi20,1976,24,14,5
BasnMi00,1999,22,13,3
BasrMi20,+,25,10,
BassAn20,1998,23,3,0
BassBe00,2012,23,2,0
BassBi20,1947,,14,
BassDa00,2013,23,12,2
BassDi00,1960,23,12,3
BassDi20,1938,23,9,
BassDo00,1978,22,16,3
BassEr99,2007,24,8,1
BassGl00,1961,22,14,7
BassHe20,1924,25,7,
BassMi20,1967,22,2,1
BassMo00,1954,23,12,
BassNo20,1964,25,1,1
BassRe20,1936,23,8,
BassRo20,1995,25,2,0
BastBe20,1920,26,8,
BatcBa00,2012,25,12,1
BatcCh00,1998,24,12,9
BatcDo20,1922,27,1,
BateBi00,1983,22,16,2
BateDa00,2013,23,15,1
BateDW00,1999,24,7,0
BateHo00,2015,25,10,1
BateJa99,2010,24,2,0
BateMa00,1994,21,11,4
BateMa20,1972,22,14,2
BateMi00,1993,24,16,0
BatePa20,1993,23,13,1
BatePh00,2012,23,,0
BateSo20,2003,21,7,0
BateTe20,1959,23,12,
BateTr00,2016,23,1,0
BatiDA20,2007,26,4,2
BatiMi20,1995,25,2,0
BatiSt20,1941,24,8,
BatoJo20,1946,26,8,
BattAi20,2000,22,16,2
BattAr00,2003,23,8,0
BattBo20,1980,23,8,0
BattCl20,1932,22,8,
BattDa99,2011,24,16,2
BattJa00,2007,24,3,0
BattJi20,1963,25,14,4
BattJi21,1966,25,6,4
BattJu20,2003,22,14,1
BattMa00,1996,23,16,1
BattMa20,1987,22,3,1
BattMi20,1969,23,14,0
BattPa00,2001,23,5,0
BattPa20,1964,23,3,0
BattRa20,1984,23,3,0
BattRo20,1981,22,4,0
BattTr00,2008,23,6,0
BatyGr00,1986,22,16,3
BaueA.20,1923,,1,
BaueHa00,1977,23,13,0
BaueHe20,1925,19,2,
BaueJo20,1954,22,2,
BaugMa00,*,22,12,8
BaugSa00,+,23,11,
BaugTo20,1986,23,5,0
BaujHa20,1920,26,6,
baumacha01,1991,24,9,2
BaumAl20,1947,27,5,
BaumBi20,1947,26,2,
BaumBo00,1977,22,14,7
BaumBu20,1922,22,4,
BaumJo20,1948,23,2,
BaumRa20,2002,23,16,1
BaumSt20,1973,22,14,2
BausDe00,2016,23,4,0
BausFr20,1934,26,11,
BausJi20,1933,27,7,
BavaDa20,1990,23,14,1
BavaMa00,1985,22,16,5
BaweBi00,1952,22,12,
BaxlRo20,1992,23,6,0
BaxtBr00,1989,22,1,0
BaxtCo00,2011,24,8,2
BaxtFr00,1993,22,7,0
BaxtGa20,2001,23,6,0
BaxtJa00,2002,23,16,0
BaxtJi20,1923,31,1,
BaxtLl20,1948,25,11,
BaxxCa20,1989,23,6,2
BayeAl00,2014,24,6,0
BaylJo20,1927,24,7,
BaylJo21,1989,24,16,4
BaylMa20,1984,22,16,1
BaylRa20,1974,27,1,2
BaylRi20,1989,25,1,0
BaylTi20,1976,22,14,3
BaylTo20,1970,23,2,2
BaynCh20,1997,22,13,1
BaynCr00,1967,23,14,0
BaysRe20,1924,22,1,
BazeWi20,1937,23,10,
BeacFr20,1926,29,1,
BeacKe00,2012,23,7,2
BeacPa00,1982,23,9,1
BeacSa00,1989,23,1,0
BeacWa20,1960,25,6,4
BeadZa20,2010,24,16,7
BealAl00,1946,25,14,
BealBi20,1987,24,3,2
BealJe00,2012,25,,0
BealNo20,1962,22,7,5
BealSh20,1988,22,13,0
BeamAu20,1975,22,14,4
BeamBy20,1959,30,6,
BeamTi20,1971,23,12,2
BeamWi20,1993,23,13,1
BeanBu00,1976,22,14,4
BeanRo20,2000,22,12,2
BearEd20,1965,26,12,2
BearTo20,1972,24,12,2
BeasAa20,1996,23,9,3
BeasCh20,2003,25,8,2
BeasCo00,2012,23,10,1
BeasFr00,1998,24,16,0
BeasJo00,1967,22,14,1
BeasJo20,1923,26,5,
BeasJo99,2007,22,16,9
BeasTe00,1972,22,8,0
BeasTo20,1978,24,15,2
BeasVi00,2015,23,16,7
BeatBo20,1927,25,1,
BeatCh20,1969,23,7,4
BeatEd20,1955,23,9,
BeatPe00,1964,22,14,1
BeatWi20,2009,24,16,3
BeauAl20,1968,24,14,4
BeauCl20,1987,24,1,0
BeauDo20,1976,22,9,2
BeauJo20,1966,22,8,2
BeauSt00,2013,23,2,0
BeavAu20,1994,23,16,5
BeavJi20,1962,24,1,2
BeavSc20,1990,23,2,0
BeavWi00,2016,23,2,0
BebaGa00,1968,22,4,0
BeboNi20,1973,22,13,4
BechAn00,2000,23,14,1
BechBr00,1997,26,10,0
BechHu20,1947,21,14,
BeckAr20,1926,25,6,
BeckBr00,1988,24,9,0
BeckBr20,1971,27,2,0
BeckCa20,1921,22,6,
BeckCl20,1925,29,7,
BeckDa20,1980,23,11,1
BeckDa99,2010,23,1,0
BeckDo20,1978,22,9,5
BeckEd00,1977,22,14,0
BeckIa20,1990,23,16,6
BeckJa20,1920,28,2,
BeckJo00,2007,26,5,2
BeckJo20,2006,23,15,1
BeckJo21,1926,23,6,
BeckJo22,1920,20,3,
BeckKe20,1959,24,12,
BeckKu20,1982,24,5,1
BeckMa20,1921,21,8,
BeckOd00,*,22,12,11
BeckRa20,1952,21,12,
BeckRo20,2000,23,16,2
BeckTo20,2002,24,14,1
BeckTo21,1972,22,2,2
BeckTr00,2009,22,15,0
BeckWa20,1934,24,11,
BectNi00,2013,23,1,0
BedeBr20,2000,23,12,0
BedfGe20,1925,29,2,
BedfVa20,1982,24,0,0
BednAl20,1924,26,6,
BednCh00,1949,24,10,
BedoTo20,1944,19,2,
BedsHa00,1964,23,14,4
BeebDo00,1989,25,14,3
BeebKe20,1944,23,5,
BeecEa20,1987,22,1,0
beechwil01,1987,24,3,1
BeedFr20,1996,23,14,2
BeekBr20,1980,24,15,2
BeekFe20,1921,24,2,
BeekJo20,2007,24,1,0
BeemBo20,1987,24,2,0
BeerTo00,1967,23,14,2
BeerTo20,1994,25,9,0
BeesTe20,1977,22,14,3
BehaCh20,1942,22,9,
BehmBu20,1924,24,14,
BehnMa20,1986,25,16,2
BehrDa00,1963,22,14,3
BeieTo20,1967,22,14,3
BeilLa20,1948,25,9,
BeinEd20,1940,23,11,
BeirJi00,1968,22,14,5
BeisMo20,2001,23,16,1
BeisRa20,1966,22,14,2
BelaBi20,1927,24,8,
BelcJo00,2009,22,16,3
BelcKe20,1983,22,16,1
BelcKe21,1985,24,4,0
BeldBu20,1927,27,6,
BeldLe20,1925,25,1,
BeliCh20,1994,24,14,3
BeliSt20,1941,22,6,
BelkBi20,1968,22,10,3
BelkRo20,1983,23,10,1
BelkVe20,1987,24,2,0
BellAl20,1988,24,5,0
BellAn20,1986,22,16,2
BellBe99,2008,22,5,0
BellBi20,1971,24,14,2
BellBi21,1989,28,4,0
BellBl00,2015,24,14,1
BellBo00,1963,23,14,8
BellBo20,1971,23,14,4
BellBo21,1984,22,15,1
BellBo22,1934,21,9,
BellBy00,2011,22,16,7
BellCa20,1971,24,1,0
BellCo20,1995,25,11,1
BellDe20,2009,25,8,3
BellEd00,1970,24,14,3
BellEd20,1946,25,7,
BellEd21,1955,24,12,
BellGo00,1976,23,14,3
BellGr00,*,22,16,8
BellGr20,1997,22,14,1
BellHe00,1960,,10,2
BellJa20,2004,23,15,7
BellJa21,2001,23,16,1
BellJa22,1994,22,3,0
BellJe00,1982,23,9,0
BellJo00,1965,27,10,1
BellJo01,2010,24,8,0
BellJo02,2012,23,3,0
BellJo20,1979,23,1,2
BellJo21,2008,23,9,2
BellKa00,2009,23,7,1
BellKa20,1937,23,10,
BellKe00,1996,31,1,0
BellKe01,1986,22,16,0
BellKe20,*,23,16,16
BellKe21,1978,23,9,0
BellLe00,2013,21,13,8
BellLe20,1987,23,1,0
BellMa00,1987,23,10,1
BellMa20,2001,22,13,1
BellMa21,2000,23,16,1
BellMa22,1979,22,16,2
BellMa23,1980,23,11,1
BellMi00,2006,23,15,6
BellMi20,1979,22,11,3
BellMi21,1990,24,6,0
BellMy20,1994,23,15,1
BellNi00,1991,23,9,3
BellNi01,2011,22,16,2
BellRi00,1990,23,16,2
BellRi01,1977,22,11,2
BellRi20,1983,23,14,0
BellRi21,1996,22,12,1
BellRo00,2004,23,2,0
BellRo20,1984,22,10,1
BellSh20,1999,25,2,0
BellTa00,2004,23,14,3
BellTh00,1976,23,13,1
BellTo00,1981,23,16,2
BellTy20,1999,25,1,0
BellVi20,1987,24,3,1
BellVo00,2016,22,16,4
BellWi20,1994,23,7,0
BellYe20,2004,26,13,1
BeloGe20,1960,26,14,6
BelsCe20,1968,24,14,3
BelsJa20,1992,22,16,3
BeltHo00,1978,23,16,2
BeltWi00,1971,23,14,2
BelwBr20,1987,24,1,0
BemiAl00,1961,23,14,5
BenaMa00,2009,24,6,1
BendCa20,1996,24,1,0
BendJa20,2007,22,2,0
BendJe00,1984,22,16,2
BendWe00,1994,24,9,0
BeneCa00,2016,22,5,1
BeneDa20,1996,28,15,1
BenfLo20,1994,23,7,0
BenfTi00,2012,23,,0
BengBr20,1987,23,3,0
BeniDa20,1983,22,16,2
benirrol01,1977,22,14,5
BenjBi20,1987,29,2,2
BenjGu00,1978,23,3,0
BenjKe00,2014,23,16,8
BenjRy20,1993,23,1,0
BenjRy21,2001,24,1,0
BenjTo00,1977,22,6,1
BenjTr00,2012,23,14,3
BenkHe20,1925,24,11,
BennAn20,1991,24,3,0
BennAr00,2010,22,15,4
BennBa20,1978,23,16,1
BennBe20,1987,25,1,0
BennBr00,1998,25,14,3
BennCh20,1987,24,3,1
BennCh21,2006,23,3,0
BennCh22,1930,23,14,
BennCo00,1987,22,8,4
BennDa20,*+,30,16,3
BennDo00,1994,22,15,1
BennDr00,2001,23,14,3
BennEa00,2008,21,10,0
BennEd00,1992,23,16,2
BennFr00,1952,22,6,
BennFr99,2007,24,14,3
BennJu20,1946,26,3,
BennLe20,1987,24,3,1
BennMa00,2008,21,16,2
BennMi00,2001,23,13,6
BennMi01,2015,22,13,1
BennMi99,2009,24,7,0
BennMo20,1981,22,16,3
BennPh20,1960,25,2,3
BennRo20,1988,27,16,2
BennSe00,1999,24,9,1
BennSi20,1920,25,6,
BennTo20,1996,23,16,1
BennTo21,1990,23,14,2
BennWo00,1979,24,15,0
BensBr00,1978,23,16,3
BensCe00,2005,23,9,1
BensCh20,1983,23,8,1
BensCl00,1984,23,16,2
BensDa20,1995,21,6,0
BensDu20,1967,22,8,3
BensGe20,1947,28,1,
BensHa20,1935,26,6,
BensMi20,1989,22,16,1
BensTh20,1984,23,16,1
BensTr20,1986,23,15,1
BentAl00,1985,25,15,3
BentAl20,1924,22,10,
BentBi00,2012,23,4,1
BentCh20,1920,29,2,
BentJi00,1938,22,11,
BentKe20,2002,23,12,2
BentLe00,2002,23,14,8
bentlsco01,1997,23,3,0
BentRa20,1986,26,13,3
BentRo20,1946,27,12,
BenwBe00,2014,23,10,3
benyogeo01,1987,23,3,0
BenzEd20,1922,30,1,
BenzLa20,1963,22,14,8
BequJa00,2012,23,3,0
BercBo20,1960,24,12,3
BercPe20,1995,24,9,1
BerePa20,1942,27,11,
BerePe20,1947,24,12,
BergAd00,2005,22,16,2
BergBi00,*,24,14,7
BergBr20,1971,25,7,5
BergEr20,1990,24,13,1
BergGi20,1932,22,13,
BergJo20,2005,23,3,0
BergMi20,1994,22,5,0
BergRo20,1969,26,7,1
BergSc20,1985,24,16,1
BergTo00,2012,26,9,1
BerhNa00,2014,23,16,1
BerlBr00,2007,26,1,0
BerlEd00,2001,23,11,0
BernBo20,1920,25,1,
BernCh20,1934,23,10,
BernDa20,1944,32,8,
BernDa21,1926,21,2,
BernEd00,1955,22,12,
BernFr20,1955,22,11,
BernGe20,1926,23,4,
BernGe21,1946,27,14,
BernGi00,2013,22,16,9
BernJo00,2012,23,1,0
BernJo20,1921,28,1,
BernKa00,1987,23,8,2
BernKe20,1975,24,5,2
BernLe20,1965,21,12,2
BernMa20,2009,23,16,4
BernMi20,1933,27,1,
BernRi00,1979,23,16,1
BernRo00,1987,22,10,1
BernRo20,2002,23,16,3
BernRo21,1974,25,14,4
BernWa20,2002,24,1,0
BerqJa20,1924,23,9,
BerrAa00,2010,22,1,1
BerrBe00,2004,24,16,1
BerrBe99,1997,22,10,1
BerrBi20,1926,23,6,
BerrBo00,1965,23,2,0
BerrCh20,+,23,10,
BerrCo20,1939,24,3,
BerrDa00,2012,24,,0
BerrEd20,1949,27,11,
BerrEd21,1986,23,16,1
BerrEr99,*,22,16,10
BerrGa20,2000,23,4,0
BerrGe20,1922,22,6,
BerrGi20,1935,24,6,
BerrHo20,1921,28,4,
BerrJo00,2015,24,16,1
BerrLa20,1990,23,16,1
BerrLo20,1987,22,2,0
BerrRa00,1955,22,12,
BerrRa20,1987,24,11,1
BerrRe20,1972,22,9,2
BerrRe21,1951,27,10,
BerrRo20,1969,23,13,5
BerrTi20,1974,23,14,0
BerrWa00,1954,23,10,
BersBr00,2014,24,15,1
BersMa20,1954,25,12,
BertAn20,1946,25,12,
BertBi20,1987,23,4,2
BertJi00,1972,22,14,9
BertJi20,1926,27,7,
BertLi20,1942,28,10,
BertSe00,2003,24,16,0
BertTo20,1995,23,1,0
BertTo21,1974,24,14,2
BerwEd20,1926,22,4,
BerzWi00,1956,22,4,
BesoWa20,1949,26,3,
BessDa00,2008,23,16,5
BessDo20,1979,23,16,3
BessGe20,1987,29,2,0
BessRu20,1979,23,16,3
BestAr20,1977,24,14,0
BestGr20,1983,23,13,1
BestJa00,2010,21,16,8
BestKe20,1972,22,6,3
BestTe20,1922,23,1,
BethAn20,2006,22,14,5
BethBo20,1962,24,10,5
BethEl00,1968,22,14,2
BethGe20,1989,22,16,1
BethJu00,2012,22,16,1
BethLa20,1978,22,16,4
BethMc00,2012,24,,0
BettDo00,1978,22,16,3
BettEd20,1964,24,3,2
BettJa00,1977,23,14,3
BettJe00,*+,21,16,12
BettJo20,1937,27,9,
BettLa00,2002,23,11,3
BettLa20,1933,28,2,
BettMi20,1974,24,10,0
BettTo20,1955,22,12,
BeueSt00,1988,23,10,6
BeutTo20,1970,24,4,3
BeveDa20,1974,24,14,3
BeveDw20,1987,26,3,2
BeveEd20,1973,24,2,0
BeveEr00,1998,24,16,1
BeveRa20,1967,23,14,6
BeyeBr00,2016,24,1,0
BeyeGe20,1921,,3,
BiakTi00,1996,22,4,2
BianFr20,1987,26,1,0
BianJo20,1936,25,5,
biasudea01,1984,22,15,1
BibbE.00,2015,24,7,0
BibbKa00,2015,22,1,0
BiblMa20,2002,23,10,1
BickDu00,1985,23,16,7
BickEr00,2003,23,4,0
BiddTa00,2006,23,2,0
BidwJo20,2000,24,16,1
BiebAd20,1926,24,6,
BiedLe20,1978,23,16,4
BiekGr20,1993,24,16,1
BielDi00,1955,23,12,
BienEr00,1991,22,15,0
BienTo20,1951,23,12,
BienTr00,2007,24,16,0
BierKr99,2008,23,16,1
BierSc20,1920,24,10,
BierTe20,2002,22,14,1
BigbAt20,2005,24,1,0
BigbKe20,1987,21,1,0
BigbLy20,1922,29,3,
BiggE.99,2010,23,16,3
BiggRi20,1926,26,3,
BiggVe00,1965,22,14,7
BighJa00,1954,24,11,
BilbJo20,1938,24,8,
BildDi20,1944,25,3,
BileFr00,1965,22,14,4
BillFr20,1937,25,2,
BillJo20,1946,27,3,
BillLe20,1986,23,12,5
BillRo20,1967,22,13,4
BillTe20,1998,23,1,0
BiluCh00,2012,23,13,1
BingBr00,2012,23,,0
BingCr20,1982,23,6,1
BingDa00,2008,24,1,0
BingDo00,1956,27,12,
BingDw20,1987,26,3,0
BingGr20,1973,22,14,4
BingGu20,1980,22,16,2
BingLe00,1948,22,12,
BingRy20,2005,24,1,0
BinnAr00,2012,23,11,3
BinnDa20,1994,22,16,1
BinoJo20,1942,23,9,
BiodDe20,1963,23,2,2
BiolJo20,1939,23,1,
BirdBr00,2011,22,9,1
BirdCa20,1981,22,16,2
BirdCo20,2001,23,14,1
BirdCr20,1987,23,3,0
BirdDa00,1962,22,14,3
BirdJJ00,1990,25,11,3
BirdRo20,1966,23,14,0
BirdSt20,1983,23,14,0
BirkMa00,1998,22,7,1
BirlKe20,1939,24,9,
birnetom01,1979,23,6,2
bironrob01,2005,27,16,3
BiscJo00,1959,22,8,
BishBi00,1952,21,12,
BishBl00,1993,23,16,2
BishDe99,2007,23,10,1
BishDo00,1958,24,12,
BishFr00,2016,26,4,1
BishGr20,1993,22,8,1
BishHa00,1994,24,6,0
BishKe00,1980,23,16,1
BishKe01,2014,24,3,0
BishMi00,2000,24,8,0
BishRi20,1976,26,14,4
BishSo00,1962,23,14,4
BissFr20,1925,23,8,
BitoJo00,2014,23,16,6
BittDo20,1976,22,3,0
BiviCh00,1960,22,12,0
BizeHe20,1929,23,9,
BjorBo20,1941,23,7,
BjorDe20,1937,23,10,
BjorEr00,1995,24,14,1
BjorHa00,1972,22,7,1
BlacAh00,2011,22,4,0
BlacAl20,1978,24,13,0
BlacAn00,2015,23,16,1
BlacAv00,2000,23,2,0
BlacBa20,1987,22,3,1
BlacBi20,1946,23,11,
BlacBl20,1946,26,4,
BlacCh20,1925,24,3,
BlacCh21,2005,22,15,3
BlacCo00,2012,24,,0
BlacDa20,2005,22,14,1
BlacDo20,1981,23,16,1
BlacGl20,1979,22,11,3
BlacHa20,2001,23,2,0
BlacHa21,1945,23,2,
BlacHu20,+,27,13,
BlacJa20,1984,22,2,0
BlacJa21,1987,31,1,0
BlacJe20,1993,24,15,2
BlacJo20,2004,24,16,3
BlacJu00,2012,22,16,6
BlacKe20,1996,24,14,6
BlacKe21,1992,23,16,1
BlacKo20,1998,26,5,0
BlacLy20,1973,22,7,3
BlacMe20,1986,24,3,0
BlacMi20,1983,22,16,2
BlacMi21,1986,22,1,0
BlacNa20,2002,24,5,0
BlacPe20,1923,24,2,
BlacQu99,2007,23,15,2
BlacRi20,1979,23,16,3
BlacRo20,1990,23,15,3
BlacRo21,1998,24,15,1
BlacSt20,1977,22,13,1
BlacSt21,1930,22,1,
BlacTi20,1977,22,4,2
