id,season,age,ps
gainebo01,1984,31,2.1
gainebo01,1985,32,2.6
gainebo01,1986,33,0.7
gainebo01,1987,34,0.7
gainebo01,1988,35,1.1
gainest01,2000,22,0.0
gainest01,2001,23,0.0
gainest01,2003,25,0.0
gainest01,2005,27,-0.3
gainodu01,1927,23,2.6
gainodu01,1928,24,7.5
gainodu01,1929,25,6.8
gainodu01,1930,26,1.7
gainodu01,1931,27,0.4
gainodu01,1932,28,-0.1
gainodu01,1934,30,-0.5
galanma01,1997,23,0.4
galanma01,1998,24,1.0
galanma01,1999,25,1.3
galanma01,2000,26,0.6
galarmi01,1980,19,-0.4
galarmi01,1981,20,-0.4
galarmi01,1982,21,-0.1
galbrpe01,1926,28,3.1
galbrpe01,1927,29,2.0
galbrpe01,1928,30,-0.1
galbrpe01,1929,31,1.4
galbrpe01,1930,32,-0.4
galbrpe01,1931,33,-0.9
galbrpe01,1932,34,-0.7
galbrpe01,1933,35,-1.4
galbrpe01,1933,35,-0.1
galbrpe01,1933,35,-1.3
galchal01,2012,18,3.5
galchal01,2013,19,3.0
galchal01,2014,20,5.6
galchal01,2015,21,7.0
galchal01,2016,22,3.5
galiatj01,2008,20,0.3
galiatj01,2009,21,3.6
galiatj01,2010,22,1.1
galiatj01,2011,23,0.9
galiatj01,2011,23,1.1
galiatj01,2011,23,-0.1
galiatj01,2012,24,1.5
galiatj01,2013,25,0.4
galiatj01,2014,26,-0.8
galiest01,2014,23,0.2
galiest01,2015,24,0.0
gallabr01,2012,20,4.0
gallabr01,2013,21,5.0
gallabr01,2014,22,6.6
gallabr01,2015,23,5.6
gallabr01,2016,24,1.7
gallabr02,2013,25,0.0
gallage01,1984,21,1.1
gallage01,1985,22,2.6
gallage01,1986,23,6.2
gallage01,1987,24,6.6
gallage01,1988,25,7.8
gallage01,1989,26,6.6
gallage01,1990,27,1.8
gallage01,1991,28,2.4
gallage01,1992,29,1.6
gallage01,1993,30,0.2
gallage01,1994,31,0.0
gallajo01,1930,22,3.2
gallajo01,1931,23,0.8
gallajo01,1932,24,4.4
gallajo01,1932,24,0.5
gallajo01,1932,24,3.9
gallajo01,1933,25,0.1
gallajo01,1936,28,1.1
gallajo01,1936,28,0.1
gallajo01,1936,28,1.0
gallajo01,1937,29,4.0
gallajo01,1938,30,1.4
gallega01,1984,21,5.6
gallega01,1985,22,2.8
gallega01,1986,23,3.3
gallega01,1986,23,1.6
gallega01,1986,23,1.7
gallega01,1987,24,5.7
gallega01,1988,25,5.7
gallega01,1989,26,6.3
gallega01,1990,27,4.6
gallega01,1991,28,5.4
gallega01,1991,28,2.3
gallega01,1991,28,3.0
gallega01,1992,29,8.3
gallega01,1993,30,7.4
gallega01,1994,31,5.1
gallega01,1994,31,3.2
gallega01,1994,31,1.9
gallega01,1995,32,7.7
gallega01,1996,33,6.4
gallega01,1997,34,5.7
gallega01,1998,35,2.8
gallega01,1999,36,5.6
gallega01,2000,37,3.8
gallido01,1942,17,2.2
gallido01,1943,18,1.1
gallido01,1945,20,3.8
gallido01,1946,21,2.5
gallido01,1947,22,2.6
gallija01,1977,20,0.0
gamacsi01,2002,22,-0.1
gamacsi01,2003,23,0.1
gamacsi01,2003,23,0.1
gamacsi01,2003,23,0.0
gamacsi01,2005,25,0.3
gamacsi01,2005,25,-0.4
gamacsi01,2005,25,0.7
gamacsi01,2007,27,0.4
gambldi01,1950,22,0.0
gambldi01,1951,23,4.8
gambldi01,1952,24,2.0
gambldi01,1953,25,1.0
gambldi01,1954,26,-0.1
gambldi01,1955,27,0.0
gambldi01,1965,37,0.1
gambldi01,1966,38,0.0
gambuga01,1971,25,0.0
gambuga01,1973,27,-0.2
gambuga01,1974,28,
gambuga01,1975,29,
ganchpe01,1983,20,0.0
ganchpe01,1984,21,0.0
ganchpe01,1987,24,-0.1
ganchpe01,1987,24,0.1
ganchpe01,1987,24,-0.2
ganchpe01,1988,25,-0.2
gansda01,1982,18,-0.1
gansda01,1985,21,-0.1
garbury01,2011,26,0.2
garbury01,2012,27,0.8
garbury01,2013,28,4.2
garbury01,2014,29,1.6
garbury01,2015,30,0.5
garbury01,2015,30,-0.2
garbury01,2015,30,0.7
garbury01,2016,31,0.1
gardibr01,1996,24,1.6
gardibr01,1997,25,1.5
gardibr01,1998,26,0.6
gardibr01,1999,27,-0.4
gardibr01,1999,27,0.1
gardibr01,1999,27,-0.5
gardibr01,2000,28,1.4
gardibr01,2001,29,0.4
gardihe01,1926,35,7.6
gardihe01,1927,36,6.9
gardihe01,1928,37,0.8
gardihe01,1928,37,0.1
gardihe01,1928,37,0.7
gardija01,2011,21,5.2
gardija01,2012,22,0.6
gardija01,2013,23,5.5
gardija01,2014,24,2.8
gardija01,2015,25,4.7
gardija01,2016,26,4.9
gardnbi01,1980,20,0.0
gardnbi01,1981,21,-0.2
gardnbi01,1982,22,2.0
gardnbi01,1983,23,3.3
gardnbi01,1984,24,2.9
gardnbi01,1985,25,-0.4
gardnbi01,1985,25,-0.4
gardnbi01,1985,25,0.1
gardnbi01,1986,26,-0.2
gardnbi01,1987,27,0.1
gardnbi01,1988,28,0.1
gardnca01,1945,21,1.2
gardnca01,1946,22,2.4
gardnca01,1947,23,1.1
gardnca01,1948,24,3.4
gardnca01,1949,25,2.5
gardnca01,1950,26,6.2
gardnca01,1951,27,3.9
gardnca01,1952,28,3.2
gardnca01,1953,29,3.3
gardnca01,1954,30,3.7
gardnca01,1955,31,3.4
gardnca01,1956,32,2.5
gardnda01,1972,20,0.1
gardnda01,1973,21,0.6
gardnda01,1973,21,0.1
gardnda01,1973,21,0.4
gardnda01,1974,22,1.9
gardnda01,1974,22,-0.2
gardnda01,1974,22,2.1
gardnda01,1975,23,3.3
gardnda01,1976,24,2.0
gardnda01,1977,25,2.8
gardnda01,1979,27,0.2
gardnpa01,1976,20,5.1
gardnpa01,1977,21,5.0
gardnpa01,1978,22,4.7
gardnpa01,1978,22,3.7
gardnpa01,1978,22,1.0
gardnpa01,1979,23,1.2
gardnpa01,1980,24,5.9
gardnpa01,1981,25,5.4
gardnpa01,1982,26,3.6
gardnpa01,1983,27,-0.1
gardnpa01,1984,28,0.2
gardnpa01,1985,29,-0.1
gareda01,1974,20,6.0
gareda01,1975,21,8.4
gareda01,1976,22,2.3
gareda01,1977,23,8.7
gareda01,1978,24,5.9
gareda01,1979,25,10.4
gareda01,1980,26,7.7
gareda01,1981,27,2.6
gareda01,1981,27,1.3
gareda01,1981,27,1.3
gareda01,1982,28,3.8
gareda01,1983,29,1.3
gareda01,1984,30,4.1
gareda01,1985,31,-0.2
gareda01,1986,32,-0.2
gariera01,1953,25,1.9
gariera01,1955,27,0.0
garlasc01,1975,23,0.3
garlasc01,1976,24,0.5
garlasc01,1978,26,0.0
garnero01,1982,24,0.0
garpejo01,1990,22,2.5
garpejo01,1991,23,0.8
garpejo01,1991,23,-0.2
garpejo01,1991,23,1.0
garpejo01,1992,24,4.3
garpejo01,1993,25,4.3
garpejo01,1994,26,0.8
garpejo01,1994,26,-0.2
garpejo01,1994,26,1.0
garpejo01,1995,27,4.0
garpejo01,1996,28,3.4
garpejo01,1997,29,-0.5
garpejo01,1998,30,0.8
garpejo01,1999,31,-1.0
garrere01,1942,18,0.3
garrija01,2008,24,0.0
garrija01,2009,25,2.1
garrija01,2010,26,4.5
garrija01,2011,27,8.3
garrija01,2012,28,5.3
garrija01,2013,29,6.3
garrija01,2014,30,6.7
garrija01,2015,31,2.8
garrija01,2016,32,0.9
gartnmi01,1978,19,
gartnmi01,1979,20,6.6
gartnmi01,1980,21,7.9
gartnmi01,1981,22,5.4
gartnmi01,1982,23,6.2
gartnmi01,1983,24,7.4
gartnmi01,1984,25,9.1
gartnmi01,1985,26,5.6
gartnmi01,1986,27,6.6
gartnmi01,1987,28,8.3
gartnmi01,1988,29,6.0
gartnmi01,1988,29,4.7
gartnmi01,1988,29,1.3
gartnmi01,1989,30,7.8
gartnmi01,1989,30,6.0
gartnmi01,1989,30,1.8
gartnmi01,1990,31,7.1
gartnmi01,1991,32,7.7
gartnmi01,1992,33,6.4
gartnmi01,1993,34,6.9
gartnmi01,1993,34,5.3
gartnmi01,1993,34,1.6
gartnmi01,1994,35,2.1
gartnmi01,1995,36,6.0
gartnmi01,1996,37,6.5
gartnmi01,1997,38,2.2
gassobo01,1973,20,0.3
gassobo01,1974,21,4.1
gassobo01,1975,22,2.8
gassobo01,1976,23,5.3
gassobr01,1975,20,-0.2
gassobr01,1976,21,-0.4
gassobr01,1977,22,0.6
gassobr01,1978,23,0.2
gatzost01,1981,20,0.9
gatzost01,1982,21,-0.1
gatzost01,1983,22,-0.1
gatzost01,1984,23,-0.2
gaudety01,2014,21,-0.1
gaudety01,2015,22,0.1
gaudety01,2016,23,0.0
gaudrar01,1944,23,1.5
gaudrfr01,2016,23,0.0
gaudrjo01,2013,20,0.2
gaudrjo01,2014,21,7.8
gaudrjo01,2015,22,9.2
gaudrjo01,2016,23,2.6
gaudrle01,1927,22,1.8
gaudrle01,1928,23,-0.4
gaudrle01,1932,27,-0.1
gaudrro01,1992,23,3.3
gaudrro01,1993,24,1.8
gaudrro01,1994,25,0.5
gaudrro01,1995,26,0.1
gaulije01,1982,20,0.0
gaulije01,1983,21,-0.1
gaulije01,1984,22,0.1
gaulije01,1985,23,0.1
gaulmi01,1998,25,0.0
gaulmi01,2000,27,0.0
gaumeda01,1988,25,0.2
gauncbr01,2015,21,-0.5
gauncbr01,2016,22,-0.2
gauncca01,2010,20,0.1
gauncca01,2013,23,0.2
gauncca01,2016,26,0.5
gaustpa01,2002,20,0.0
gaustpa01,2005,23,1.8
gaustpa01,2006,24,1.9
gaustpa01,2007,25,2.0
gaustpa01,2008,26,2.7
gaustpa01,2009,27,1.6
gaustpa01,2010,28,2.8
gaustpa01,2011,29,1.3
gaustpa01,2011,29,1.1
gaustpa01,2011,29,0.1
gaustpa01,2012,30,0.2
gaustpa01,2013,31,1.4
gaustpa01,2014,32,0.7
gaustpa01,2015,33,-0.4
gauthar01,1926,22,-0.5
gauthda01,1994,24,-0.1
gauthde01,1997,21,-0.2
gauthde01,1998,22,1.7
gauthde01,1999,23,0.7
gauthde01,2000,24,2.7
gauthde01,2001,25,4.2
gauthde01,2002,26,3.6
gauthde01,2003,27,4.3
gauthde01,2005,29,2.4
gauthde01,2005,29,1.8
gauthde01,2005,29,0.6
gauthde01,2006,30,0.3
gauthde01,2008,32,1.3
gauthfe01,1943,24,1.0
gauthfe01,1944,25,2.9
gauthfe01,1945,26,1.5
gauthfe01,1946,27,0.0
gauthfe01,1947,28,-0.3
gauthfe01,1948,29,-0.4
gauthfr01,2015,20,-0.3
gauthfr01,2016,21,0.4
gauthga01,2006,23,-0.1
gauthga01,2007,24,0.0
gauthje01,1960,23,0.3
gauthje01,1961,24,0.8
gauthje01,1962,25,5.3
gauthje01,1963,26,0.1
gauthje01,1965,28,0.1
gauthje01,1966,29,0.1
gauthje01,1967,30,4.8
gauthje01,1968,31,0.2
gauthje01,1969,32,0.2
gauthje01,1972,35,
gauthlu01,1990,26,0.2
gauvrjo01,1983,19,0.0
gaveyaa01,1995,21,-0.1
gaveyaa01,1996,22,0.8
gaveyaa01,1996,22,0.0
gaveyaa01,1996,22,0.9
gaveyaa01,1997,23,-0.2
gaveyaa01,1998,24,-0.1
gaveyaa01,1999,25,1.5
gaveyaa01,2000,26,1.8
gaveyaa01,2001,27,0.3
gaveyaa01,2002,28,0.0
gaveyaa01,2005,31,0.0
gavinst01,1980,20,-0.1
gavinst01,1981,21,-0.1
gavinst01,1982,22,-0.5
gavinst01,1983,23,0.7
gavinst01,1984,24,0.5
gavinst01,1985,25,3.9
gavinst01,1986,26,2.9
gavinst01,1987,27,0.8
gavinst01,1988,28,0.9
gavinst01,1989,29,1.1
gavinst01,1990,30,0.0
gavinst01,1991,31,0.3
gavinst01,1992,32,0.6
gazdilu01,2013,24,-0.3
gazdilu01,2014,25,-0.1
gazdilu01,2015,26,-0.3
gazdilu01,2016,27,-0.2
gealebo01,1984,22,0.0
geege01,1945,23,2.7
geege01,1946,24,3.0
geege01,1947,25,2.8
geege01,1948,26,1.5
geege01,1948,26,0.0
geege01,1948,26,1.4
geege01,1949,27,3.9
geege01,1950,28,4.0
geege01,1951,29,4.2
geege01,1952,30,4.7
geege01,1953,31,1.3
geldaga01,1970,20,0.3
geliner01,2012,21,-0.1
geliner01,2013,22,5.3
geliner01,2014,23,4.0
geliner01,2015,24,1.2
geliner01,2015,24,0.9
geliner01,2015,24,0.2
geliner01,2016,25,0.3
gelinma01,1988,18,0.1
gelinma01,1989,19,1.9
gelinma01,1990,20,2.6
gelinma01,1991,21,1.6
gelinma01,1992,22,1.1
gelinma01,1993,23,1.6
gelinma01,1993,23,0.6
gelinma01,1993,23,1.0
gelinma01,1994,24,2.4
gelinma01,1995,25,5.3
gelinma01,1996,26,7.6
gelinma01,1997,27,3.4
gelinma01,1997,27,0.4
gelinma01,1997,27,3.0
gelinma01,1998,28,2.7
gelinma01,1999,29,2.6
gelinma01,2000,30,5.6
gelinma01,2001,31,2.6
gelinma01,2002,32,5.7
gelinma01,2003,33,4.6
gelinma01,2005,35,4.2
gelinma01,2006,36,4.1
gelinma01,2007,37,1.9
gendrje01,1955,21,-0.4
gendrje01,1956,22,-0.1
gendrje01,1957,23,1.6
gendrje01,1958,24,1.7
gendrje01,1959,25,3.2
gendrje01,1960,26,1.6
gendrje01,1960,26,0.4
gendrje01,1960,26,1.3
gendrje01,1961,27,1.4
gendrje01,1962,28,3.1
gendrje01,1963,29,0.4
gendrje01,1967,33,0.1
gendrje01,1968,34,4.7
gendrje01,1969,35,4.4
gendrje01,1970,36,2.8
gendrje01,1971,37,0.8
gendrje01,1972,38,
gendrje01,1973,39,
gendrma01,1994,20,0.4
gendrma01,1995,21,-0.2
gendrma01,1997,23,-0.1
genowch01,2011,25,0.1
geoffbe01,1950,19,1.8
geoffbe01,1951,20,7.0
geoffbe01,1952,21,5.2
geoffbe01,1953,22,8.1
geoffbe01,1954,23,10.3
geoffbe01,1955,24,8.5
geoffbe01,1956,25,5.0
geoffbe01,1957,26,6.3
geoffbe01,1958,27,6.7
geoffbe01,1959,28,7.8
geoffbe01,1960,29,11.5
geoffbe01,1961,30,5.9
geoffbe01,1962,31,4.5
geoffbe01,1963,32,4.5
geoffbe01,1966,35,3.8
geoffbe01,1967,36,0.6
geoffbl01,2010,22,1.4
geoffbl01,2011,23,0.1
geoffbl01,2011,23,-0.2
geoffbl01,2011,23,0.3
geoffda01,1978,21,
geoffda01,1979,22,-0.5
geoffda01,1980,23,2.1
geoffda01,1981,24,0.0
gerange01,1917,21,-0.3
gerange01,1925,29,0.4
gerared01,1917,27,3.8
gerared01,1918,28,3.4
gerared01,1919,29,5.0
gerared01,1920,30,5.5
gerared01,1921,31,3.7
gerared01,1922,32,5.1
gerbena01,2008,21,0.0
gerbena01,2009,22,0.5
gerbena01,2010,23,4.1
gerbena01,2011,24,2.0
gerbena01,2012,25,0.6
gerbena01,2013,26,3.1
gerbena01,2014,27,2.0
gerbena01,2015,28,-0.4
germaer01,1987,21,0.0
germyca01,2005,23,-0.1
germyca01,2006,24,0.0
gernake01,1995,26,0.2
gernake01,2003,34,-0.1
gervabr01,2005,21,1.4
gervabr01,2006,22,0.3
gervabr01,2007,23,2.5
gervabr01,2008,24,2.9
gervabr01,2009,25,2.0
gervabr01,2010,26,0.2
gervabr01,2011,27,2.1
gervabr01,2012,28,0.1
getlira01,1935,21,0.0
getlira01,1936,22,4.8
getlira01,1937,23,3.4
getlira01,1938,24,2.8
getlira01,1939,25,1.6
getlira01,1940,26,2.9
getlira01,1941,27,1.6
getlira01,1942,28,2.9
getlira01,1943,29,4.6
getlira01,1944,30,2.3
getzlry01,2005,20,4.2
getzlry01,2006,21,7.0
getzlry01,2007,22,10.5
getzlry01,2008,23,9.2
getzlry01,2009,24,7.2
getzlry01,2010,25,8.4
getzlry01,2011,26,4.3
getzlry01,2012,27,6.1
getzlry01,2013,28,11.2
getzlry01,2014,29,8.6
getzlry01,2015,30,7.0
getzlry01,2016,31,3.4
giallma01,1979,22,0.2
giallma01,1980,23,0.9
gibbobr02,2013,25,1.9
gibbobr02,2014,26,0.0
gibbsba01,1967,19,0.1
gibbsba01,1968,20,-0.1
gibbsba01,1969,21,2.6
gibbsba01,1970,22,4.8
gibbsba01,1971,23,6.5
gibbsba01,1972,24,6.6
gibbsba01,1973,25,5.8
gibbsba01,1974,26,5.5
gibbsba01,1974,26,2.7
gibbsba01,1974,26,2.7
gibbsba01,1975,27,6.2
gibbsba01,1976,28,3.2
gibbsba01,1977,29,4.8
gibbsba01,1977,29,1.2
gibbsba01,1977,29,3.6
gibbsba01,1978,30,2.2
gibbsba01,1979,31,1.8
gibsodo01,1973,20,-0.1
gibsodo01,1975,22,1.3
gibsodo01,1977,24,0.1
gibsodo02,1990,23,0.6
gibsojo01,1978,19,
gibsojo01,1980,21,-0.2
gibsojo01,1981,22,0.5
gibsojo01,1981,22,0.4
gibsojo01,1981,22,0.1
gibsojo01,1983,24,0.3
giesegu01,1938,21,2.3
giesegu01,1939,22,0.7
giesegu01,1940,23,2.1
giesegu01,1941,24,1.3
giffile01,1986,19,0.1
giffile01,1987,20,-0.4
gilbeed01,1974,22,1.4
gilbeed01,1975,23,-1.6
gilbeed01,1975,23,-0.5
gilbeed01,1975,23,-1.1
gilbeed01,1976,24,-0.3
gilbeed01,1978,26,
gilbegr01,1981,20,0.1
gilbegr01,1982,21,0.8
gilbegr01,1983,22,5.7
gilbegr01,1984,23,1.8
gilbegr01,1985,24,0.9
gilbegr01,1986,25,-0.2
gilbegr01,1987,26,2.9
gilbegr01,1988,27,0.7
gilbegr01,1988,27,0.8
gilbegr01,1988,27,-0.1
gilbegr01,1989,28,2.5
gilbegr01,1990,29,1.2
gilbegr01,1991,30,0.2
gilbegr01,1992,31,1.8
gilbegr01,1993,32,-0.4
gilbegr01,1994,33,2.5
gilbegr01,1995,34,-0.3
gilbeje01,1962,22,-0.2
gilbeje01,1964,24,0.0
gilbeje01,1973,33,
gilbeje01,1974,34,
gilbero01,1960,19,0.1
gilbero01,1961,20,0.0
gilbero01,1962,21,1.5
gilbero01,1963,22,5.9
gilbero01,1964,23,5.6
gilbero01,1965,24,1.8
gilbero01,1966,25,5.1
gilbero01,1967,26,8.4
gilbero01,1968,27,8.1
gilbero01,1969,28,4.3
gilbero01,1970,29,6.5
gilbero01,1971,30,11.6
gilbero01,1972,31,6.8
gilbero01,1973,32,7.6
gilbero01,1974,33,8.5
gilbero01,1975,34,7.7
gilbero01,1976,35,5.6
gilbero01,1977,36,0.1
gilbest01,1971,27,2.2
gilbest01,1972,28,-0.4
gilbest01,1973,29,1.1
gilbest01,1974,30,0.2
gilbest01,1974,30,-0.1
gilbest01,1974,30,-0.4
gilbest01,1974,30,0.7
gilbest01,1975,31,2.8
gilbest01,1975,31,1.8
gilbest01,1975,31,1.0
gilbest01,1976,32,-0.2
gilbeto01,2006,24,1.1
gilbeto01,2007,25,6.4
gilbeto01,2008,26,6.9
gilbeto01,2009,27,4.9
gilbeto01,2010,28,4.1
gilbeto01,2011,29,4.1
gilbeto01,2011,29,3.1
gilbeto01,2011,29,1.0
gilbeto01,2012,30,2.0
gilbeto01,2013,31,4.4
gilbeto01,2014,32,4.0
gilbeto01,2015,33,1.3
gilbeto01,2016,34,0.7
gilchbr01,1988,21,1.3
gilchbr01,1989,22,1.1
gilchbr01,1990,23,0.4
gilchbr01,1991,24,4.7
gilchbr01,1992,25,0.4
gilchbr01,1992,25,0.6
gilchbr01,1992,25,-0.2
gilchbr01,1993,26,2.0
gilchbr01,1994,27,1.2
gilchbr01,1995,28,3.2
gilchbr01,1996,29,2.1
gilchbr01,1997,30,2.6
gilchbr01,1998,31,0.1
gilchbr01,1999,32,0.6
gilchbr01,2000,33,-0.4
gilchbr01,2001,34,0.1
gilchbr01,2001,34,-0.1
gilchbr01,2001,34,0.2
gilchbr01,2002,35,-0.7
gilescu01,1979,21,1.6
gilescu01,1980,22,5.7
gilescu01,1981,23,4.8
gilescu01,1982,24,4.8
gilescu01,1983,25,4.0
gilescu01,1984,26,5.1
gilescu01,1985,27,5.2
gilescu01,1986,28,3.8
gilescu01,1986,28,0.6
gilescu01,1986,28,3.2
gilescu01,1987,29,1.4
gilescu01,1987,29,0.2
gilescu01,1987,29,1.2
gilescu01,1988,30,4.4
gilescu01,1989,31,3.7
gilescu01,1990,32,4.0
gilescu01,1991,33,0.4
gilescu01,1992,34,2.0
gilhera01,1982,19,0.0
gilhera01,1986,23,-0.1
gilhera01,1987,24,0.4
gilhera01,1988,25,-1.3
gilhera01,1989,26,-0.4
gilhera01,1990,27,1.0
gilhera01,1991,28,0.7
gilhera01,1991,28,0.0
gilhera01,1991,28,0.7
gilhera01,1992,29,-0.7
gilhera01,1992,29,-0.5
gilhera01,1992,29,-0.3
gilhera01,1993,30,0.0
gilhera01,1993,30,0.6
gilhera01,1993,30,-0.6
gilhera01,1994,31,-0.3
gilhera01,1995,32,0.0
gilledo01,1979,19,0.2
gilledo01,1981,21,-0.7
gillha01,1997,22,3.6
gillha01,1998,23,3.2
gillha01,1999,24,3.3
gillha01,2000,25,2.6
gillha01,2001,26,5.5
gillha01,2002,27,4.7
gillha01,2003,28,3.9
gillha01,2005,30,2.2
gillha01,2006,31,4.2
gillha01,2007,32,4.6
gillha01,2007,32,3.2
gillha01,2007,32,1.3
gillha01,2008,33,2.7
gillha01,2009,34,2.1
gillha01,2010,35,2.4
gillha01,2011,36,2.7
gillha01,2011,36,1.4
gillha01,2011,36,1.3
gillha01,2012,37,0.2
gillha01,2013,38,0.1
gillicl01,1974,20,3.3
gillicl01,1975,21,5.8
gillicl01,1976,22,5.7
gillicl01,1977,23,8.7
gillicl01,1978,24,8.8
gillicl01,1979,25,4.4
gillicl01,1980,26,6.2
gillicl01,1981,27,6.1
gillicl01,1982,28,2.8
gillicl01,1983,29,0.6
gillicl01,1984,30,1.7
gillicl01,1985,31,-0.6
gillicl01,1986,32,1.1
gillicl01,1987,33,0.3
gillico01,2008,19,0.4
gillico01,2010,21,0.0
gillico01,2011,22,-0.5
gillico01,2011,22,-0.5
gillico01,2011,22,0.0
gillico01,2012,23,0.0
gillifa01,1928,23,0.0
gillije01,1977,21,2.5
gillije01,1978,22,0.5
gillije01,1979,23,1.6
gillije01,1980,24,1.3
gillije01,1980,24,0.0
gillije01,1980,24,1.3
gillije01,1981,25,0.2
gillije01,1981,25,0.2
gillije01,1981,25,0.0
gillije01,1982,26,-0.2
gillije01,1983,27,1.3
gillije01,1984,28,0.4
gillije01,1986,30,0.0
gillimi01,1978,20,-0.4
gillimi01,1979,21,-0.4
gillimi01,1980,22,0.4
gillimi01,1980,22,0.4
gillimi01,1980,22,0.0
gillimi01,1981,23,0.6
gillimi01,1982,24,0.0
gillimi01,1983,25,0.2
gillipa01,1982,19,-0.1
gillipa01,1983,20,0.3
gillipa01,1984,21,2.1
gillipa01,1985,22,2.2
gillipa01,1986,23,2.0
gillipa01,1987,24,-0.9
gillipa01,1988,25,1.7
gillipa01,1989,26,0.0
gillipa01,1990,27,-0.6
gillipa01,1990,27,-0.7
gillipa01,1990,27,0.1
gillipa01,1991,28,-0.3
gillipa01,1991,28,-0.1
gillipa01,1991,28,-0.1
gillipa01,1992,29,-0.4
gillitr01,2005,27,0.0
gillitr01,2009,31,-0.1
gillitr01,2010,32,0.1
gillitr01,2011,33,-0.1
gillto01,1984,19,0.4
gillto01,1985,20,0.6
gillto01,1986,21,3.9
gillto01,1987,22,2.7
gillto01,1988,23,3.8
gillto01,1989,24,1.3
gillto01,1990,25,3.8
gillto01,1991,26,3.0
gillto01,1992,27,7.3
gillto01,1993,28,4.6
gillto01,1994,29,4.7
gillto01,1995,30,4.5
gillto01,1996,31,3.1
gillto01,1997,32,5.9
gillto01,1997,32,4.0
gillto01,1997,32,1.9
gillto01,1998,33,1.5
gillto01,1998,33,0.8
gillto01,1998,33,0.7
gillto01,1999,34,1.3
gillto01,1999,34,0.6
gillto01,1999,34,0.7
gillto01,2000,35,4.2
gillto01,2001,36,1.4
gillto01,2002,37,0.5
gilmodo01,1983,20,3.5
gilmodo01,1984,21,3.5
gilmodo01,1985,22,3.3
gilmodo01,1986,23,9.0
gilmodo01,1987,24,6.8
gilmodo01,1988,25,7.4
gilmodo01,1989,26,6.9
gilmodo01,1990,27,6.4
gilmodo01,1991,28,7.6
gilmodo01,1991,28,3.1
gilmodo01,1991,28,4.5
gilmodo01,1992,29,11.0
gilmodo01,1993,30,10.4
gilmodo01,1994,31,2.8
gilmodo01,1995,32,7.1
gilmodo01,1996,33,7.9
gilmodo01,1996,33,5.4
gilmodo01,1996,33,2.5
gilmodo01,1997,34,5.7
gilmodo01,1998,35,4.1
gilmodo01,1999,36,7.2
gilmodo01,1999,36,5.4
gilmodo01,1999,36,1.9
gilmodo01,2000,37,2.8
gilmodo01,2001,38,3.1
gilmodo01,2002,39,2.4
gilmodo01,2002,39,2.4
gilmodo01,2002,39,0.0
gilroma01,2009,25,3.4
gilroma01,2010,26,2.9
gilroma01,2011,27,3.2
gilroma01,2011,27,2.6
gilroma01,2011,27,0.5
gilroma01,2012,28,-0.1
gilroma01,2013,29,0.4
gingrga01,1978,19,
gingrga01,1979,20,2.7
gingrga01,1980,21,4.1
gingrga01,1981,22,3.6
gingrga01,1982,23,6.3
gingrga01,1982,23,1.7
gingrga01,1982,23,4.6
gingrga01,1983,24,2.1
gingrga01,1984,25,-0.1
gingrga01,1985,26,3.1
gingrga01,1986,27,6.8
gingrga01,1987,28,5.0
gingrga01,1987,28,0.2
gingrga01,1987,28,4.8
gingrga01,1988,29,3.0
giontbr01,2001,23,1.4
giontbr01,2002,24,2.8
giontbr01,2003,25,4.6
giontbr01,2005,27,11.4
giontbr01,2006,28,5.3
giontbr01,2007,29,5.9
giontbr01,2008,30,6.3
giontbr01,2009,31,6.2
giontbr01,2010,32,5.8
giontbr01,2011,33,1.4
giontbr01,2012,34,2.9
giontbr01,2013,35,4.4
giontbr01,2014,36,3.0
giontbr01,2015,37,2.9
giontbr01,2016,38,2.6
giontst01,2010,27,-0.3
giontst01,2011,28,0.3
giontst01,2012,29,1.3
giontst01,2013,30,0.2
giontst01,2014,31,1.0
giontst01,2015,32,-0.5
giontst01,2016,33,0.1
giordma01,2005,22,0.4
giordma01,2006,23,3.2
giordma01,2008,25,3.1
giordma01,2009,26,8.0
giordma01,2010,27,6.4
giordma01,2011,28,5.9
giordma01,2012,29,2.6
giordma01,2013,30,9.8
giordma01,2014,31,9.0
giordma01,2015,32,9.2
giordma01,2016,33,5.1
girarbo01,1975,26,2.7
girarbo01,1976,27,0.3
girarbo01,1977,28,0.9
girarbo01,1977,28,-0.6
girarbo01,1977,28,1.4
girarbo01,1978,29,-0.1
girarbo01,1979,30,0.0
girarda01,2006,22,1.9
girarda01,2007,23,6.6
girarda01,2008,24,4.5
girarda01,2009,25,5.2
girarda01,2010,26,6.7
girarda01,2011,27,7.2
girarda01,2012,28,2.7
girarda01,2013,29,6.1
girarda01,2014,30,4.5
girarda01,2015,31,4.3
girarda01,2016,32,2.0
girarjo01,1998,18,0.1
girarjo01,1999,19,0.6
girarjo01,2000,20,2.6
girarjo01,2001,21,0.5
girarjo01,2002,22,4.0
girarke01,1956,20,0.0
girarke01,1957,21,-0.1
girarke01,1959,23,0.0
girgeze01,2013,20,1.8
girgeze01,2014,21,2.6
girgeze01,2015,22,1.3
girgeze01,2016,23,1.1
giroual01,2005,24,0.0
giroual01,2006,25,0.3
giroual01,2008,27,0.2
giroual01,2009,28,0.3
giroual01,2010,29,0.0
giroual01,2011,30,0.0
girouar01,1932,24,0.2
