gameIndex,qtr,time,isIn,str
61,4,8:20.0,true,"
8:20.0
  92-98 S. Curry enters the game for L. Barbosa
"
61,4,00:00,false,game end
62,1,12:00,true,"
10:31.0
Turnover by C. Johnson (lost ball; steal by S. Curry) 2-0  
"
62,2,12:00,false,"
4:47.0
  28-36 S. Curry enters the game for H. Barnes
"
62,2,4:47.0,true,"
4:47.0
  28-36 S. Curry enters the game for H. Barnes
"
62,4,12:00,false,"
6:16.0
  78-99 S. Curry enters the game for H. Barnes
"
62,4,6:16.0,true,"
6:16.0
  78-99 S. Curry enters the game for H. Barnes
"
62,4,3:32.0,false,"
3:32.0
  85-106 L. Barbosa enters the game for S. Curry
"
63,1,12:00,true,"
11:35.0
  0-0 Defensive rebound by S. Curry
"
63,2,12:00,false,"
6:15.0
  40-61 S. Curry enters the game for A. Varejao
"
63,2,6:15.0,true,"
6:15.0
  40-61 S. Curry enters the game for A. Varejao
"
63,3,10:01.0,false,"
10:01.0
  66-87 I. Clark enters the game for S. Curry
"
63,3,7:49.0,true,"
7:49.0
  66-93 S. Curry enters the game for I. Clark
"
63,3,1:59.0,false,"
1:59.0
  83-106 I. Clark enters the game for S. Curry
"
63,3,1:58.0,true,"
1:58.0
  83-107 S. Curry enters the game for I. Clark
"
63,4,12:00,false,"
5:03.0
  101-118 S. Curry enters the game for S. Livingston
"
63,4,5:03.0,true,"
5:03.0
  101-118 S. Curry enters the game for S. Livingston
"
63,4,3:39.0,false,"
3:39.0
  104-123 I. Clark enters the game for S. Curry
"
64,1,12:00,true,"
11:45.0
  0-0 S. Curry misses 3-pt shot from 24 ft
"
64,2,12:00,false,"
6:54.0
  35-41 S. Curry enters the game for S. Livingston
"
64,2,6:54.0,true,"
6:54.0
  35-41 S. Curry enters the game for S. Livingston
"
64,3,7:55.0,false,"
7:55.0
  66-68 I. Clark enters the game for S. Curry
"
64,4,12:00,true,"
11:04.0
  95-93+3S. Curry makes 3-pt shot from 26 ft (assist by L. Barbosa)
"
64,4,00:00,false,game end
65,1,12:00,true,"
12:00.0
Jump ball: A. Bogut vs. A. Davis (S. Curry gains possession)
"
65,2,12:00,false,"
7:18.0
  38-40 S. Curry enters the game for S. Livingston
"
65,2,7:18.0,true,"
7:18.0
  38-40 S. Curry enters the game for S. Livingston
"
65,4,00:00,false,game end
66,1,12:00,true,"
11:10.0
  2-0 Defensive rebound by S. Curry
"
66,2,12:00,false,"
4:37.0
  36-50 S. Curry enters the game for H. Barnes
"
66,2,4:37.0,true,"
4:37.0
  36-50 S. Curry enters the game for H. Barnes
"
66,2,0:16.0,false,"
0:16.0
  46-62 I. Clark enters the game for S. Curry
"
66,3,12:00,true,"
11:19.0
  46-64 S. Curry misses 2-pt shot from 17 ft
"
66,4,00:00,false,game end
67,1,12:00,true,"
10:32.0
S. Curry makes 3-pt shot from 24 ft (assist by D. Green)+35-6  
"
67,2,12:00.0,false,"
12:00.0
M. Speights enters the game for S. Curry 43-36  
"
67,2,5:08.0,true,"
5:08.0
S. Curry enters the game for I. Clark 62-48  
"
67,4,12:00,false,"
6:17.0
S. Curry enters the game for B. Rush 109-99  
"
67,4,6:17.0,true,"
6:17.0
S. Curry enters the game for B. Rush 109-99  
"
67,4,1:06.0,false,"
1:06.0
J. McAdoo enters the game for S. Curry 128-112  
"
68,1,12:00,true,"
11:33.0
B. Rush makes 2-pt shot from 1 ft (assist by S. Curry)+22-0  
"
68,1,4:22.0,false,"
4:22.0
S. Livingston enters the game for S. Curry 11-15  
"
68,2,12:00,true,"
10:02.0
S. Curry misses 3-pt shot from 24 ft (block by D. Green) 22-23  
"
68,4,12:00,false,"
5:58.0
S. Curry enters the game for I. Clark 71-75  
"
68,4,5:58.0,true,"
5:58.0
S. Curry enters the game for I. Clark 71-75  
"
68,4,00:00,false,game end
69,1,12:00,true,"
10:02.0
  4-2 Turnover by R. Rubio (lost ball; steal by S. Curry)
"
69,2,12:00,false,"
5:07.0
S. Curry enters the game for I. Clark 45-47  
"
69,2,5:07.0,true,"
5:07.0
S. Curry enters the game for I. Clark 45-47  
"
69,3,1:44.0,false,"
1:44.0
I. Clark enters the game for S. Curry 81-88  
"
69,4,7:27.0,true,"
7:27.0
S. Curry enters the game for L. Barbosa 93-95  
"
69,4,00:00,false,game end
70,1,12:00,true,"
8:51.0
Turnover by P. Pierce (lost ball; steal by S. Curry) 6-3  
"
70,2,12:00,false,"
4:45.0
  41-44 S. Curry enters the game for S. Livingston
"
70,2,4:45.0,true,"
4:45.0
  41-44 S. Curry enters the game for S. Livingston
"
70,4,12:00,false,"
8:41.0
  77-90 S. Curry enters the game for L. Barbosa
"
70,4,8:41.0,true,"
8:41.0
  77-90 S. Curry enters the game for L. Barbosa
"
70,4,00:00,false,game end
71,1,12:00,true,"
12:00.0
Jump ball: A. Bogut vs. S. Mejri (S. Curry gains possession)
"
71,2,12:00,false,"
5:55.0
  44-49 S. Curry enters the game for H. Barnes
"
71,2,5:55.0,true,"
5:55.0
  44-49 S. Curry enters the game for H. Barnes
"
71,4,12:00,false,"
5:16.0
  108-114 S. Curry enters the game for L. Barbosa
"
71,4,5:16.0,true,"
5:16.0
  108-114 S. Curry enters the game for L. Barbosa
"
71,4,00:00,false,game end
72,1,12:00,true,"
11:39.0
  0-2+2S. Curry makes 2-pt shot from 22 ft (assist by A. Bogut)
"
72,1,1:08.0,false,"
1:08.0
  29-27 I. Clark enters the game for S. Curry
"
72,2,6:24.0,true,"
6:24.0
  43-53 S. Curry enters the game for L. Barbosa
"
72,3,1:35.0,false,"
1:35.0
  76-90 I. Clark enters the game for S. Curry
"
72,4,7:18.0,true,"
7:18.0
  90-104 S. Curry enters the game for L. Barbosa
"
72,4,1:47.0,false,"
1:47.0
  101-117 M. Speights enters the game for S. Curry
"
73,1,12:00,true,"
11:39.0
  0-3+3S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
"
73,2,12:00,false,"
5:31.0
  39-37 S. Curry enters the game for H. Barnes
"
73,2,5:31.0,true,"
5:31.0
  39-37 S. Curry enters the game for H. Barnes
"
73,4,12:00,false,"
6:49.0
  76-90 S. Curry enters the game for S. Livingston
"
73,4,6:49.0,true,"
6:49.0
  76-90 S. Curry enters the game for S. Livingston
"
73,4,2:19.0,false,"
2:19.0
  87-100 I. Clark enters the game for S. Curry
"
73,4,0:42.0,true,"
0:42.0
  93-100 S. Curry enters the game for L. Barbosa
"
73,4,00:00,false,game end
74,1,12:00,true,"
8:43.0
S. Curry makes 2-pt shot from 2 ft+26-10  
"
74,2,12:00,false,"
5:57.0
S. Curry enters the game for S. Livingston 33-25  
"
74,2,5:57.0,true,"
5:57.0
S. Curry enters the game for S. Livingston 33-25  
"
74,4,12:00,false,"
7:19.0
S. Curry enters the game for M. Speights 71-79  
"
74,4,7:19.0,true,"
7:19.0
S. Curry enters the game for M. Speights 71-79  
"
74,5,00:00,false,game end
75,1,12:00,true,"
12:00.0
Jump ball: A. Bogut vs. A. Johnson (S. Curry gains possession)
"
75,2,12:00,false,"
5:17.0
  28-35 S. Curry enters the game for M. Speights
"
75,2,5:17.0,true,"
5:17.0
  28-35 S. Curry enters the game for M. Speights
"
75,4,12:00,false,"
7:20.0
  95-85 S. Curry enters the game for S. Livingston
"
75,4,7:20.0,true,"
7:20.0
  95-85 S. Curry enters the game for S. Livingston
"
75,4,00:00,false,game end
76,1,12:00,true,"
10:57.0
Shooting foul by S. Curry (drawn by C. McCollum) 2-2  
"
76,2,12:00,false,"
7:20.0
  42-41 S. Curry enters the game for S. Livingston
"
76,2,7:20.0,true,"
7:20.0
  42-41 S. Curry enters the game for S. Livingston
"
76,2,0:22.0,false,"
0:22.0
  56-62 L. Barbosa enters the game for S. Curry
"
76,3,12:00,true,"
10:56.0
Turnover by C. McCollum (lost ball; steal by S. Curry) 56-65  
"
76,3,0:04.0,false,"
0:04.0
  87-100 I. Clark enters the game for S. Curry
"
76,4,6:48.0,true,"
6:48.0
  98-112 S. Curry enters the game for S. Livingston
"
76,4,3:07.0,false,"
3:07.0
  107-128 J. McAdoo enters the game for S. Curry
"
77,1,12:00,true,"
10:47.0
  2-5+2K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry)
"
77,1,0:45.0,false,"
0:45.0
  18-27 S. Livingston enters the game for S. Curry
"
77,2,7:31.0,true,"
7:31.0
  30-33 S. Curry enters the game for B. Rush
"
77,4,12:00,false,"
6:49.0
  91-94 S. Curry enters the game for H. Barnes
"
77,4,6:49.0,true,"
6:49.0
  91-94 S. Curry enters the game for H. Barnes
"
77,5,00:00,false,game end
78,1,12:00,true,"
11:02.0
  2-3+3K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
"
78,2,12:00,false,"
5:43.0
  27-38 S. Curry enters the game for D. Green
"
78,2,5:43.0,true,"
5:43.0
  27-38 S. Curry enters the game for D. Green
"
78,4,12:00,false,"
7:48.0
  83-98 S. Curry enters the game for L. Barbosa
"
78,4,7:48.0,true,"
7:48.0
  83-98 S. Curry enters the game for L. Barbosa
"
78,4,1:14.0,false,"
1:14.0
  96-112 L. Barbosa enters the game for S. Curry
"
79,1,12:00,true,"
11:02.0
H. Barnes makes 3-pt shot from 23 ft (assist by S. Curry)+36-3  
"
79,1,1:13.0,false,"
1:13.0
S. Livingston enters the game for S. Curry 28-26  
"
79,2,4:52.0,true,"
4:52.0
S. Curry enters the game for M. Speights 41-46  
"
79,4,12:00,false,"
6:20.0
S. Curry enters the game for M. Speights 80-90  
"
79,4,6:20.0,true,"
6:20.0
S. Curry enters the game for M. Speights 80-90  
"
79,4,00:00,false,game end
80,1,12:00,true,"
12:00.0
Jump ball: L. Aldridge vs. A. Bogut (S. Curry gains possession)
"
80,1,3:48.0,false,"
3:48.0
S. Livingston enters the game for S. Curry 13-13  
"
80,2,12:00,true,"
11:13.0
S. Curry makes 2-pt shot from 1 ft (assist by A. Iguodala)+216-22  
"
80,2,4:49.0,false,"
4:49.0
S. Livingston enters the game for S. Curry 26-29  
"
80,2,2:28.0,true,"
2:28.0
S. Curry enters the game for S. Livingston 30-31  
"
80,2,0:16.0,false,"
0:16.0
S. Livingston enters the game for S. Curry 35-35  
"
80,3,12:00,true,"
11:28.0
Turnover by S. Curry (lost ball; steal by D. West) 35-37  
"
80,4,12:00,false,"
5:47.0
S. Curry enters the game for S. Livingston 78-73  
"
80,4,5:47.0,true,"
5:47.0
S. Curry enters the game for S. Livingston 78-73  
"
80,4,00:00,false,game end
81,1,12:00,true,"
10:30.0
  2-3+2K. Thompson makes 2-pt shot from 16 ft (assist by S. Curry)
"
81,1,0:01.0,false,"
0:01.0
  23-37 L. Barbosa enters the game for S. Curry
"
81,2,5:47.0,true,"
5:47.0
  37-53 S. Curry enters the game for S. Livingston
"
81,4,00:00,false,game end
