gameIndex,Date,Red,Blue,Win,RRoster,BRoster
9973,2017-03-19,Cloud9,Team EnVyUs,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Seraph • LirA • Ninja • Apollo • Hakuho
9972,2017-03-19,Team EnVyUs,Cloud9,blue,Seraph • LirA • Ninja • Apollo • Hakuho,Impact • Contractz • Jensen • Sneaky • Smoothie
9971,2017-03-19,Counter Logic Gaming,FlyQuest,red,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Balls • Moon • Hai • Altec • LemonNation
9970,2017-03-19,Cloud9,Team EnVyUs,blue,Impact • Contractz • Jensen • Sneaky • Smoothie,Seraph • LirA • Ninja • Apollo • Hakuho
9969,2017-03-19,FlyQuest,Counter Logic Gaming,blue,Balls • Moon • Hai • Altec • LemonNation,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9968,2017-03-19,Phoenix1,Immortals,red,zig • Meteos • Ryu • Arrow • Stunt,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9967,2017-03-19,Team SoloMid,Echo Fox,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Looper • Akaadian • Froggen • Keith • Gate
9966,2017-03-19,Echo Fox,Team SoloMid,blue,Looper • Akaadian • Froggen • Keith • Gate,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9965,2017-03-19,Immortals,Phoenix1,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,zig • Meteos • Ryu • Arrow • Stunt
9964,2017-03-18,FlyQuest,Team SoloMid,blue,Balls • Moon • Hai • Altec • LemonNation,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9963,2017-03-18,Team Liquid,Phoenix1,blue,Lourlo • Reignover • Piglet • Doublelift • Matt,zig • Meteos • Ryu • Arrow • Stunt
9962,2017-03-18,Team SoloMid,FlyQuest,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Balls • Moon • Hai • Altec • LemonNation
9961,2017-03-18,Phoenix1,Team Liquid,red,zig • Meteos • Ryu • Arrow • Stunt,Lourlo • Reignover • Piglet • Doublelift • Adrian
9960,2017-03-18,FlyQuest,Team SoloMid,red,Balls • Moon • Hai • Altec • LemonNation,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9959,2017-03-18,Team Dignitas,Team EnVyUs,red,Ssumday • Chaser • Keane • LOD • Xpecial,Seraph • LirA • Ninja • Apollo • Hakuho
9958,2017-03-18,Immortals,Cloud9,red,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Impact • Contractz • Jensen • Sneaky • Smoothie
9957,2017-03-18,Team EnVyUs,Team Dignitas,red,Seraph • LirA • Ninja • Apollo • Hakuho,Ssumday • Chaser • Keane • LOD • Xpecial
9956,2017-03-18,Cloud9,Immortals,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9955,2017-03-18,Immortals,Cloud9,red,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Impact • Contractz • Jensen • Sneaky • Smoothie
9954,2017-03-18,Team Dignitas,Team EnVyUs,red,Ssumday • Chaser • Keane • LOD • Xpecial,Seraph • LirA • Ninja • Apollo • Hakuho
9953,2017-03-17,Echo Fox,Counter Logic Gaming,blue,Looper • Akaadian • Froggen • Keith • Gate,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9952,2017-03-17,Counter Logic Gaming,Echo Fox,red,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Looper • Akaadian • Froggen • Keith • Gate
9951,2017-03-17,Team Dignitas,Team Liquid,red,Ssumday • Chaser • Keane • LOD • Xpecial,Lourlo • Reignover • Piglet • Doublelift • Adrian
9950,2017-03-17,Team Liquid,Team Dignitas,blue,Lourlo • Reignover • Piglet • Doublelift • Adrian,Ssumday • Chaser • Keane • LOD • Xpecial
9949,2017-03-12,Team EnVyUs,Team Liquid,blue,Seraph • LirA • Ninja • Apollo • Hakuho,Lourlo • Reignover • Piglet • Doublelift • Matt
9948,2017-03-12,Team SoloMid,Immortals,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9947,2017-03-12,Team Liquid,Team EnVyUs,blue,Lourlo • Reignover • Piglet • Doublelift • Matt,Seraph • LirA • Ninja • Apollo • Hakuho
9946,2017-03-12,Immortals,Team SoloMid,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9945,2017-03-12,Team EnVyUs,Team Liquid,blue,Seraph • LirA • Ninja • Apollo • Hakuho,Lourlo • Reignover • Piglet • Doublelift • Matt
9944,2017-03-12,Team SoloMid,Immortals,blue,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9943,2017-03-12,Team Dignitas,Echo Fox,red,Ssumday • Chaser • Keane • LOD • Xpecial,Looper • Akaadian • Froggen • Keith • Gate
9942,2017-03-12,Cloud9,Counter Logic Gaming,blue,Ray • Contractz • Jensen • Sneaky • Smoothie,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9941,2017-03-12,Echo Fox,Team Dignitas,blue,Looper • Akaadian • Froggen • Keith • Gate,Ssumday • Chaser • Keane • LOD • Xpecial
9940,2017-03-12,Counter Logic Gaming,Cloud9,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Ray • Contractz • Jensen • Sneaky • Smoothie
9939,2017-03-12,Cloud9,Counter Logic Gaming,blue,Impact • Contractz • Jensen • Sneaky • Smoothie,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9938,2017-03-12,Team Dignitas,Echo Fox,blue,Ssumday • Chaser • Keane • LOD • Xpecial,Looper • Akaadian • Froggen • Keith • Gate
9937,2017-03-11,Phoenix1,Echo Fox,red,zig • Inori • Ryu • Arrow • Stunt,Looper • Akaadian • Froggen • Keith • Gate
9936,2017-03-11,FlyQuest,Immortals,blue,Balls • Moon • Hai • Altec • LemonNation,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9935,2017-03-11,Echo Fox,Phoenix1,blue,Looper • Akaadian • Froggen • Keith • Gate,zig • Meteos • Ryu • Arrow • Stunt
9934,2017-03-11,Immortals,FlyQuest,red,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Balls • Moon • Hai • Altec • LemonNation
9933,2017-03-11,Team SoloMid,Team EnVyUs,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Seraph • LirA • Ninja • Apollo • Hakuho
9932,2017-03-11,Team EnVyUs,Team SoloMid,blue,Seraph • LirA • Ninja • Apollo • Hakuho,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9931,2017-03-11,Counter Logic Gaming,Team Dignitas,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Ssumday • Chaser • Keane • LOD • Xpecial
9930,2017-03-11,Team SoloMid,Team EnVyUs,blue,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Seraph • LirA • Ninja • Apollo • Hakuho
9929,2017-03-11,Team Dignitas,Counter Logic Gaming,red,Ssumday • Chaser • Keane • LOD • Xpecial,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9928,2017-03-11,FlyQuest,Phoenix1,blue,Balls • Moon • Hai • Altec • LemonNation,zig • Meteos • Ryu • Arrow • Stunt
9927,2017-03-11,Phoenix1,FlyQuest,red,zig • Meteos • Ryu • Arrow • Stunt,Balls • Moon • Hai • Altec • LemonNation
9926,2017-03-10,Team Liquid,Cloud9,blue,Lourlo • Reignover • Piglet • Doublelift • Matt,Ray • Contractz • Jensen • Sneaky • Smoothie
9925,2017-03-10,Cloud9,Team Liquid,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Lourlo • Reignover • Piglet • Doublelift • Matt
9924,2017-03-06,Team EnVyUs,Immortals,red,Seraph • LirA • Ninja • Apollo • Hakuho,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9923,2017-03-05,Immortals,Team EnVyUs,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Seraph • LirA • Ninja • Apollo • Hakuho
9922,2017-03-05,Cloud9,FlyQuest,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Balls • Moon • Hai • Altec • LemonNation
9921,2017-03-05,Team EnVyUs,Immortals,blue,Seraph • LirA • Ninja • Apollo • Hakuho,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9920,2017-03-05,Team Liquid,Echo Fox,blue,Lourlo • Reignover • Piglet • Youngbin • Matt,Looper • Akaadian • Froggen • Keith • Gate
9919,2017-03-05,FlyQuest,Cloud9,blue,Balls • Moon • Hai • Altec • LemonNation,Impact • Contractz • Jensen • Sneaky • Smoothie
9918,2017-03-05,Team Dignitas,Team SoloMid,blue,Ssumday • Chaser • Keane • LOD • Xpecial,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9917,2017-03-05,Echo Fox,Team Liquid,blue,Looper • Akaadian • Froggen • Keith • Gate,Lourlo • Reignover • Piglet • Youngbin • Matt
9916,2017-03-05,Team SoloMid,Team Dignitas,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Ssumday • Chaser • Keane • LOD • Xpecial
9915,2017-03-05,Team Liquid,Echo Fox,blue,Lourlo • Reignover • Piglet • Youngbin • Matt,Looper • Akaadian • Froggen • Keith • Gate
9914,2017-03-05,Team Dignitas,Phoenix1,blue,Ssumday • Chaser • Keane • LOD • Xpecial,zig • Meteos • Ryu • Arrow • Adrian
9913,2017-03-04,Phoenix1,Team Dignitas,blue,zig • Meteos • Ryu • Arrow • Adrian,Ssumday • Chaser • Keane • LOD • Xpecial
9912,2017-03-04,Team SoloMid,Counter Logic Gaming,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9911,2017-03-04,Team Dignitas,Phoenix1,blue,Ssumday • Chaser • Keane • LOD • Xpecial,zig • Meteos • Ryu • Arrow • Adrian
9910,2017-03-04,Counter Logic Gaming,Team SoloMid,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9909,2017-03-04,Team EnVyUs,FlyQuest,blue,Seraph • LirA • Ninja • Apollo • Hakuho,Balls • Moon • Hai • Altec • LemonNation
9908,2017-03-04,Echo Fox,Cloud9,blue,Looper • Akaadian • Froggen • Keith • Gate,Impact • Contractz • Jensen • Sneaky • Smoothie
9907,2017-03-04,FlyQuest,Team EnVyUs,blue,Balls • Moon • Hai • Altec • LemonNation,Seraph • LirA • Ninja • Apollo • Hakuho
9906,2017-03-04,Cloud9,Echo Fox,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Looper • Akaadian • Froggen • Keith • Gate
9905,2017-03-04,Team EnVyUs,FlyQuest,blue,Seraph • LirA • Ninja • Apollo • Hakuho,Balls • Moon • Hai • Altec • LemonNation
9904,2017-03-04,Counter Logic Gaming,Phoenix1,red,Darshan • Xmithie • Huhi • Stixxay • aphromoo,zig • Meteos • Ryu • Arrow • Adrian
9903,2017-03-04,Phoenix1,Counter Logic Gaming,blue,zig • Meteos • Ryu • Arrow • Adrian,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9902,2017-03-04,Counter Logic Gaming,Phoenix1,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,zig • Meteos • Ryu • Arrow • Adrian
9901,2017-03-04,Team Liquid,Immortals,red,Lourlo • Reignover • Piglet • Youngbin • Matt,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9900,2017-03-03,Immortals,Team Liquid,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Lourlo • Reignover • Piglet • Youngbin • Matt
9899,2017-03-03,Team Liquid,Immortals,blue,Lourlo • Reignover • Piglet • Youngbin • Matt,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9898,2017-02-19,Phoenix1,Cloud9,red,zig • Meteos • Ryu • Arrow • Adrian,Ray • Contractz • Jensen • Sneaky • Smoothie
9897,2017-02-19,Counter Logic Gaming,Team Liquid,red,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Lourlo • Reignover • Goldenglue • Piglet • Matt
9896,2017-02-19,Cloud9,Phoenix1,blue,Impact • Contractz • Jensen • Sneaky • Smoothie,zig • Meteos • Ryu • Arrow • Adrian
9895,2017-02-19,Team Liquid,Counter Logic Gaming,blue,Lourlo • Reignover • Goldenglue • Piglet • Matt,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9894,2017-02-19,Team SoloMid,FlyQuest,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Balls • Moon • Hai • Altec • LemonNation
9893,2017-02-19,Counter Logic Gaming,Team Liquid,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Lourlo • Reignover • Goldenglue • Piglet • Matt
9892,2017-02-19,Immortals,Echo Fox,red,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Looper • Akaadian • Froggen • Keith • Gate
9891,2017-02-19,FlyQuest,Team SoloMid,red,Balls • Moon • Hai • Altec • LemonNation,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9890,2017-02-19,Team SoloMid,FlyQuest,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Balls • Moon • Hai • Altec • LemonNation
9889,2017-02-19,Echo Fox,Immortals,blue,Looper • Akaadian • Froggen • Keith • Gate,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9888,2017-02-19,Team SoloMid,Cloud9,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Impact • Contractz • Jensen • Sneaky • Smoothie
9887,2017-02-18,Team EnVyUs,Echo Fox,red,Seraph • LirA • Ninja • Apollo • Hakuho,Looper • Akaadian • Froggen • Keith • Gate
9886,2017-02-18,Cloud9,Team SoloMid,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9885,2017-02-18,Echo Fox,Team EnVyUs,blue,Looper • Akaadian • Froggen • Keith • Gate,Seraph • LirA • Ninja • Apollo • Hakuho
9884,2017-02-18,Team SoloMid,Cloud9,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Impact • Contractz • Jensen • Sneaky • Smoothie
9883,2017-02-18,Team Dignitas,Team Liquid,red,Ssumday • Chaser • Keane • LOD • Xpecial,Lourlo • Reignover • Goldenglue • Piglet • Matt
9882,2017-02-18,Immortals,Counter Logic Gaming,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9881,2017-02-18,Team Liquid,Team Dignitas,blue,Lourlo • Reignover • Goldenglue • Piglet • Matt,Ssumday • Chaser • Keane • LOD • Xpecial
9880,2017-02-18,Counter Logic Gaming,Immortals,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9879,2017-02-18,Immortals,Counter Logic Gaming,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9878,2017-02-18,Team Dignitas,Team Liquid,blue,Ssumday • Chaser • Keane • LOD • Stunt,Lourlo • Reignover • Goldenglue • Piglet • Matt
9877,2017-02-18,Team EnVyUs,Phoenix1,blue,Seraph • LirA • Ninja • Apollo • Hakuho,zig • Meteos • Ryu • Arrow • Adrian
9876,2017-02-18,Phoenix1,Team EnVyUs,red,zig • Meteos • Ryu • Arrow • Adrian,Seraph • LirA • Ninja • Apollo • Hakuho
9875,2017-02-17,Team Dignitas,FlyQuest,red,Ssumday • Chaser • Keane • LOD • Xpecial,Balls • Moon • Hai • Altec • LemonNation
9874,2017-02-17,FlyQuest,Team Dignitas,blue,Balls • Moon • Hai • Altec • LemonNation,Ssumday • Chaser • Keane • LOD • Xpecial
9873,2017-02-13,Cloud9,FlyQuest,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Balls • Moon • Hai • Altec • LemonNation
9872,2017-02-13,FlyQuest,Cloud9,red,Balls • Moon • Hai • Altec • LemonNation,Impact • Contractz • Jensen • Sneaky • Smoothie
9871,2017-02-12,Cloud9,FlyQuest,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Balls • Moon • Hai • Altec • LemonNation
9870,2017-02-12,Team Dignitas,Team EnVyUs,red,Ssumday • Chaser • Keane • LOD • Stunt,Seraph • LirA • Ninja • Apollo • Hakuho
9869,2017-02-12,Phoenix1,Counter Logic Gaming,blue,zig • Inori • Ryu • Arrow • Adrian,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9868,2017-02-12,Team EnVyUs,Team Dignitas,blue,Seraph • LirA • Ninja • Apollo • Hakuho,Ssumday • Chaser • Keane • LOD • Stunt
9867,2017-02-12,Counter Logic Gaming,Phoenix1,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,zig • Inori • Ryu • Arrow • Adrian
9866,2017-02-12,Echo Fox,Team SoloMid,red,Looper • Akaadian • Froggen • Keith • Gate,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9865,2017-02-12,Phoenix1,Counter Logic Gaming,blue,zig • Inori • Ryu • Arrow • Adrian,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9864,2017-02-12,Team SoloMid,Echo Fox,blue,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Looper • Akaadian • Froggen • Keith • Gate
9863,2017-02-11,Team Liquid,Immortals,blue,Lourlo • Reignover • Goldenglue • Piglet • Matt,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9862,2017-02-11,Team SoloMid,Team EnVyUs,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Seraph • LirA • Ninja • Apollo • Hakuho
9861,2017-02-11,Immortals,Team Liquid,red,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Lourlo • Reignover • Goldenglue • Piglet • Matt
9860,2017-02-11,Team EnVyUs,Team SoloMid,blue,Seraph • LirA • Ninja • Apollo • Hakuho,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9859,2017-02-11,Phoenix1,FlyQuest,blue,zig • Inori • Ryu • Arrow • Adrian,Balls • Moon • Hai • Altec • LemonNation
9858,2017-02-11,Counter Logic Gaming,Echo Fox,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Looper • Akaadian • Froggen • Keith • Gate
9857,2017-02-11,Echo Fox,Counter Logic Gaming,red,Looper • Akaadian • Froggen • Keith • Gate,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9856,2017-02-11,FlyQuest,Phoenix1,red,Balls • Moon • Hai • Altec • LemonNation,zig • Inori • Ryu • Arrow • Adrian
9855,2017-02-11,Immortals,Team Dignitas,red,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Ssumday • Chaser • Keane • LOD • Xpecial
9854,2017-02-11,Team Dignitas,Immortals,blue,Ssumday • Chaser • Keane • LOD • Xpecial,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9853,2017-02-11,Team Liquid,Cloud9,blue,Lourlo • Reignover • Goldenglue • Piglet • Matt,Impact • Contractz • Jensen • Sneaky • Smoothie
9852,2017-02-11,Cloud9,Team Liquid,blue,Ray • Contractz • Jensen • Sneaky • Smoothie,Lourlo • Reignover • Goldenglue • Piglet • Matt
9851,2017-02-10,Team Liquid,Cloud9,blue,Lourlo • Reignover • Goldenglue • Piglet • Matt,Ray • Contractz • Jensen • Sneaky • Smoothie
9850,2017-02-06,Immortals,FlyQuest,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Balls • Moon • Hai • Altec • LemonNation
9849,2017-02-05,Cloud9,Echo Fox,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Looper • Akaadian • Froggen • Keith • Gate
9848,2017-02-05,FlyQuest,Immortals,red,Balls • Moon • Hai • Altec • LemonNation,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9847,2017-02-05,Echo Fox,Cloud9,blue,Looper • Akaadian • Froggen • Keith • Gate,Impact • Contractz • Jensen • Sneaky • Smoothie
9846,2017-02-05,Team SoloMid,Phoenix1,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,zig • Inori • Ryu • Arrow • Adrian
9845,2017-02-05,Team Dignitas,Counter Logic Gaming,blue,Ssumday • Chaser • Keane • LOD • Xpecial,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9844,2017-02-05,Phoenix1,Team SoloMid,blue,zig • Inori • Ryu • Arrow • Adrian,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9843,2017-02-05,Team SoloMid,Phoenix1,blue,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,zig • Inori • Ryu • Arrow • Adrian
9842,2017-02-05,Counter Logic Gaming,Team Dignitas,red,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Ssumday • Chaser • Keane • LOD • Xpecial
9841,2017-02-05,Echo Fox,Team Liquid,blue,Looper • Akaadian • Froggen • Keith • Gate,Lourlo • Reignover • Goldenglue • Piglet • Matt
9840,2017-02-04,Team Liquid,Echo Fox,red,Lourlo • Reignover • Goldenglue • Piglet • Matt,Looper • Akaadian • Froggen • Keith • Gate
9839,2017-02-04,Cloud9,Team EnVyUs,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Seraph • LirA • Ninja • Apollo • Hakuho
9838,2017-02-04,Echo Fox,Team Liquid,red,Looper • Akaadian • Froggen • Keith • Gate,Lourlo • Reignover • Goldenglue • Piglet • Matt
9837,2017-02-04,Team EnVyUs,Cloud9,blue,Seraph • LirA • Ninja • Apollo • Hakuho,Impact • Contractz • Jensen • Sneaky • Smoothie
9836,2017-02-04,Team SoloMid,Counter Logic Gaming,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9835,2017-02-04,FlyQuest,Team Dignitas,red,Balls • Moon • Hai • Altec • LemonNation,Ssumday • Chaser • Keane • LOD • Xpecial
9834,2017-02-04,Counter Logic Gaming,Team SoloMid,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9833,2017-02-04,Team SoloMid,Counter Logic Gaming,blue,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9832,2017-02-04,Team Dignitas,FlyQuest,blue,Ssumday • Chaser • Keane • LOD • Xpecial,Balls • Moon • Hai • Altec • LemonNation
9831,2017-02-04,Team EnVyUs,Team Liquid,red,Seraph • LirA • Ninja • Apollo • Hakuho,Lourlo • Reignover • Goldenglue • Piglet • Matt
9830,2017-02-04,Team Liquid,Team EnVyUs,blue,Lourlo • Reignover • Goldenglue • Piglet • Matt,Seraph • LirA • Ninja • Apollo • Hakuho
9829,2017-02-04,Immortals,Phoenix1,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,zig • Inori • Ryu • Arrow • Adrian
9828,2017-02-03,Phoenix1,Immortals,red,zig • Inori • Ryu • Arrow • Adrian,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9827,2017-01-30,Counter Logic Gaming,Cloud9,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Impact • Contractz • Jensen • Sneaky • Smoothie
9826,2017-01-29,Immortals,Team EnVyUs,red,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Seraph • LirA • Ninja • Apollo • Hakuho
9825,2017-01-29,Cloud9,Counter Logic Gaming,blue,Impact • Contractz • Jensen • Sneaky • Smoothie,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9824,2017-01-29,Team EnVyUs,Immortals,blue,Seraph • LirA • Ninja • Apollo • Hakuho,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9823,2017-01-29,Counter Logic Gaming,Cloud9,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Impact • Contractz • Jensen • Sneaky • Smoothie
9822,2017-01-29,Immortals,Team EnVyUs,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Seraph • LirA • Ninja • Apollo • Hakuho
9821,2017-01-29,FlyQuest,Echo Fox,blue,Balls • Moon • Hai • Altec • LemonNation,Looper • Akaadian • Froggen • Keith • Gate
9820,2017-01-29,Phoenix1,Team Liquid,red,zig • Inori • Ryu • Arrow • Adrian,Lourlo • Reignover • Goldenglue • Piglet • Matt
9819,2017-01-29,Echo Fox,FlyQuest,blue,Looper • Akaadian • Froggen • Keith • Gate,Balls • Moon • Hai • Altec • LemonNation
9818,2017-01-29,Team Liquid,Phoenix1,blue,Lourlo • Reignover • Goldenglue • Piglet • Matt,zig • Inori • Ryu • Arrow • Adrian
9817,2017-01-29,FlyQuest,Echo Fox,blue,Balls • Moon • Hai • Altec • LemonNation,Looper • Akaadian • Froggen • Keith • Gate
9816,2017-01-28,Team Liquid,Team SoloMid,blue,Lourlo • Reignover • Goldenglue • Piglet • Matt,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9815,2017-01-28,Echo Fox,Team Dignitas,red,Looper • Akaadian • Froggen • Keith • Gate,Ssumday • Chaser • Keane • LOD • Xpecial
9814,2017-01-28,Team SoloMid,Team Liquid,blue,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Lourlo • Reignover • Goldenglue • Piglet • Matt
9813,2017-01-28,Team Dignitas,Echo Fox,blue,Ssumday • Chaser • Keane • LOD • Xpecial,Looper • Akaadian • Froggen • Keith • Gate
9812,2017-01-28,Echo Fox,Team Dignitas,blue,Looper • Akaadian • Froggen • Keith • Gate,Ssumday • Chaser • Keane • LOD • Xpecial
9811,2017-01-28,Team Liquid,Team SoloMid,blue,Lourlo • Reignover • Goldenglue • Piglet • Matt,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9810,2017-01-28,Phoenix1,Team EnVyUs,red,zig • Inori • Ryu • Arrow • Adrian,Seraph • LirA • Ninja • Apollo • Hakuho
9809,2017-01-28,Immortals,Cloud9,blue,Flame • Dardoch • Pobelter • Cody Sun • Olleh,Impact • Contractz • Jensen • Sneaky • Smoothie
9808,2017-01-28,Cloud9,Immortals,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Flame • Dardoch • Pobelter • Cody Sun • Olleh
9807,2017-01-28,Team EnVyUs,Phoenix1,blue,Seraph • LirA • Ninja • Apollo • Hakuho,zig • Inori • Ryu • Arrow • Adrian
9806,2017-01-28,Team Dignitas,Team SoloMid,blue,Ssumday • Chaser • Keane • LOD • Xpecial,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9805,2017-01-28,Team SoloMid,Team Dignitas,red,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost,Ssumday • Chaser • Keane • LOD • Xpecial
9804,2017-01-28,Team Dignitas,Team SoloMid,red,Ssumday • Chaser • Keane • LOD • Xpecial,Hauntzer • Svenskeren • Bjergsen • WildTurtle • Biofrost
9803,2017-01-27,FlyQuest,Counter Logic Gaming,red,Balls • Moon • Hai • Altec • LemonNation,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9802,2017-01-27,Counter Logic Gaming,FlyQuest,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Balls • Moon • Hai • Altec • LemonNation
9801,2017-01-23,Cloud9,Team Dignitas,red,Impact • Contractz • Jensen • Sneaky • Smoothie,Ssumday • Chaser • Keane • LOD • Xpecial
9800,2017-01-23,Team Dignitas,Cloud9,red,Ssumday • Chaser • Keane • LOD • Xpecial,Ray • Contractz • Jensen • Sneaky • Smoothie
9799,2017-01-23,FlyQuest,Team Liquid,red,Balls • Moon • Hai • Altec • LemonNation,Lourlo • Reignover • Goldenglue • Piglet • Matt
