gameIndex,Date,Red,Blue,Win,RRoster,BRoster
9969,2014-03-19,Singapore Sentinels,ahq e-Sports Club,blue,BeNw • DDan • Chawy • KRYONICS • HaRleLuYaR,Prydz • Naz • westdoor • GarnetDevil • GreenTea
9968,2014-03-19,ahq e-Sports Club,Singapore Sentinels,red,Prydz • Naz • westdoor • GarnetDevil • GreenTea,BeNw • DDan • Chawy • KRYONICS • HaRleLuYaR
9967,2014-03-19,Singapore Sentinels,ahq e-Sports Club,blue,BeNw • DDan • Chawy • KRYONICS • Kailing,Prydz • Naz • westdoor • GarnetDevil • GreenTea
9966,2014-03-14,Imperium Pro Team,Taipei Snipers,blue,Rebengga • Hero • Light • Fear • Shadow,Zonda • Winds • OhReal • GoDJJ • Awei
9965,2014-03-14,ahq e-Sports Club,Saigon Jokers,blue,Prydz • Naz • westdoor • GarnetDevil • GreenTea,QTV • Safety • Optimus • Archie • Junie
9964,2014-03-13,Taipei Snipers,Saigon Jokers,red,Zonda • Winds • OhReal • GoDJJ • Awei,QTV • Safety • Optimus • Archie • Junie
9963,2014-03-13,Insidious Gaming Exile,Bangkok Titans,red,BBTY • windowlicka • ShinYa • CrazyPine • Vera,QaiZer • NdD • InTreso • Lloyd • WarL0cK
9962,2014-03-12,Insidious Gaming Exile,Saigon Jokers,blue,BBTY • windowlicka • ShinYa • CrazyPine • Vera,QTV • Safety • Optimus • Archie • Junie
9961,2014-03-12,Saigon Jokers,Imperium Pro Team,red,QTV • Safety • Optimus • Archie • Junie,Rebengga • Hero • Light • Fear • Shadow
9960,2014-03-07,ahq e-Sports Club,Insidious Gaming Exile,red,Prydz • Naz • westdoor • GarnetDevil • GreenTea,BBTY • windowlicka • ShinYa • CrazyPine • Vera
9959,2014-03-07,Bangkok Titans,Taipei Snipers,blue,QaiZer • NdD • InTreso • Lloyd • WarL0cK,Zonda • Winds • OhReal • GoDJJ • Awei
9958,2014-03-06,Taipei Snipers,Insidious Gaming Exile,red,Zonda • Winds • OhReal • GoDJJ • Awei,BBTY • windowlicka • ShinYa • CrazyPine • Vera
9957,2014-03-06,Bangkok Titans,Imperium Pro Team,red,QaiZer • NdD • InTreso • Lloyd • WarL0cK,Rebengga • Hero • Light • Fear • Shadow
9956,2014-03-05,Imperium Pro Team,ahq e-Sports Club,blue,Hero • Rebengga • Light • Fear • Shadow,Prydz • Naz • westdoor • GarnetDevil • GreenTea
9955,2014-03-05,Bangkok Titans,ahq e-Sports Club,blue,QaiZer • NdD • InTreso • Lloyd • WarL0cK,Prydz • Naz • westdoor • GarnetDevil • GreenTea
9954,2014-03-05,Imperium Pro Team,Bangkok Titans,blue,Hero • Rebengga • Light • Fear • Hatred,QaiZer • NdD • InTreso • Lloyd • WarL0cK
9953,2014-02-28,Imperium Pro Team,Insidious Gaming Exile,blue,Hero • Rebengga • Light • Fear • Hatred,BBTY • windowlicka • ShinYa • CrazyPine • Vera
9952,2014-02-28,Saigon Jokers,Bangkok Titans,red,QTV • Safety • Lovida • Archie • Junie,QaiZer • WarL0cK • InTreso • Lloyd • NdD
9951,2014-02-27,Taipei Snipers,ahq e-Sports Club,blue,Zonda • Winds • OhReal • GoDJJ • Awei,Prydz • Naz • westdoor • GarnetDevil • GreenTea
9950,2014-02-27,Taipei Snipers,Imperium Pro Team,red,Zonda • Winds • OhReal • GoDJJ • Awei,Hero • Rebengga • Light • Fear • Hatred
9949,2014-02-26,Bangkok Titans,Insidious Gaming Exile,blue,QaiZer • NdD • InTreso • Lloyd • WarL0cK,BBTY • windowlicka • ShinYa • CrazyPine • Vera
9948,2014-02-26,Saigon Jokers,ahq e-Sports Club,blue,QTV • Safety • Optimus • Archie • Junie,Prydz • Naz • westdoor • GarnetDevil • GreenTea
9947,2014-02-21,Taipei Snipers,Bangkok Titans,red,Zonda • Winds • OhReal • GoDJJ • Awei,QaiZer • NdD • InTreso • Lloyd • WarL0cK
9946,2014-02-21,Saigon Jokers,Insidious Gaming Exile,red,QTV • Safety • Optimus • Archie • Junie,Zappy • windowlicka • ShinYa • CrazyPine • Vera
9945,2014-02-20,ahq e-Sports Club,Imperium Pro Team,red,Prydz • Naz • westdoor • GarnetDevil • GreenTea,Hero • Rebengga • Light • Fear • Hatred
9944,2014-02-20,Insidious Gaming Exile,ahq e-Sports Club,blue,BBTY • windowlicka • ShinYa • CrazyPine • Vera,Prydz • Naz • westdoor • GarnetDevil • GreenTea
9943,2014-02-19,Saigon Jokers,Taipei Snipers,blue,QTV • Safety • Optimus • Archie • Junie,Zonda • Winds • OhReal • GoDJJ • Awei
9942,2014-02-14,Manila Eagles,yoe Flash Wolves,blue,Yukz • Knut • Chock • H4T3 • Tgee,Steak • Mountain • REFRA1N • NL • SwordArt
9941,2014-02-14,ahq e-Sports Club,Bangkok Titans,red,Prydz • Naz • westdoor • GarnetDevil • GreenTea,WarL0cK • NdD • InTreso • Lloyd • SKLz
9940,2014-02-13,Saigon Fantastic Five,Singapore Sentinels,red,GoNy • Jungleology • NIXWATER • MinaS • Vigoss,BeNw • DDan • Chawy • KRYONICS • HaRleLuYaR
9939,2014-02-13,Manila Eagles,Saigon Fantastic Five,blue,Yukz • Knut • Chock • H4T3 • Tgee,GoNy • Jungleology • NIXWATER • MinaS • Vigoss
9938,2014-02-12,Insidious Gaming Exile,Taipei Snipers,blue,BBTY • windowlicka • ShinYa • CrazyPine • Vera,Zonda • Winds • OhReal • GoDJJ • Awei
9937,2014-02-12,Bangkok Titans,Saigon Jokers,blue,WarL0cK • NdD • InTreso • Lloyd • SKLz,QTV • Safety • Optimus • Archie • Junie
9936,2014-02-12,Imperium Pro Team,Saigon Jokers,blue,Hero • Rebengga • Light • Fear • Hatred,QTV • Safety • Optimus • Archie • Junie
9935,2014-02-12,ahq e-Sports Club,Taipei Snipers,red,Prydz • Naz • westdoor • GarnetDevil • GreenTea,Zonda • Winds • OhReal • GoDJJ • Awei
9934,2014-02-12,Insidious Gaming Exile,Imperium Pro Team,red,BBTY • windowlicka • ShinYa • CrazyPine • Vera,Hero • Rebengga • Light • Fear • Hatred
9933,2014-02-12,Taipei Assassins,yoe Flash Wolves,red,Achie • DinTer • Morning • bebe • Jay,Steak • Mountain • REFRA1N • NL • SwordArt
9997,2016-04-10,Saigon Jokers,Bangkok Titans,red,Row • Jinkey • Lovida • Celebrity • Tsu,Sek • 007x • G4 • Lloyd • Moss
9996,2016-04-10,Saigon Jokers,Bangkok Titans,red,Row • Jinkey • Lovida • Celebrity • Tsu,Sek • 007x • G4 • Lloyd • Moss
9995,2016-04-10,Saigon Jokers,Bangkok Titans,blue,Row • Jinkey • Lovida • Celebrity • Tsu,Sek • 007x • G4 • Lloyd • Moss
9994,2016-04-10,Saigon Jokers,Bangkok Titans,red,Row • Jinkey • Lovida • Celebrity • Tsu,Sek • 007x • G4 • Lloyd • Moss
9993,2016-04-09,Bangkok Titans,Kuala Lumpur Hunters,red,Sek • 007x • G4 • Lloyd • Moss,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior
9992,2016-04-09,Kuala Lumpur Hunters,Bangkok Titans,blue,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior,Sek • 007x • G4 • Lloyd • Moss
9991,2016-04-09,Kuala Lumpur Hunters,Bangkok Titans,blue,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior,Sek • 007x • G4 • Lloyd • Moss
9990,2016-04-09,Bangkok Titans,Kuala Lumpur Hunters,blue,Sek • 007x • G4 • Lloyd • Moss,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior
9989,2016-04-09,Saigon Jokers,Imperium Pro Team,red,Row • Jinkey • Lovida • Celebrity • Tsu,JLC • suEz • Light • H4T3 • Poysanity
9988,2016-04-09,Imperium Pro Team,Saigon Jokers,blue,JLC • suEz • Light • H4T3 • Poysanity,Row • Jinkey • Lovida • Celebrity • Tsu
9987,2016-04-09,Saigon Jokers,Imperium Pro Team,red,Row • Jinkey • Lovida • Celebrity • Tsu,JLC • suEz • Light • H4T3 • Poysanity
9986,2016-04-09,Imperium Pro Team,Saigon Jokers,red,JLC • suEz • Light • H4T3 • Poysanity,Row • Jinkey • Warzone • Celebrity • Tsu
9985,2016-04-08,Saigon Jokers,Team Rigel,red,Row • Jinkey • Lovida • Celebrity • Tsu,Revive • Zancazor • Arykelic • Mexilew • Arkane
9984,2016-04-08,Kuala Lumpur Hunters,Bangkok Titans,red,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior,InTres0 • 007x • G4 • Lloyd • Moss
9983,2016-04-08,Imperium Pro Team,Kanaya Gaming,red,JLC • suEz • Light • H4T3 • Poysanity,Oceans11 • Phoenix • Banana • TheChupper • Andre
9982,2016-04-07,Kuala Lumpur Hunters,Team Rigel,red,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior,Revive • Zancazor • PandaPaws • Mexilew • Arkane
9981,2016-04-07,Saigon Jokers,Kuala Lumpur Hunters,red,Row • Jinkey • Lovida • Celebrity • Tsu,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior
9980,2016-04-07,Imperium Pro Team,Saigon Jokers,red,JLC • suEz • Light • H4T3 • Poysanity,Row • Jinkey • Warzone • Celebrity • Tsu
9979,2016-04-07,Bangkok Titans,Imperium Pro Team,red,Sek • 007x • G4 • Lloyd • Moss,JLC • suEz • Light • H4T3 • Poysanity
9978,2016-04-07,Kanaya Gaming,Bangkok Titans,blue,rubeN • Phoenix • Banana • TheChupper • Andre,InTreso • 007x • G4 • Lloyd • Moss
9977,2016-04-07,Team Rigel,Kanaya Gaming,red,Revive • Zancazor • PandaPaws • Mexilew • Arkane,Oceans11 • Phoenix • Banana • TheChupper • Andre
9976,2016-04-06,Saigon Jokers,Kanaya Gaming,red,Row • Jinkey • Lovida • Celebrity • Tsu,rubeN • Phoenix • Banana • TheChupper • Andre
9975,2016-04-06,Kanaya Gaming,Kuala Lumpur Hunters,blue,Oceans11 • Phoenix • Banana • TheChupper • Andre,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior
9974,2016-04-06,Kuala Lumpur Hunters,Imperium Pro Team,blue,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior,JLC • suEz • Light • H4T3 • Poysanity
9973,2016-04-06,Imperium Pro Team,Team Rigel,red,JLC • suEz • Light • H4T3 • Poysanity,Revive • Zancazor • PandaPaws • Mexilew • Arkane
9972,2016-04-06,Team Rigel,Bangkok Titans,blue,Revive • Zancazor • Arykelic • Mexilew • Arkane,Sek • 007x • G4 • Lloyd • Moss
9971,2016-04-06,Bangkok Titans,Saigon Jokers,red,InTreso • 007x • G4 • Lloyd • Moss,Row • Jinkey • Lovida • Celebrity • Tsu
9997,2016-08-14,Saigon Jokers,Bangkok Titans,red,Row • HanYiAnnn • Warzone • Celebrity • Tsu,InTreso • SekK • G4 • Lloyd • Whatthejes
9996,2016-08-14,Saigon Jokers,Bangkok Titans,blue,Row • HanYiAnnn • Lovida • Celebrity • Tsu,InTreso • SekK • G4 • Lloyd • Whatthejes
9995,2016-08-14,Saigon Jokers,Bangkok Titans,red,Row • HanYiAnnn • Warzone • Celebrity • Tsu,InTreso • SekK • G4 • Lloyd • Whatthejes
9994,2016-08-14,Saigon Jokers,Bangkok Titans,red,Row • HanYiAnnn • Warzone • Celebrity • Tsu,InTreso • SekK • G4 • Lloyd • Whatthejes
9993,2016-08-14,Saigon Jokers,Bangkok Titans,blue,Row • HanYiAnnn • Lovida • Celebrity • Tsu,InTreso • SekK • G4 • Lloyd • Whatthejes
9992,2016-08-13,Saigon Jokers,Vestigial,red,Row • HanYiAnnn • Warzone • Celebrity • Tsu,ly4ly4ly4 • BBTY • Arykelic • Mexilew • Kra
9991,2016-08-13,Vestigial,Saigon Jokers,blue,ly4ly4ly4 • BBTY • Arykelic • Mexilew • Kra,Row • HanYiAnnn • Lovida • Celebrity • Tsu
9990,2016-08-13,Saigon Jokers,Vestigial,red,Row • HanYiAnnn • Lovida • Celebrity • Tsu,ly4ly4ly4 • BBTY • Arykelic • Mexilew • Kra
9989,2016-08-13,Bangkok Titans,Kuala Lumpur Hunters,red,InTreso • SekK • G4 • Lloyd • Whatthejes,13Ghost • QaspieL • OzoraVeki • CO4 • SOUPerior
9988,2016-08-13,Bangkok Titans,Kuala Lumpur Hunters,red,InTreso • SekK • G4 • Lloyd • Whatthejes,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior
9987,2016-08-13,Bangkok Titans,Kuala Lumpur Hunters,red,InTreso • SekK • G4 • Lloyd • Whatthejes,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior
9986,2016-08-10,Bangkok Titans,Kuala Lumpur Hunters,red,InTreso • SekK • G4 • Lloyd • Whatthejes,13Ghost • QaspieL • OzoraVeki • CO4 • SOUPerior
9985,2016-08-10,Vestigial,Bangkok Titans,blue,ly4ly4ly4 • BBTY • Arykelic • Mexilew • Kra,InTreso • SekK • G4 • Lloyd • Whatthejes
9984,2016-08-10,Vestigial,Kuala Lumpur Hunters,blue,ly4ly4ly4 • BBTY • Arykelic • Mexilew • Kra,13Ghost • QaspieL • OzoraVeki • CO4 • SOUPerior
9983,2016-08-10,Kuala Lumpur Hunters,Saigon Jokers,blue,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior,Row • HanYiAnnn • Warzone • Celebrity • Tsu
9982,2016-08-10,Vestigial,Acclaim EmpireX,red,ly4ly4ly4 • BBTY • Arykelic • Mexilew • Kra,Kanon • Tamsu • KarlCulated • Jenvi • EndlessACE
9981,2016-08-10,Kanaya Gaming,Bangkok Titans,blue,rubeN • Oceans11 • Pokka • TheChupper • Andree,InTreso • SekK • G4 • Lloyd • Whatthejes
9980,2016-08-09,Bangkok Titans,Saigon Jokers,red,InTreso • SekK • G4 • Lloyd • Whatthejes,Row • HanYiAnnn • Warzone • Celebrity • Tsu
9979,2016-08-09,Kuala Lumpur Hunters,Vestigial,red,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior,ly4ly4ly4 • BBTY • Arykelic • Mexilew • Kra
9978,2016-08-09,Acclaim EmpireX,Kanaya Gaming,red,Kanon • Tamsu • KarlCulated • Jenvi • EndlessACE,rubeN • Oceans11 • Pokka • TheChupper • Andree
9977,2016-08-09,Kuala Lumpur Hunters,Bangkok Titans,blue,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior,InTreso • SekK • G4 • Lloyd • Whatthejes
9976,2016-08-09,Saigon Jokers,Acclaim EmpireX,red,Row • HanYiAnnn • Lovida • Celebrity • Tsu,Kanon • Tamsu • KarlCulated • Jenvi • EndlessACE
9975,2016-08-09,Vestigial,Kanaya Gaming,red,ly4ly4ly4 • BBTY • Arykelic • Mexilew • Kra,rubeN • Oceans11 • Pokka • TheChupper • Andree
9974,2016-08-08,Acclaim EmpireX,Kuala Lumpur Hunters,blue,Kanon • Tamsu • KarlCulated • Jenvi • EndlessACE,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior
9973,2016-08-08,Bangkok Titans,Vestigial,blue,InTreso • SekK • G4 • Lloyd • Whatthejes,ly4ly4ly4 • BBTY • Arykelic • Mexilew • Kra
9972,2016-08-08,Saigon Jokers,Kanaya Gaming,red,Row • HanYiAnnn • Warzone • Celebrity • Tsu,rubeN • Oceans11 • Pokka • TheChupper • Andree
9971,2016-08-08,Bangkok Titans,Acclaim EmpireX,blue,InTreso • SekK • G4 • Lloyd • Whatthejes,Kanon • Tamsu • KarlCulated • Jenvi • EndlessACE
9970,2016-08-08,Kanaya Gaming,Kuala Lumpur Hunters,blue,rubeN • Oceans11 • Pokka • TheChupper • Andree,13Ghost • QaspieL • OzoraVeki • CoolKitty • SOUPerior
9969,2016-08-08,Saigon Jokers,Vestigial,red,Row • HanYiAnnn • Lovida • Celebrity • Tsu,ly4ly4ly4 • BBTY • Arykelic • Mexilew • Kra
9997,2017-04-16,GIGABYTE Marines,Ascension Gaming,red,Stark • Levi • Optimus • Slay • Archiee,Lloyd • Viper • G4 • NoWay • WarL0cK
9996,2017-04-16,Ascension Gaming,GIGABYTE Marines,blue,Lloyd • Viper • G4 • NoWay • WarL0cK,Stark • Levi • Optimus • Slay • Archiee
9995,2017-04-16,GIGABYTE Marines,Ascension Gaming,red,Stark • Levi • Optimus • Slay • Archiee,Lloyd • Viper • G4 • NoWay • WarL0cK
9994,2017-04-14,Kuala Lumpur Hunters,GIGABYTE Marines,blue,Shiro • Qaspiel • ArrHedge • CO4 • Bipolar,Stark • Levi • Optimus • Slay • Archiee
9993,2017-04-14,GIGABYTE Marines,Kuala Lumpur Hunters,red,Stark • Levi • Optimus • Slay • Archiee,Shiro • Qaspiel • ArrHedge • CO4 • Bipolar
9992,2017-04-14,Kuala Lumpur Hunters,GIGABYTE Marines,blue,Shiro • Qaspiel • ArrHedge • CO4 • Bipolar,Stark • Levi • Optimus • Slay • Archiee
9991,2017-04-14,GIGABYTE Marines,Kuala Lumpur Hunters,blue,Stark • Levi • Optimus • Slay • Archiee,Shiro • Qaspiel • ArrHedge • CO4 • Bipolar
9990,2017-04-14,GIGABYTE Marines,Kuala Lumpur Hunters,blue,Stark • Levi • Optimus • Slay • Archiee,Shiro • Qaspiel • ArrHedge • CO4 • Bipolar
9989,2017-04-14,Mineski,Ascension Gaming,blue,Kaigu • Hamezz • Exosen • Znsho • Tgee,Lloyd • Viper • G4 • NoWay • WarL0cK
9988,2017-04-14,Mineski,Ascension Gaming,red,Kaigu • Hamezz • Exosen • Znsho • Tgee,Lloyd • Viper • G4 • NoWay • WarL0cK
9987,2017-04-14,Mineski,Ascension Gaming,red,Kaigu • Hamezz • Exosen • Znsho • Tgee,Lloyd • Viper • G4 • NoWay • WarL0cK
9986,2017-04-14,Ascension Gaming,Mineski,red,Lloyd • Viper • G4 • NoWay • WarL0cK,Kaigu • Hamezz • Exosen • Znsho • Tgee
9985,2017-04-14,Mineski,Ascension Gaming,blue,Kaigu • Hamezz • Exosen • Znsho • Tgee,Lloyd • Viper • G4 • NoWay • WarL0cK
9984,2017-04-13,Fortius,Kuala Lumpur Hunters,blue,Square • MeoCon • Beyond • Chupper • Rofens,Shiro • Qaspiel • ArrHedge • CO4 • Bipolar
9983,2017-04-13,Mineski,Team Rigel,blue,Kaigu • Nickstah • Exosen • Znsho • Tgee,Revive • cyh • CraliX • Ciela • Arkane
9982,2017-04-13,Fortius,Mineski,blue,Square • MeoCon • Beyond • Chupper • Rofens,Kaigu • Hamezz • Exosen • Znsho • Tgee
9981,2017-04-13,Kuala Lumpur Hunters,Team Rigel,red,Shiro • Qaspiel • ArrHedge • CO4 • Bipolar,Revive • cyh • CraliX • Ciela • Arkane
9980,2017-04-13,Team Rigel,Fortius,red,Revive • cyh • CraliX • Ciela • Arkane,Square • MeoCon • Beyond • Chupper • Rofens
9979,2017-04-13,Kuala Lumpur Hunters,Mineski,blue,Shiro • Qaspiel • ArrHedge • CO4 • Bipolar,Kaigu • Hamezz • Exosen • Znsho • Tgee
9978,2017-04-12,Mineski,Kuala Lumpur Hunters,red,Kaigu • Hamezz • Exosen • Znsho • Tgee,Shiro • Qaspiel • ArrHedge • CO4 • Bipolar
9977,2017-04-12,Fortius,Team Rigel,red,Square • MeoCon • Beyond • Chupper • Rofens,Revive • cyh • CraliX • Ciela • Arkane
9976,2017-04-12,Team Rigel,Kuala Lumpur Hunters,blue,Revive • cyh • CraliX • Ciela • Arkane,Shiro • Qaspiel • ArrHedge • CO4 • Bipolar
9975,2017-04-12,Mineski,Fortius,blue,Kaigu • Nickstah • Exosen • Znsho • Tgee,Square • MeoCon • Beyond • Chupper • Rofens
9974,2017-04-12,Team Rigel,Mineski,blue,Revive • cyh • CraliX • Ciela • Arkane,Kaigu • Hamezz • Exosen • Znsho • Tgee
9973,2017-04-12,Kuala Lumpur Hunters,Fortius,red,Shiro • Qaspiel • ArrHedge • CO4 • Bipolar,Square • MeoCon • Beyond • Chupper • Rofens
9997,2015-12-20,Qiao Gu Reapers,ESC Ever,blue,V • Swift • Doinb • TnT • TcT,Crazy • Ares • Athena • Loken • Key
9996,2015-12-20,Qiao Gu Reapers,ESC Ever,red,V • Swift • Doinb • TnT • TcT,Crazy • Ares • Athena • Loken • Key
9995,2015-12-20,ESC Ever,Qiao Gu Reapers,red,Crazy • Ares • Athena • Loken • Key,V • Swift • Doinb • TnT • TcT
9994,2015-12-20,Qiao Gu Reapers,ESC Ever,blue,V • Swift • Doinb • TnT • TcT,Crazy • Ares • Athena • Loken • Key
9993,2015-12-20,ESC Ever,Qiao Gu Reapers,blue,Crazy • Ares • Athena • Loken • Key,V • Swift • Doinb • TnT • TcT
9992,2015-12-19,H2k-Gaming,ESC Ever,blue,Odoamne • Jankos • Ryu • FORG1VENGRE • Vander,Crazy • Ares • Athena • Loken • Key
9991,2015-12-19,H2k-Gaming,ESC Ever,red,Odoamne • Jankos • Ryu • FORG1VENGRE • Vander,Crazy • Ares • Athena • Loken • Key
9990,2015-12-19,ESC Ever,H2k-Gaming,red,Crazy • Ares • Athena • Loken • Key,Odoamne • Jankos • Ryu • FORG1VENGRE • Vander
9989,2015-12-19,Qiao Gu Reapers,Fnatic,red,V • Swift • Doinb • TnT • TcT,Gamsu • Spirit • Febiven • Rekkles • Noxiak
9988,2015-12-19,Fnatic,Qiao Gu Reapers,blue,Gamsu • Spirit • Febiven • Rekkles • Noxiak,V • Swift • Doinb • TnT • TcT
9987,2015-12-19,Qiao Gu Reapers,Fnatic,blue,V • Swift • Doinb • TnT • TcT,Gamsu • Spirit • Febiven • Rekkles • Noxiak
9986,2015-12-18,Cloud9,H2k-Gaming,blue,Balls • Rush • Jensen • Sneaky • Hai,Odoamne • Jankos • Ryu • FORG1VENGRE • Vander
9985,2015-12-18,H2k-Gaming,Cloud9,red,Odoamne • Jankos • Ryu • FORG1VENGRE • Vander,Balls • Rush • Jensen • Sneaky • Hai
9984,2015-12-18,Cloud9,H2k-Gaming,red,Balls • Rush • Jensen • Sneaky • Hai,Odoamne • Jankos • Ryu • FORG1VENGRE • Vander
9983,2015-12-18,Qiao Gu Reapers,Team Dignitas,red,V • Swift • Doinb • TnT • TcT,Smittyj • Kirei • Shiphtur • Apollo • Jesiz
9982,2015-12-18,Team Dignitas,Qiao Gu Reapers,blue,Smittyj • Kirei • Shiphtur • Apollo • Jesiz,V • Swift • Doinb • TnT • TcT
9981,2015-12-18,Qiao Gu Reapers,Team Dignitas,blue,V • Swift • Doinb • TnT • TcT,Smittyj • Kirei • Shiphtur • Apollo • Jesiz
9997,2015-11-23,Origen,Counter Logic Gaming,red,sOAZ • Amazing • PowerOfEvil • Niels • mithy,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9996,2015-11-23,Counter Logic Gaming,Origen,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,sOAZ • Amazing • PowerOfEvil • Niels • mithy
9995,2015-11-23,Origen,Counter Logic Gaming,red,sOAZ • Amazing • PowerOfEvil • Niels • mithy,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9994,2015-11-22,Jin Air Green Wings,Counter Logic Gaming,blue,SoHwan • Winged • Kuzan • Pilot • Chei,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9993,2015-11-22,Counter Logic Gaming,Jin Air Green Wings,red,Darshan • Xmithie • Huhi • Stixxay • aphromoo,SoHwan • Winged • Kuzan • Pilot • Chei
9992,2015-11-22,Origen,Team SoloMid,red,sOAZ • Amazing • PowerOfEvil • Niels • mithy,Hauntzer • Svenskeren • Bjergsen • Doublelift • kaSing
9991,2015-11-22,Team SoloMid,Origen,blue,Hauntzer • Svenskeren • Bjergsen • Doublelift • kaSing,sOAZ • Amazing • PowerOfEvil • Niels • mithy
9990,2015-11-22,Counter Logic Gaming,Unicorns Of Love,red,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Vizicsacsi • Gilius • Fox • Steeelback • Hylissang
9989,2015-11-21,Unicorns Of Love,Counter Logic Gaming,blue,Vizicsacsi • Gilius • Fox • Steeelback • Hylissang,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9988,2015-11-21,Team SoloMid,LGD Gaming,red,Hauntzer • Svenskeren • Bjergsen • Doublelift • kaSing,Acorn • TBQ • PAinEvil • imp • Pyl
9987,2015-11-21,LGD Gaming,Team SoloMid,blue,Flame • TBQ • PAinEvil • imp • Pyl,Hauntzer • Svenskeren • Bjergsen • Doublelift • kaSing
9997,2016-03-06,Fnatic,SK Telecom T1,blue,Gamsu • Spirit • Febiven • Rekkles • Klaj,Duke • Blank • Faker • Bang • Wolf
9996,2016-03-06,SK Telecom T1,Fnatic,red,Duke • Blank • Faker • Bang • Wolf,Gamsu • Spirit • Febiven • Rekkles • Klaj
9995,2016-03-06,Fnatic,SK Telecom T1,blue,Gamsu • Spirit • Febiven • Rekkles • Klaj,Duke • Blank • Faker • Bang • Wolf
9994,2016-03-06,Royal Never Give Up,Fnatic,blue,Looper • Mlxg • Xiaohu • Wuxx • Mata,Gamsu • Spirit • Febiven • Rekkles • Klaj
9993,2016-03-06,Royal Never Give Up,Fnatic,red,Looper • Mlxg • Xiaohu • Wuxx • Mata,Gamsu • Spirit • Febiven • Rekkles • Klaj
9992,2016-03-06,Fnatic,Royal Never Give Up,red,Gamsu • Spirit • Febiven • Rekkles • Klaj,Looper • Mlxg • Xiaohu • Wuxx • Mata
9991,2016-03-06,SK Telecom T1,Team SoloMid,red,Duke • Blank • Faker • Bang • Wolf,Hauntzer • Svenskeren • Bjergsen • Doublelift • Yellowstar
9990,2016-03-06,Team SoloMid,SK Telecom T1,blue,Hauntzer • Svenskeren • Bjergsen • Doublelift • Yellowstar,Duke • Blank • Faker • Bang • Wolf
9989,2016-03-05,Qiao Gu Reapers,Fnatic,blue,V • Swift • Doinb • Uzi • Mor,Gamsu • Spirit • Febiven • Rekkles • Klaj
9988,2016-03-05,Qiao Gu Reapers,Fnatic,blue,V • Swift • Doinb • Uzi • Mor,Gamsu • Spirit • Febiven • Rekkles • Klaj
9987,2016-03-05,Fnatic,Qiao Gu Reapers,blue,Gamsu • Spirit • Febiven • Rekkles • Klaj,V • Swift • Doinb • Uzi • Mor
9986,2016-03-05,Counter Logic Gaming,Fnatic,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Gamsu • Spirit • Febiven • Rekkles • Klaj
9985,2016-03-05,Fnatic,Counter Logic Gaming,red,Gamsu • Spirit • Febiven • Rekkles • Klaj,Darshan • Xmithie • Huhi • Stixxay • aphromoo
9984,2016-03-05,Counter Logic Gaming,Fnatic,red,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Gamsu • Spirit • Febiven • Rekkles • Klaj
9983,2016-03-05,Qiao Gu Reapers,SK Telecom T1,blue,V • Swift • Doinb • Uzi • Mor,Duke • Blank • Faker • Bang • Wolf
9982,2016-03-05,Fnatic,Qiao Gu Reapers,blue,Gamsu • Spirit • Febiven • Rekkles • Klaj,V • Swift • Doinb • Uzi • Mor
9981,2016-03-05,Counter Logic Gaming,SK Telecom T1,blue,Darshan • Xmithie • Huhi • Stixxay • aphromoo,Duke • Blank • Faker • Bang • Wolf
9980,2016-03-04,ESC Ever,Team SoloMid,blue,Crazy • Ares • Tempt • Loken • Key,Hauntzer • Svenskeren • Bjergsen • Doublelift • Yellowstar
9979,2016-03-04,Team SoloMid,ESC Ever,red,Hauntzer • Svenskeren • Bjergsen • Doublelift • Yellowstar,Crazy • Ares • Tempt • Loken • Key
9978,2016-03-04,Team SoloMid,Origen,red,Hauntzer • Svenskeren • Bjergsen • Doublelift • Yellowstar,Soaz • Amazing • PowerOfEvil • Zven • Mithy
