year,league,round,seriesLink,winner,loser
1984,NBA,Western Conf First Round,/playoffs/1984-nba-western-conference-first-round-supersonics-vs-mavericks.html,DAL,SEA
1984,NBA,Western Conf First Round,/playoffs/1984-nba-western-conference-first-round-kings-vs-lakers.html,LAL,KCK
1984,NBA,Western Conf First Round,/playoffs/1984-nba-western-conference-first-round-suns-vs-trail-blazers.html,PHO,POR
1984,NBA,Western Conf First Round,/playoffs/1984-nba-western-conference-first-round-nuggets-vs-jazz.html,UTA,DEN
1984,NBA,Eastern Conf Semifinals,/playoffs/1984-nba-eastern-conference-semifinals-knicks-vs-celtics.html,BOS,NYK
1984,NBA,Eastern Conf Semifinals,/playoffs/1984-nba-eastern-conference-semifinals-nets-vs-bucks.html,MIL,NJN
1984,NBA,Western Conf Semifinals,/playoffs/1984-nba-western-conference-semifinals-mavericks-vs-lakers.html,LAL,DAL
1984,NBA,Western Conf Semifinals,/playoffs/1984-nba-western-conference-semifinals-suns-vs-jazz.html,PHO,UTA
1984,NBA,Eastern Conf Finals,/playoffs/1984-nba-eastern-conference-finals-bucks-vs-celtics.html,BOS,MIL
1984,NBA,Western Conf Finals,/playoffs/1984-nba-western-conference-finals-suns-vs-lakers.html,LAL,PHO
1984,NBA,Finals,/playoffs/1984-nba-finals-lakers-vs-celtics.html,BOS,LAL
1983,NBA,Eastern Conf First Round,/playoffs/1983-nba-eastern-conference-first-round-hawks-vs-celtics.html,BOS,ATL
1983,NBA,Eastern Conf First Round,/playoffs/1983-nba-eastern-conference-first-round-knicks-vs-nets.html,NYK,NJN
1983,NBA,Western Conf First Round,/playoffs/1983-nba-western-conference-first-round-nuggets-vs-suns.html,DEN,PHO
1983,NBA,Western Conf First Round,/playoffs/1983-nba-western-conference-first-round-trail-blazers-vs-supersonics.html,POR,SEA
1983,NBA,Eastern Conf Semifinals,/playoffs/1983-nba-eastern-conference-semifinals-bucks-vs-celtics.html,MIL,BOS
1983,NBA,Eastern Conf Semifinals,/playoffs/1983-nba-eastern-conference-semifinals-knicks-vs-76ers.html,PHI,NYK
1983,NBA,Western Conf Semifinals,/playoffs/1983-nba-western-conference-semifinals-trail-blazers-vs-lakers.html,LAL,POR
1983,NBA,Western Conf Semifinals,/playoffs/1983-nba-western-conference-semifinals-nuggets-vs-spurs.html,SAS,DEN
1983,NBA,Eastern Conf Finals,/playoffs/1983-nba-eastern-conference-finals-bucks-vs-76ers.html,PHI,MIL
1983,NBA,Western Conf Finals,/playoffs/1983-nba-western-conference-finals-spurs-vs-lakers.html,LAL,SAS
1983,NBA,Finals,/playoffs/1983-nba-finals-lakers-vs-76ers.html,PHI,LAL
1982,NBA,Eastern Conf First Round,/playoffs/1982-nba-eastern-conference-first-round-hawks-vs-76ers.html,PHI,ATL
1982,NBA,Eastern Conf First Round,/playoffs/1982-nba-eastern-conference-first-round-bullets-vs-nets.html,WSB,NJN
1982,NBA,Western Conf First Round,/playoffs/1982-nba-western-conference-first-round-suns-vs-nuggets.html,PHO,DEN
1982,NBA,Western Conf First Round,/playoffs/1982-nba-western-conference-first-round-rockets-vs-supersonics.html,SEA,HOU
1982,NBA,Eastern Conf Semifinals,/playoffs/1982-nba-eastern-conference-semifinals-bullets-vs-celtics.html,BOS,WSB
1982,NBA,Eastern Conf Semifinals,/playoffs/1982-nba-eastern-conference-semifinals-bucks-vs-76ers.html,PHI,MIL
1982,NBA,Western Conf Semifinals,/playoffs/1982-nba-western-conference-semifinals-suns-vs-lakers.html,LAL,PHO
1982,NBA,Western Conf Semifinals,/playoffs/1982-nba-western-conference-semifinals-spurs-vs-supersonics.html,SAS,SEA
1982,NBA,Eastern Conf Finals,/playoffs/1982-nba-eastern-conference-finals-76ers-vs-celtics.html,PHI,BOS
1982,NBA,Western Conf Finals,/playoffs/1982-nba-western-conference-finals-spurs-vs-lakers.html,LAL,SAS
1982,NBA,Finals,/playoffs/1982-nba-finals-lakers-vs-76ers.html,LAL,PHI
1981,NBA,Eastern Conf First Round,/playoffs/1981-nba-eastern-conference-first-round-bulls-vs-knicks.html,CHI,NYK
1981,NBA,Eastern Conf First Round,/playoffs/1981-nba-eastern-conference-first-round-pacers-vs-76ers.html,PHI,IND
1981,NBA,Western Conf First Round,/playoffs/1981-nba-western-conference-first-round-rockets-vs-lakers.html,HOU,LAL
1981,NBA,Western Conf First Round,/playoffs/1981-nba-western-conference-first-round-kings-vs-trail-blazers.html,KCK,POR
1981,NBA,Eastern Conf Semifinals,/playoffs/1981-nba-eastern-conference-semifinals-bulls-vs-celtics.html,BOS,CHI
1981,NBA,Eastern Conf Semifinals,/playoffs/1981-nba-eastern-conference-semifinals-bucks-vs-76ers.html,PHI,MIL
1981,NBA,Western Conf Semifinals,/playoffs/1981-nba-western-conference-semifinals-rockets-vs-spurs.html,HOU,SAS
1981,NBA,Western Conf Semifinals,/playoffs/1981-nba-western-conference-semifinals-kings-vs-suns.html,KCK,PHO
1981,NBA,Eastern Conf Finals,/playoffs/1981-nba-eastern-conference-finals-76ers-vs-celtics.html,BOS,PHI
1981,NBA,Western Conf Finals,/playoffs/1981-nba-western-conference-finals-rockets-vs-kings.html,HOU,KCK
1981,NBA,Finals,/playoffs/1981-nba-finals-rockets-vs-celtics.html,BOS,HOU
1980,NBA,Eastern Conf First Round,/playoffs/1980-nba-eastern-conference-first-round-spurs-vs-rockets.html,HOU,SAS
1980,NBA,Eastern Conf First Round,/playoffs/1980-nba-eastern-conference-first-round-bullets-vs-76ers.html,PHI,WSB
1980,NBA,Western Conf First Round,/playoffs/1980-nba-western-conference-first-round-kings-vs-suns.html,PHO,KCK
1980,NBA,Western Conf First Round,/playoffs/1980-nba-western-conference-first-round-trail-blazers-vs-supersonics.html,SEA,POR
1980,NBA,Eastern Conf Semifinals,/playoffs/1980-nba-eastern-conference-semifinals-rockets-vs-celtics.html,BOS,HOU
1980,NBA,Eastern Conf Semifinals,/playoffs/1980-nba-eastern-conference-semifinals-hawks-vs-76ers.html,PHI,ATL
1980,NBA,Western Conf Semifinals,/playoffs/1980-nba-western-conference-semifinals-suns-vs-lakers.html,LAL,PHO
1980,NBA,Western Conf Semifinals,/playoffs/1980-nba-western-conference-semifinals-bucks-vs-supersonics.html,SEA,MIL
1980,NBA,Eastern Conf Finals,/playoffs/1980-nba-eastern-conference-finals-76ers-vs-celtics.html,PHI,BOS
1980,NBA,Western Conf Finals,/playoffs/1980-nba-western-conference-finals-supersonics-vs-lakers.html,LAL,SEA
1980,NBA,Finals,/playoffs/1980-nba-finals-76ers-vs-lakers.html,LAL,PHI
1979,NBA,Eastern Conf First Round,/playoffs/1979-nba-eastern-conference-first-round-hawks-vs-rockets.html,ATL,HOU
1979,NBA,Eastern Conf First Round,/playoffs/1979-nba-eastern-conference-first-round-nets-vs-76ers.html,PHI,NJN
1979,NBA,Western Conf First Round,/playoffs/1979-nba-western-conference-first-round-lakers-vs-nuggets.html,LAL,DEN
1979,NBA,Western Conf First Round,/playoffs/1979-nba-western-conference-first-round-trail-blazers-vs-suns.html,PHO,POR
1979,NBA,Eastern Conf Semifinals,/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,SAS,PHI
1979,NBA,Eastern Conf Semifinals,/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,WSB,ATL
1979,NBA,Western Conf Semifinals,/playoffs/1979-nba-western-conference-semifinals-kings-vs-suns.html,PHO,KCK
1979,NBA,Western Conf Semifinals,/playoffs/1979-nba-western-conference-semifinals-lakers-vs-supersonics.html,SEA,LAL
1979,NBA,Eastern Conf Finals,/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,WSB,SAS
1979,NBA,Western Conf Finals,/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,SEA,PHO
1979,NBA,Finals,/playoffs/1979-nba-finals-supersonics-vs-bullets.html,SEA,WSB
1978,NBA,Eastern Conf First Round,/playoffs/1978-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,NYK,CLE
1978,NBA,Eastern Conf First Round,/playoffs/1978-nba-eastern-conference-first-round-hawks-vs-bullets.html,WSB,ATL
1978,NBA,Western Conf First Round,/playoffs/1978-nba-western-conference-first-round-bucks-vs-suns.html,MIL,PHO
1978,NBA,Western Conf First Round,/playoffs/1978-nba-western-conference-first-round-lakers-vs-supersonics.html,SEA,LAL
1978,NBA,Eastern Conf Semifinals,/playoffs/1978-nba-eastern-conference-semifinals-knicks-vs-76ers.html,PHI,NYK
1978,NBA,Eastern Conf Semifinals,/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,WSB,SAS
1978,NBA,Western Conf Semifinals,/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,DEN,MIL
1978,NBA,Western Conf Semifinals,/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,SEA,POR
1978,NBA,Eastern Conf Finals,/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,WSB,PHI
1978,NBA,Western Conf Finals,/playoffs/1978-nba-western-conference-finals-supersonics-vs-nuggets.html,SEA,DEN
1978,NBA,Finals,/playoffs/1978-nba-finals-bullets-vs-supersonics.html,WSB,SEA
1977,NBA,Eastern Conf First Round,/playoffs/1977-nba-eastern-conference-first-round-spurs-vs-celtics.html,BOS,SAS
1977,NBA,Eastern Conf First Round,/playoffs/1977-nba-eastern-conference-first-round-cavaliers-vs-bullets.html,WSB,CLE
1977,NBA,Western Conf First Round,/playoffs/1977-nba-western-conference-first-round-pistons-vs-warriors.html,GSW,DET
1977,NBA,Western Conf First Round,/playoffs/1977-nba-western-conference-first-round-bulls-vs-trail-blazers.html,POR,CHI
1977,NBA,Eastern Conf Semifinals,/playoffs/1977-nba-eastern-conference-semifinals-bullets-vs-rockets.html,HOU,WSB
1977,NBA,Eastern Conf Semifinals,/playoffs/1977-nba-eastern-conference-semifinals-celtics-vs-76ers.html,PHI,BOS
1977,NBA,Western Conf Semifinals,/playoffs/1977-nba-western-conference-semifinals-warriors-vs-lakers.html,LAL,GSW
1977,NBA,Western Conf Semifinals,/playoffs/1977-nba-western-conference-semifinals-trail-blazers-vs-nuggets.html,POR,DEN
1977,NBA,Eastern Conf Finals,/playoffs/1977-nba-eastern-conference-finals-rockets-vs-76ers.html,PHI,HOU
1977,NBA,Western Conf Finals,/playoffs/1977-nba-western-conference-finals-trail-blazers-vs-lakers.html,POR,LAL
1977,NBA,Finals,/playoffs/1977-nba-finals-trail-blazers-vs-76ers.html,POR,PHI
1976,NBA,Eastern Conf First Round,/playoffs/1976-nba-eastern-conference-first-round-braves-vs-76ers.html,BUF,PHI
1976,NBA,Western Conf First Round,/playoffs/1976-nba-western-conference-first-round-pistons-vs-bucks.html,DET,MIL
1976,NBA,Eastern Conf Semifinals,/playoffs/1976-nba-eastern-conference-semifinals-braves-vs-celtics.html,BOS,BUF
1976,NBA,Eastern Conf Semifinals,/playoffs/1976-nba-eastern-conference-semifinals-bullets-vs-cavaliers.html,CLE,WSB
1976,NBA,Western Conf Semifinals,/playoffs/1976-nba-western-conference-semifinals-pistons-vs-warriors.html,GSW,DET
1976,NBA,Western Conf Semifinals,/playoffs/1976-nba-western-conference-semifinals-suns-vs-supersonics.html,PHO,SEA
1976,NBA,Eastern Conf Finals,/playoffs/1976-nba-eastern-conference-finals-cavaliers-vs-celtics.html,BOS,CLE
1976,NBA,Western Conf Finals,/playoffs/1976-nba-western-conference-finals-suns-vs-warriors.html,PHO,GSW
1976,NBA,Finals,/playoffs/1976-nba-finals-suns-vs-celtics.html,BOS,PHO
1976,ABA,First Round,/playoffs/1976-aba-first-round-pacers-vs-colonels.html,KEN,INA
1976,ABA,Semifinals,/playoffs/1976-aba-semifinals-colonels-vs-nuggets.html,DNA,KEN
1976,ABA,Semifinals,/playoffs/1976-aba-semifinals-spurs-vs-nets.html,NYA,SAA
1976,ABA,Finals,/playoffs/1976-aba-finals-nets-vs-nuggets.html,NYA,DNA
1975,NBA,Eastern Conf First Round,/playoffs/1975-nba-eastern-conference-first-round-knicks-vs-rockets.html,HOU,NYK
1975,NBA,Western Conf First Round,/playoffs/1975-nba-western-conference-first-round-pistons-vs-supersonics.html,SEA,DET
1975,NBA,Eastern Conf Semifinals,/playoffs/1975-nba-eastern-conference-semifinals-rockets-vs-celtics.html,BOS,HOU
1975,NBA,Eastern Conf Semifinals,/playoffs/1975-nba-eastern-conference-semifinals-braves-vs-bullets.html,WSB,BUF
1975,NBA,Western Conf Semifinals,/playoffs/1975-nba-western-conference-semifinals-kings-vs-bulls.html,CHI,KCO
1975,NBA,Western Conf Semifinals,/playoffs/1975-nba-western-conference-semifinals-supersonics-vs-warriors.html,GSW,SEA
1975,NBA,Eastern Conf Finals,/playoffs/1975-nba-eastern-conference-finals-bullets-vs-celtics.html,WSB,BOS
1975,NBA,Western Conf Finals,/playoffs/1975-nba-western-conference-finals-bulls-vs-warriors.html,GSW,CHI
1975,NBA,Finals,/playoffs/1975-nba-finals-warriors-vs-bullets.html,GSW,WSB
1975,ABA,Eastern Div Tiebreak,/playoffs/1975-aba-eastern-division-tiebreaker-nets-vs-colonels.html,KEN,NYA
1975,ABA,Eastern Div Semifinals,/playoffs/1975-aba-eastern-division-semifinals-sounds-vs-colonels.html,KEN,MMS
1975,ABA,Eastern Div Semifinals,/playoffs/1975-aba-eastern-division-semifinals-spirits-vs-nets.html,SSL,NYA
1975,ABA,Western Div Semifinals,/playoffs/1975-aba-western-division-semifinals-stars-vs-nuggets.html,DNA,UTS
1975,ABA,Western Div Semifinals,/playoffs/1975-aba-western-division-semifinals-pacers-vs-spurs.html,INA,SAA
1975,ABA,Eastern Div Finals,/playoffs/1975-aba-eastern-division-finals-spirits-vs-colonels.html,KEN,SSL
1975,ABA,Western Div Finals,/playoffs/1975-aba-western-division-finals-pacers-vs-nuggets.html,INA,DNA
1975,ABA,Finals,/playoffs/1975-aba-finals-pacers-vs-colonels.html,KEN,INA
1974,NBA,Eastern Conf Semifinals,/playoffs/1974-nba-eastern-conference-semifinals-braves-vs-celtics.html,BOS,BUF
1974,NBA,Eastern Conf Semifinals,/playoffs/1974-nba-eastern-conference-semifinals-bullets-vs-knicks.html,NYK,CAP
1974,NBA,Western Conf Semifinals,/playoffs/1974-nba-western-conference-semifinals-pistons-vs-bulls.html,CHI,DET
1974,NBA,Western Conf Semifinals,/playoffs/1974-nba-western-conference-semifinals-lakers-vs-bucks.html,MIL,LAL
1974,NBA,Eastern Conf Finals,/playoffs/1974-nba-eastern-conference-finals-knicks-vs-celtics.html,BOS,NYK
1974,NBA,Western Conf Finals,/playoffs/1974-nba-western-conference-finals-bulls-vs-bucks.html,MIL,CHI
1974,NBA,Finals,/playoffs/1974-nba-finals-celtics-vs-bucks.html,BOS,MIL
1974,ABA,Western Div Tiebreak,/playoffs/1974-aba-western-division-tiebreaker-rockets-vs-conquistadors.html,SDA,DNR
1974,ABA,Eastern Div Semifinals,/playoffs/1974-aba-eastern-division-semifinals-cougars-vs-colonels.html,KEN,CAR
1974,ABA,Eastern Div Semifinals,/playoffs/1974-aba-eastern-division-semifinals-squires-vs-nets.html,NYA,VIR
1974,ABA,Western Div Semifinals,/playoffs/1974-aba-western-division-semifinals-spurs-vs-pacers.html,INA,SAA
1974,ABA,Western Div Semifinals,/playoffs/1974-aba-western-division-semifinals-conquistadors-vs-stars.html,UTS,SDA
1974,ABA,Eastern Div Finals,/playoffs/1974-aba-eastern-division-finals-colonels-vs-nets.html,NYA,KEN
1974,ABA,Western Div Finals,/playoffs/1974-aba-western-division-finals-pacers-vs-stars.html,UTS,INA
1974,ABA,Finals,/playoffs/1974-aba-finals-stars-vs-nets.html,NYA,UTS
1973,NBA,Eastern Conf Semifinals,/playoffs/1973-nba-eastern-conference-semifinals-hawks-vs-celtics.html,BOS,ATL
1973,NBA,Eastern Conf Semifinals,/playoffs/1973-nba-eastern-conference-semifinals-bullets-vs-knicks.html,NYK,BAL
1973,NBA,Western Conf Semifinals,/playoffs/1973-nba-western-conference-semifinals-warriors-vs-bucks.html,GSW,MIL
1973,NBA,Western Conf Semifinals,/playoffs/1973-nba-western-conference-semifinals-bulls-vs-lakers.html,LAL,CHI
1973,NBA,Eastern Conf Finals,/playoffs/1973-nba-eastern-conference-finals-knicks-vs-celtics.html,NYK,BOS
1973,NBA,Western Conf Finals,/playoffs/1973-nba-western-conference-finals-warriors-vs-lakers.html,LAL,GSW
1973,NBA,Finals,/playoffs/1973-nba-finals-knicks-vs-lakers.html,NYK,LAL
1973,ABA,Eastern Div Semifinals,/playoffs/1973-aba-eastern-division-semifinals-nets-vs-cougars.html,CAR,NYA
1973,ABA,Eastern Div Semifinals,/playoffs/1973-aba-eastern-division-semifinals-squires-vs-colonels.html,KEN,VIR
1973,ABA,Western Div Semifinals,/playoffs/1973-aba-western-division-semifinals-rockets-vs-pacers.html,INA,DNR
1973,ABA,Western Div Semifinals,/playoffs/1973-aba-western-division-semifinals-conquistadors-vs-stars.html,UTS,SDA
1973,ABA,Eastern Div Finals,/playoffs/1973-aba-eastern-division-finals-colonels-vs-cougars.html,KEN,CAR
1973,ABA,Western Div Finals,/playoffs/1973-aba-western-division-finals-pacers-vs-stars.html,INA,UTS
1973,ABA,Finals,/playoffs/1973-aba-finals-pacers-vs-colonels.html,INA,KEN
1972,NBA,Eastern Conf Semifinals,/playoffs/1972-nba-eastern-conference-semifinals-hawks-vs-celtics.html,BOS,ATL
1972,NBA,Eastern Conf Semifinals,/playoffs/1972-nba-eastern-conference-semifinals-knicks-vs-bullets.html,NYK,BAL
1972,NBA,Western Conf Semifinals,/playoffs/1972-nba-western-conference-semifinals-bulls-vs-lakers.html,LAL,CHI
1972,NBA,Western Conf Semifinals,/playoffs/1972-nba-western-conference-semifinals-warriors-vs-bucks.html,MIL,GSW
1972,NBA,Eastern Conf Finals,/playoffs/1972-nba-eastern-conference-finals-knicks-vs-celtics.html,NYK,BOS
1972,NBA,Western Conf Finals,/playoffs/1972-nba-western-conference-finals-bucks-vs-lakers.html,LAL,MIL
1972,NBA,Finals,/playoffs/1972-nba-finals-knicks-vs-lakers.html,LAL,NYK
1972,ABA,Eastern Div Semifinals,/playoffs/1972-aba-eastern-division-semifinals-nets-vs-colonels.html,NYA,KEN
1972,ABA,Eastern Div Semifinals,/playoffs/1972-aba-eastern-division-semifinals-floridians-vs-squires.html,VIR,FLO
1972,ABA,Western Div Semifinals,/playoffs/1972-aba-western-division-semifinals-rockets-vs-pacers.html,INA,DNR
1972,ABA,Western Div Semifinals,/playoffs/1972-aba-western-division-semifinals-chaparrals-vs-stars.html,UTS,DLC
1972,ABA,Eastern Div Finals,/playoffs/1972-aba-eastern-division-finals-nets-vs-squires.html,NYA,VIR
1972,ABA,Western Div Finals,/playoffs/1972-aba-western-division-finals-pacers-vs-stars.html,INA,UTS
1972,ABA,Finals,/playoffs/1972-aba-finals-nets-vs-pacers.html,INA,NYA
1971,NBA,Eastern Conf Semifinals,/playoffs/1971-nba-eastern-conference-semifinals-76ers-vs-bullets.html,BAL,PHI
1971,NBA,Eastern Conf Semifinals,/playoffs/1971-nba-eastern-conference-semifinals-hawks-vs-knicks.html,NYK,ATL
1971,NBA,Western Conf Semifinals,/playoffs/1971-nba-western-conference-semifinals-bulls-vs-lakers.html,LAL,CHI
1971,NBA,Western Conf Semifinals,/playoffs/1971-nba-western-conference-semifinals-bucks-vs-warriors.html,MIL,SFW
1971,NBA,Eastern Conf Finals,/playoffs/1971-nba-eastern-conference-finals-bullets-vs-knicks.html,BAL,NYK
1971,NBA,Western Conf Finals,/playoffs/1971-nba-western-conference-finals-lakers-vs-bucks.html,MIL,LAL
1971,NBA,Finals,/playoffs/1971-nba-finals-bullets-vs-bucks.html,MIL,BAL
1971,ABA,Western Div Tiebreak,/playoffs/1971-aba-western-division-tiebreaker-rockets-vs-chaparrals.html,TEX,DNR
1971,ABA,Eastern Div Semifinals,/playoffs/1971-aba-eastern-division-semifinals-floridians-vs-colonels.html,KEN,FLO
1971,ABA,Eastern Div Semifinals,/playoffs/1971-aba-eastern-division-semifinals-nets-vs-squires.html,VIR,NYA
1971,ABA,Western Div Semifinals,/playoffs/1971-aba-western-division-semifinals-pros-vs-pacers.html,INA,MMP
1971,ABA,Western Div Semifinals,/playoffs/1971-aba-western-division-semifinals-chaparrals-vs-stars.html,UTS,TEX
1971,ABA,Eastern Div Finals,/playoffs/1971-aba-eastern-division-finals-colonels-vs-squires.html,KEN,VIR
1971,ABA,Western Div Finals,/playoffs/1971-aba-western-division-finals-stars-vs-pacers.html,UTS,INA
1971,ABA,Finals,/playoffs/1971-aba-finals-colonels-vs-stars.html,UTS,KEN
1970,NBA,Eastern Div Semifinals,/playoffs/1970-nba-eastern-division-semifinals-76ers-vs-bucks.html,MIL,PHI
1970,NBA,Eastern Div Semifinals,/playoffs/1970-nba-eastern-division-semifinals-bullets-vs-knicks.html,NYK,BAL
1970,NBA,Western Div Semifinals,/playoffs/1970-nba-western-division-semifinals-bulls-vs-hawks.html,ATL,CHI
1970,NBA,Western Div Semifinals,/playoffs/1970-nba-western-division-semifinals-suns-vs-lakers.html,LAL,PHO
1970,NBA,Eastern Div Finals,/playoffs/1970-nba-eastern-division-finals-bucks-vs-knicks.html,NYK,MIL
1970,NBA,Western Div Finals,/playoffs/1970-nba-western-division-finals-lakers-vs-hawks.html,LAL,ATL
1970,NBA,Finals,/playoffs/1970-nba-finals-lakers-vs-knicks.html,NYK,LAL
1970,ABA,Eastern Div Semifinals,/playoffs/1970-aba-eastern-division-semifinals-cougars-vs-pacers.html,INA,CAR
1970,ABA,Eastern Div Semifinals,/playoffs/1970-aba-eastern-division-semifinals-nets-vs-colonels.html,KEN,NYA
1970,ABA,Western Div Semifinals,/playoffs/1970-aba-western-division-semifinals-capitols-vs-rockets.html,DNR,WSA
1970,ABA,Western Div Semifinals,/playoffs/1970-aba-western-division-semifinals-stars-vs-chaparrals.html,LAS,DLC
1970,ABA,Eastern Div Finals,/playoffs/1970-aba-eastern-division-finals-colonels-vs-pacers.html,INA,KEN
1970,ABA,Western Div Finals,/playoffs/1970-aba-western-division-finals-stars-vs-rockets.html,LAS,DNR
1970,ABA,Finals,/playoffs/1970-aba-finals-stars-vs-pacers.html,INA,LAS
1969,NBA,Eastern Div Semifinals,/playoffs/1969-nba-eastern-division-semifinals-celtics-vs-76ers.html,BOS,PHI
1969,NBA,Eastern Div Semifinals,/playoffs/1969-nba-eastern-division-semifinals-knicks-vs-bullets.html,NYK,BAL
1969,NBA,Western Div Semifinals,/playoffs/1969-nba-western-division-semifinals-rockets-vs-hawks.html,ATL,SDR
1969,NBA,Western Div Semifinals,/playoffs/1969-nba-western-division-semifinals-warriors-vs-lakers.html,LAL,SFW
1969,NBA,Eastern Div Finals,/playoffs/1969-nba-eastern-division-finals-celtics-vs-knicks.html,BOS,NYK
1969,NBA,Western Div Finals,/playoffs/1969-nba-western-division-finals-hawks-vs-lakers.html,LAL,ATL
1969,NBA,Finals,/playoffs/1969-nba-finals-celtics-vs-lakers.html,BOS,LAL
1969,ABA,Eastern Div Semifinals,/playoffs/1969-aba-eastern-division-semifinals-colonels-vs-pacers.html,INA,KEN
1969,ABA,Eastern Div Semifinals,/playoffs/1969-aba-eastern-division-semifinals-pipers-vs-floridians.html,MMF,MNP
1969,ABA,Western Div Semifinals,/playoffs/1969-aba-western-division-semifinals-chaparrals-vs-buccaneers.html,NOB,DLC
1969,ABA,Western Div Semifinals,/playoffs/1969-aba-western-division-semifinals-rockets-vs-oaks.html,OAK,DNR
1969,ABA,Eastern Div Finals,/playoffs/1969-aba-eastern-division-finals-floridians-vs-pacers.html,INA,MMF
1969,ABA,Western Div Finals,/playoffs/1969-aba-western-division-finals-buccaneers-vs-oaks.html,OAK,NOB
1969,ABA,Finals,/playoffs/1969-aba-finals-pacers-vs-oaks.html,OAK,INA
1968,NBA,Eastern Div Semifinals,/playoffs/1968-nba-eastern-division-semifinals-pistons-vs-celtics.html,BOS,DET
1968,NBA,Eastern Div Semifinals,/playoffs/1968-nba-eastern-division-semifinals-knicks-vs-76ers.html,PHI,NYK
1968,NBA,Western Div Semifinals,/playoffs/1968-nba-western-division-semifinals-bulls-vs-lakers.html,LAL,CHI
1968,NBA,Western Div Semifinals,/playoffs/1968-nba-western-division-semifinals-warriors-vs-hawks.html,SFW,STL
1968,NBA,Eastern Div Finals,/playoffs/1968-nba-eastern-division-finals-celtics-vs-76ers.html,BOS,PHI
1968,NBA,Western Div Finals,/playoffs/1968-nba-western-division-finals-warriors-vs-lakers.html,LAL,SFW
1968,NBA,Finals,/playoffs/1968-nba-finals-lakers-vs-celtics.html,BOS,LAL
1968,ABA,Eastern Div Semifinals,/playoffs/1968-aba-eastern-division-semifinals-colonels-vs-muskies.html,MNM,KEN
1968,ABA,Eastern Div Semifinals,/playoffs/1968-aba-eastern-division-semifinals-pacers-vs-pipers.html,PTP,INA
1968,ABA,Western Div Semifinals,/playoffs/1968-aba-western-division-semifinals-mavericks-vs-chaparrals.html,DLC,HSM
1968,ABA,Western Div Semifinals,/playoffs/1968-aba-western-division-semifinals-rockets-vs-buccaneers.html,NOB,DNR
1968,ABA,Eastern Div Finals,/playoffs/1968-aba-eastern-division-finals-muskies-vs-pipers.html,PTP,MNM
1968,ABA,Western Div Finals,/playoffs/1968-aba-western-division-finals-chaparrals-vs-buccaneers.html,NOB,DLC
1968,ABA,Finals,/playoffs/1968-aba-finals-buccaneers-vs-pipers.html,PTP,NOB
1967,NBA,Eastern Div Semifinals,/playoffs/1967-nba-eastern-division-semifinals-knicks-vs-celtics.html,BOS,NYK
1967,NBA,Eastern Div Semifinals,/playoffs/1967-nba-eastern-division-semifinals-royals-vs-76ers.html,PHI,CIN
1967,NBA,Western Div Semifinals,/playoffs/1967-nba-western-division-semifinals-lakers-vs-warriors.html,SFW,LAL
1967,NBA,Western Div Semifinals,/playoffs/1967-nba-western-division-semifinals-bulls-vs-hawks.html,STL,CHI
1967,NBA,Eastern Div Finals,/playoffs/1967-nba-eastern-division-finals-celtics-vs-76ers.html,PHI,BOS
1967,NBA,Western Div Finals,/playoffs/1967-nba-western-division-finals-hawks-vs-warriors.html,SFW,STL
1967,NBA,Finals,/playoffs/1967-nba-finals-warriors-vs-76ers.html,PHI,SFW
1966,NBA,Eastern Div Semifinals,/playoffs/1966-nba-eastern-division-semifinals-royals-vs-celtics.html,BOS,CIN
1966,NBA,Western Div Semifinals,/playoffs/1966-nba-western-division-semifinals-hawks-vs-bullets.html,STL,BAL
1966,NBA,Eastern Div Finals,/playoffs/1966-nba-eastern-division-finals-celtics-vs-76ers.html,BOS,PHI
1966,NBA,Western Div Finals,/playoffs/1966-nba-western-division-finals-hawks-vs-lakers.html,LAL,STL
1966,NBA,Finals,/playoffs/1966-nba-finals-lakers-vs-celtics.html,BOS,LAL
1965,NBA,Eastern Div Semifinals,/playoffs/1965-nba-eastern-division-semifinals-76ers-vs-royals.html,PHI,CIN
1965,NBA,Western Div Semifinals,/playoffs/1965-nba-western-division-semifinals-bullets-vs-hawks.html,BAL,STL
1965,NBA,Eastern Div Finals,/playoffs/1965-nba-eastern-division-finals-76ers-vs-celtics.html,BOS,PHI
1965,NBA,Western Div Finals,/playoffs/1965-nba-western-division-finals-bullets-vs-lakers.html,LAL,BAL
1965,NBA,Finals,/playoffs/1965-nba-finals-lakers-vs-celtics.html,BOS,LAL
1964,NBA,Eastern Div Semifinals,/playoffs/1964-nba-eastern-division-semifinals-76ers-vs-royals.html,CIN,PHI
1964,NBA,Western Div Semifinals,/playoffs/1964-nba-western-division-semifinals-lakers-vs-hawks.html,STL,LAL
1964,NBA,Eastern Div Finals,/playoffs/1964-nba-eastern-division-finals-royals-vs-celtics.html,BOS,CIN
