series,boxLink
1970-aba-western-division-semifinals-stars-vs-chaparrals.html,197004170DLC.html
1970-aba-western-division-semifinals-stars-vs-chaparrals.html,197004180DLC.html
1970-aba-western-division-semifinals-stars-vs-chaparrals.html,197004200LAS.html
1970-aba-western-division-semifinals-stars-vs-chaparrals.html,197004220LAS.html
1970-aba-western-division-semifinals-stars-vs-chaparrals.html,197004240DLC.html
1970-aba-western-division-semifinals-stars-vs-chaparrals.html,197004260LAS.html
1970-nba-eastern-division-finals-bucks-vs-knicks.html,197004110NYK.html
1970-nba-eastern-division-finals-bucks-vs-knicks.html,197004130NYK.html
1970-nba-eastern-division-finals-bucks-vs-knicks.html,197004170MIL.html
1970-nba-eastern-division-finals-bucks-vs-knicks.html,197004190MIL.html
1970-nba-eastern-division-finals-bucks-vs-knicks.html,197004200NYK.html
1970-nba-eastern-division-semifinals-76ers-vs-bucks.html,197003250MIL.html
1970-nba-eastern-division-semifinals-76ers-vs-bucks.html,197003270MIL.html
1970-nba-eastern-division-semifinals-76ers-vs-bucks.html,197003300PHI.html
1970-nba-eastern-division-semifinals-76ers-vs-bucks.html,197004010PHI.html
1970-nba-eastern-division-semifinals-76ers-vs-bucks.html,197004030MIL.html
1970-nba-eastern-division-semifinals-bullets-vs-knicks.html,197003260NYK.html
1970-nba-eastern-division-semifinals-bullets-vs-knicks.html,197003270BAL.html
1970-nba-eastern-division-semifinals-bullets-vs-knicks.html,197003290NYK.html
1970-nba-eastern-division-semifinals-bullets-vs-knicks.html,197003310BAL.html
1970-nba-eastern-division-semifinals-bullets-vs-knicks.html,197004020NYK.html
1970-nba-eastern-division-semifinals-bullets-vs-knicks.html,197004050BAL.html
1970-nba-eastern-division-semifinals-bullets-vs-knicks.html,197004060NYK.html
1970-nba-finals-lakers-vs-knicks.html,197004240NYK.html
1970-nba-finals-lakers-vs-knicks.html,197004270NYK.html
1970-nba-finals-lakers-vs-knicks.html,197004290LAL.html
1970-nba-finals-lakers-vs-knicks.html,197005010LAL.html
1970-nba-finals-lakers-vs-knicks.html,197005040NYK.html
1970-nba-finals-lakers-vs-knicks.html,197005060LAL.html
1970-nba-finals-lakers-vs-knicks.html,197005080NYK.html
1970-nba-western-division-finals-lakers-vs-hawks.html,197004120ATL.html
1970-nba-western-division-finals-lakers-vs-hawks.html,197004140ATL.html
1970-nba-western-division-finals-lakers-vs-hawks.html,197004170LAL.html
1970-nba-western-division-finals-lakers-vs-hawks.html,197004190LAL.html
1970-nba-western-division-semifinals-bulls-vs-hawks.html,197003250ATL.html
1970-nba-western-division-semifinals-bulls-vs-hawks.html,197003280ATL.html
1970-nba-western-division-semifinals-bulls-vs-hawks.html,197003310CHI.html
1970-nba-western-division-semifinals-bulls-vs-hawks.html,197004030CHI.html
1970-nba-western-division-semifinals-bulls-vs-hawks.html,197004050ATL.html
1970-nba-western-division-semifinals-suns-vs-lakers.html,197003250LAL.html
1970-nba-western-division-semifinals-suns-vs-lakers.html,197003290LAL.html
1970-nba-western-division-semifinals-suns-vs-lakers.html,197004020PHO.html
1970-nba-western-division-semifinals-suns-vs-lakers.html,197004040PHO.html
1970-nba-western-division-semifinals-suns-vs-lakers.html,197004050LAL.html
1970-nba-western-division-semifinals-suns-vs-lakers.html,197004070PHO.html
1970-nba-western-division-semifinals-suns-vs-lakers.html,197004090LAL.html
1971-aba-eastern-division-finals-colonels-vs-squires.html,197104150VIR.html
1971-aba-eastern-division-finals-colonels-vs-squires.html,197104170VIR.html
1971-aba-eastern-division-finals-colonels-vs-squires.html,197104190KEN.html
1971-aba-eastern-division-finals-colonels-vs-squires.html,197104210KEN.html
1971-aba-eastern-division-finals-colonels-vs-squires.html,197104230VIR.html
1971-aba-eastern-division-finals-colonels-vs-squires.html,197104240KEN.html
1971-aba-eastern-division-semifinals-floridians-vs-colonels.html,197104020KEN.html
1971-aba-eastern-division-semifinals-floridians-vs-colonels.html,197104040KEN.html
1971-aba-eastern-division-semifinals-floridians-vs-colonels.html,197104060FLO.html
1971-aba-eastern-division-semifinals-floridians-vs-colonels.html,197104080FLO.html
1971-aba-eastern-division-semifinals-floridians-vs-colonels.html,197104100KEN.html
1971-aba-eastern-division-semifinals-floridians-vs-colonels.html,197104120FLO.html
1971-aba-eastern-division-semifinals-nets-vs-squires.html,197104020VIR.html
1971-aba-eastern-division-semifinals-nets-vs-squires.html,197104040VIR.html
1971-aba-eastern-division-semifinals-nets-vs-squires.html,197104060NYA.html
1971-aba-eastern-division-semifinals-nets-vs-squires.html,197104070NYA.html
1971-aba-eastern-division-semifinals-nets-vs-squires.html,197104090VIR.html
1971-aba-eastern-division-semifinals-nets-vs-squires.html,197104100NYA.html
1971-aba-finals-colonels-vs-stars.html,197105030UTS.html
1971-aba-finals-colonels-vs-stars.html,197105050UTS.html
1971-aba-finals-colonels-vs-stars.html,197105070KEN.html
1971-aba-finals-colonels-vs-stars.html,197105080KEN.html
1971-aba-finals-colonels-vs-stars.html,197105120UTS.html
1971-aba-finals-colonels-vs-stars.html,197105150KEN.html
1971-aba-finals-colonels-vs-stars.html,197105180UTS.html
1971-aba-western-division-finals-stars-vs-pacers.html,197104120INA.html
1971-aba-western-division-finals-stars-vs-pacers.html,197104140INA.html
1971-aba-western-division-finals-stars-vs-pacers.html,197104170UTS.html
1971-aba-western-division-finals-stars-vs-pacers.html,197104200UTS.html
1971-aba-western-division-finals-stars-vs-pacers.html,197104220INA.html
1971-aba-western-division-finals-stars-vs-pacers.html,197104240UTS.html
1971-aba-western-division-finals-stars-vs-pacers.html,197104280INA.html
1971-aba-western-division-semifinals-chaparrals-vs-stars.html,197104020UTS.html
1971-aba-western-division-semifinals-chaparrals-vs-stars.html,197104030UTS.html
1971-aba-western-division-semifinals-chaparrals-vs-stars.html,197104040TEX.html
1971-aba-western-division-semifinals-chaparrals-vs-stars.html,197104060TEX.html
1971-aba-western-division-semifinals-pros-vs-pacers.html,197104020INA.html
1971-aba-western-division-semifinals-pros-vs-pacers.html,197104030INA.html
1971-aba-western-division-semifinals-pros-vs-pacers.html,197104050MMP.html
1971-aba-western-division-semifinals-pros-vs-pacers.html,197104070MMP.html
1971-aba-western-division-tiebreaker-rockets-vs-chaparrals.html,197104010TEX.html
1971-nba-eastern-conference-finals-bullets-vs-knicks.html,197104060NYK.html
1971-nba-eastern-conference-finals-bullets-vs-knicks.html,197104090NYK.html
1971-nba-eastern-conference-finals-bullets-vs-knicks.html,197104110BAL.html
1971-nba-eastern-conference-finals-bullets-vs-knicks.html,197104140BAL.html
1971-nba-eastern-conference-finals-bullets-vs-knicks.html,197104160NYK.html
1971-nba-eastern-conference-finals-bullets-vs-knicks.html,197104180BAL.html
1971-nba-eastern-conference-finals-bullets-vs-knicks.html,197104190NYK.html
1971-nba-eastern-conference-semifinals-76ers-vs-bullets.html,197103240BAL.html
1971-nba-eastern-conference-semifinals-76ers-vs-bullets.html,197103260PHI.html
1971-nba-eastern-conference-semifinals-76ers-vs-bullets.html,197103280BAL.html
1971-nba-eastern-conference-semifinals-76ers-vs-bullets.html,197103300PHI.html
1971-nba-eastern-conference-semifinals-76ers-vs-bullets.html,197104010BAL.html
1971-nba-eastern-conference-semifinals-76ers-vs-bullets.html,197104030PHI.html
1971-nba-eastern-conference-semifinals-76ers-vs-bullets.html,197104040BAL.html
1971-nba-eastern-conference-semifinals-hawks-vs-knicks.html,197103250NYK.html
1971-nba-eastern-conference-semifinals-hawks-vs-knicks.html,197103270NYK.html
1971-nba-eastern-conference-semifinals-hawks-vs-knicks.html,197103280ATL.html
1971-nba-eastern-conference-semifinals-hawks-vs-knicks.html,197103300ATL.html
1971-nba-eastern-conference-semifinals-hawks-vs-knicks.html,197104010NYK.html
1971-nba-finals-bullets-vs-bucks.html,197104210MIL.html
1971-nba-finals-bullets-vs-bucks.html,197104250BAL.html
1971-nba-finals-bullets-vs-bucks.html,197104280MIL.html
1971-nba-finals-bullets-vs-bucks.html,197104300BAL.html
1971-nba-western-conference-finals-lakers-vs-bucks.html,197104090MIL.html
1971-nba-western-conference-finals-lakers-vs-bucks.html,197104110MIL.html
1971-nba-western-conference-finals-lakers-vs-bucks.html,197104140LAL.html
1971-nba-western-conference-finals-lakers-vs-bucks.html,197104160LAL.html
1971-nba-western-conference-finals-lakers-vs-bucks.html,197104180MIL.html
1971-nba-western-conference-semifinals-bucks-vs-warriors.html,197103270SFW.html
1971-nba-western-conference-semifinals-bucks-vs-warriors.html,197103290MIL.html
1971-nba-western-conference-semifinals-bucks-vs-warriors.html,197103300MIL.html
1971-nba-western-conference-semifinals-bucks-vs-warriors.html,197104010SFW.html
1971-nba-western-conference-semifinals-bucks-vs-warriors.html,197104040MIL.html
1971-nba-western-conference-semifinals-bulls-vs-lakers.html,197103240LAL.html
1971-nba-western-conference-semifinals-bulls-vs-lakers.html,197103260LAL.html
1971-nba-western-conference-semifinals-bulls-vs-lakers.html,197103280CHI.html
1971-nba-western-conference-semifinals-bulls-vs-lakers.html,197103300CHI.html
1971-nba-western-conference-semifinals-bulls-vs-lakers.html,197104010LAL.html
1971-nba-western-conference-semifinals-bulls-vs-lakers.html,197104040CHI.html
1971-nba-western-conference-semifinals-bulls-vs-lakers.html,197104060LAL.html
1972-aba-eastern-division-finals-nets-vs-squires.html,197204130VIR.html
1972-aba-eastern-division-finals-nets-vs-squires.html,197204150VIR.html
1972-aba-eastern-division-finals-nets-vs-squires.html,197204240NYA.html
1972-aba-eastern-division-finals-nets-vs-squires.html,197204260NYA.html
1972-aba-eastern-division-finals-nets-vs-squires.html,197204290VIR.html
1972-aba-eastern-division-finals-nets-vs-squires.html,197205010NYA.html
1972-aba-eastern-division-finals-nets-vs-squires.html,197205040VIR.html
1972-aba-eastern-division-semifinals-floridians-vs-squires.html,197203310VIR.html
1972-aba-eastern-division-semifinals-floridians-vs-squires.html,197204010VIR.html
1972-aba-eastern-division-semifinals-floridians-vs-squires.html,197204040FLO.html
1972-aba-eastern-division-semifinals-floridians-vs-squires.html,197204060FLO.html
1972-aba-eastern-division-semifinals-nets-vs-colonels.html,197204010KEN.html
1972-aba-eastern-division-semifinals-nets-vs-colonels.html,197204040KEN.html
1972-aba-eastern-division-semifinals-nets-vs-colonels.html,197204050NYA.html
1972-aba-eastern-division-semifinals-nets-vs-colonels.html,197204070NYA.html
1972-aba-eastern-division-semifinals-nets-vs-colonels.html,197204080KEN.html
1972-aba-eastern-division-semifinals-nets-vs-colonels.html,197204100NYA.html
1972-aba-finals-nets-vs-pacers.html,197205060INA.html
1972-aba-finals-nets-vs-pacers.html,197205090INA.html
1972-aba-finals-nets-vs-pacers.html,197205120NYA.html
1972-aba-finals-nets-vs-pacers.html,197205150NYA.html
1972-aba-finals-nets-vs-pacers.html,197205180INA.html
1972-aba-finals-nets-vs-pacers.html,197205200NYA.html
1972-aba-western-division-finals-pacers-vs-stars.html,197204150UTS.html
1972-aba-western-division-finals-pacers-vs-stars.html,197204170UTS.html
1972-aba-western-division-finals-pacers-vs-stars.html,197204190INA.html
1972-aba-western-division-finals-pacers-vs-stars.html,197204220INA.html
1972-aba-western-division-finals-pacers-vs-stars.html,197204240UTS.html
1972-aba-western-division-finals-pacers-vs-stars.html,197204260INA.html
1972-aba-western-division-finals-pacers-vs-stars.html,197205010UTS.html
1972-aba-western-division-semifinals-chaparrals-vs-stars.html,197204010UTS.html
1972-aba-western-division-semifinals-chaparrals-vs-stars.html,197204030UTS.html
1972-aba-western-division-semifinals-chaparrals-vs-stars.html,197204050DLC.html
1972-aba-western-division-semifinals-chaparrals-vs-stars.html,197204070DLC.html
1972-aba-western-division-semifinals-rockets-vs-pacers.html,197203310INA.html
1972-aba-western-division-semifinals-rockets-vs-pacers.html,197204010INA.html
1972-aba-western-division-semifinals-rockets-vs-pacers.html,197204040DNR.html
1972-aba-western-division-semifinals-rockets-vs-pacers.html,197204060DNR.html
1972-aba-western-division-semifinals-rockets-vs-pacers.html,197204080INA.html
1972-aba-western-division-semifinals-rockets-vs-pacers.html,197204090DNR.html
1972-aba-western-division-semifinals-rockets-vs-pacers.html,197204130INA.html
1972-nba-eastern-conference-finals-knicks-vs-celtics.html,197204130BOS.html
1972-nba-eastern-conference-finals-knicks-vs-celtics.html,197204160NYK.html
1972-nba-eastern-conference-finals-knicks-vs-celtics.html,197204190BOS.html
1972-nba-eastern-conference-finals-knicks-vs-celtics.html,197204210NYK.html
1972-nba-eastern-conference-finals-knicks-vs-celtics.html,197204230BOS.html
1972-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197203290BOS.html
1972-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197203310ATL.html
1972-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197204020BOS.html
1972-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197204040ATL.html
1972-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197204070BOS.html
1972-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197204090ATL.html
1972-nba-eastern-conference-semifinals-knicks-vs-bullets.html,197203310BAL.html
1972-nba-eastern-conference-semifinals-knicks-vs-bullets.html,197204020NYK.html
1972-nba-eastern-conference-semifinals-knicks-vs-bullets.html,197204040BAL.html
1972-nba-eastern-conference-semifinals-knicks-vs-bullets.html,197204060NYK.html
1972-nba-eastern-conference-semifinals-knicks-vs-bullets.html,197204090BAL.html
1972-nba-eastern-conference-semifinals-knicks-vs-bullets.html,197204110NYK.html
1972-nba-finals-knicks-vs-lakers.html,197204260LAL.html
1972-nba-finals-knicks-vs-lakers.html,197204300LAL.html
1972-nba-finals-knicks-vs-lakers.html,197205030NYK.html
1972-nba-finals-knicks-vs-lakers.html,197205050NYK.html
1972-nba-finals-knicks-vs-lakers.html,197205070LAL.html
1972-nba-western-conference-finals-bucks-vs-lakers.html,197204090LAL.html
1972-nba-western-conference-finals-bucks-vs-lakers.html,197204120LAL.html
1972-nba-western-conference-finals-bucks-vs-lakers.html,197204140MIL.html
1972-nba-western-conference-finals-bucks-vs-lakers.html,197204160MIL.html
1972-nba-western-conference-finals-bucks-vs-lakers.html,197204180LAL.html
1972-nba-western-conference-finals-bucks-vs-lakers.html,197204220MIL.html
1972-nba-western-conference-semifinals-bulls-vs-lakers.html,197203280LAL.html
1972-nba-western-conference-semifinals-bulls-vs-lakers.html,197203300LAL.html
1972-nba-western-conference-semifinals-bulls-vs-lakers.html,197204020CHI.html
1972-nba-western-conference-semifinals-bulls-vs-lakers.html,197204040CHI.html
1972-nba-western-conference-semifinals-warriors-vs-bucks.html,197203280MIL.html
1972-nba-western-conference-semifinals-warriors-vs-bucks.html,197203300MIL.html
1972-nba-western-conference-semifinals-warriors-vs-bucks.html,197204010GSW.html
1972-nba-western-conference-semifinals-warriors-vs-bucks.html,197204040GSW.html
1972-nba-western-conference-semifinals-warriors-vs-bucks.html,197204060MIL.html
1973-aba-eastern-division-finals-colonels-vs-cougars.html,197304110CAR.html
1973-aba-eastern-division-finals-colonels-vs-cougars.html,197304140CAR.html
1973-aba-eastern-division-finals-colonels-vs-cougars.html,197304160KEN.html
1973-aba-eastern-division-finals-colonels-vs-cougars.html,197304180KEN.html
1973-aba-eastern-division-finals-colonels-vs-cougars.html,197304200CAR.html
1973-aba-eastern-division-finals-colonels-vs-cougars.html,197304210KEN.html
1973-aba-eastern-division-finals-colonels-vs-cougars.html,197304240CAR.html
1973-aba-eastern-division-semifinals-nets-vs-cougars.html,197303300CAR.html
1973-aba-eastern-division-semifinals-nets-vs-cougars.html,197303310CAR.html
1973-aba-eastern-division-semifinals-nets-vs-cougars.html,197304030NYA.html
1973-aba-eastern-division-semifinals-nets-vs-cougars.html,197304050NYA.html
1973-aba-eastern-division-semifinals-nets-vs-cougars.html,197304060CAR.html
1973-aba-eastern-division-semifinals-squires-vs-colonels.html,197303300KEN.html
1973-aba-eastern-division-semifinals-squires-vs-colonels.html,197304010KEN.html
1973-aba-eastern-division-semifinals-squires-vs-colonels.html,197304030VIR.html
1973-aba-eastern-division-semifinals-squires-vs-colonels.html,197304060VIR.html
1973-aba-eastern-division-semifinals-squires-vs-colonels.html,197304070KEN.html
1973-aba-finals-pacers-vs-colonels.html,197304280KEN.html
1973-aba-finals-pacers-vs-colonels.html,197304300KEN.html
1973-aba-finals-pacers-vs-colonels.html,197305030INA.html
1973-aba-finals-pacers-vs-colonels.html,197305050INA.html
1973-aba-finals-pacers-vs-colonels.html,197305080KEN.html
1973-aba-finals-pacers-vs-colonels.html,197305100INA.html
1973-aba-finals-pacers-vs-colonels.html,197305120KEN.html
1973-aba-western-division-finals-pacers-vs-stars.html,197304120UTS.html
1973-aba-western-division-finals-pacers-vs-stars.html,197304140UTS.html
1973-aba-western-division-finals-pacers-vs-stars.html,197304160INA.html
1973-aba-western-division-finals-pacers-vs-stars.html,197304180INA.html
1973-aba-western-division-finals-pacers-vs-stars.html,197304190UTS.html
1973-aba-western-division-finals-pacers-vs-stars.html,197304210INA.html
1973-aba-western-division-semifinals-conquistadors-vs-stars.html,197304020UTS.html
1973-aba-western-division-semifinals-conquistadors-vs-stars.html,197304040UTS.html
1973-aba-western-division-semifinals-conquistadors-vs-stars.html,197304070SDA.html
1973-aba-western-division-semifinals-conquistadors-vs-stars.html,197304080SDA.html
1973-aba-western-division-semifinals-rockets-vs-pacers.html,197303310INA.html
1973-aba-western-division-semifinals-rockets-vs-pacers.html,197304010INA.html
1973-aba-western-division-semifinals-rockets-vs-pacers.html,197304030DNR.html
1973-aba-western-division-semifinals-rockets-vs-pacers.html,197304050DNR.html
1973-aba-western-division-semifinals-rockets-vs-pacers.html,197304070INA.html
1973-nba-eastern-conference-finals-knicks-vs-celtics.html,197304150BOS.html
1973-nba-eastern-conference-finals-knicks-vs-celtics.html,197304180NYK.html
1973-nba-eastern-conference-finals-knicks-vs-celtics.html,197304200BOS.html
1973-nba-eastern-conference-finals-knicks-vs-celtics.html,197304220NYK.html
1973-nba-eastern-conference-finals-knicks-vs-celtics.html,197304250BOS.html
1973-nba-eastern-conference-finals-knicks-vs-celtics.html,197304270NYK.html
1973-nba-eastern-conference-finals-knicks-vs-celtics.html,197304290BOS.html
1973-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197303300NYK.html
1973-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197304010NYK.html
1973-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197304040BAL.html
1973-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197304060BAL.html
1973-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197304080NYK.html
1973-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197304010BOS.html
1973-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197304040ATL.html
1973-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197304060BOS.html
1973-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197304080ATL.html
1973-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197304110BOS.html
1973-nba-eastern-conference-semifinals-hawks-vs-celtics.html,197304130ATL.html
1973-nba-finals-knicks-vs-lakers.html,197305010LAL.html
1973-nba-finals-knicks-vs-lakers.html,197305030LAL.html
1973-nba-finals-knicks-vs-lakers.html,197305060NYK.html
1973-nba-finals-knicks-vs-lakers.html,197305080NYK.html
1973-nba-finals-knicks-vs-lakers.html,197305100LAL.html
1973-nba-western-conference-finals-warriors-vs-lakers.html,197304170LAL.html
1973-nba-western-conference-finals-warriors-vs-lakers.html,197304190LAL.html
1973-nba-western-conference-finals-warriors-vs-lakers.html,197304210GSW.html
1973-nba-western-conference-finals-warriors-vs-lakers.html,197304230GSW.html
1973-nba-western-conference-finals-warriors-vs-lakers.html,197304250LAL.html
1973-nba-western-conference-semifinals-bulls-vs-lakers.html,197303300LAL.html
1973-nba-western-conference-semifinals-bulls-vs-lakers.html,197304010LAL.html
1973-nba-western-conference-semifinals-bulls-vs-lakers.html,197304060CHI.html
1973-nba-western-conference-semifinals-bulls-vs-lakers.html,197304080CHI.html
1973-nba-western-conference-semifinals-bulls-vs-lakers.html,197304100LAL.html
1973-nba-western-conference-semifinals-bulls-vs-lakers.html,197304130CHI.html
1973-nba-western-conference-semifinals-bulls-vs-lakers.html,197304150LAL.html
1973-nba-western-conference-semifinals-warriors-vs-bucks.html,197303300MIL.html
1973-nba-western-conference-semifinals-warriors-vs-bucks.html,197304010MIL.html
1973-nba-western-conference-semifinals-warriors-vs-bucks.html,197304050GSW.html
1973-nba-western-conference-semifinals-warriors-vs-bucks.html,197304070GSW.html
1973-nba-western-conference-semifinals-warriors-vs-bucks.html,197304100MIL.html
1973-nba-western-conference-semifinals-warriors-vs-bucks.html,197304130GSW.html
1974-aba-eastern-division-finals-colonels-vs-nets.html,197404130NYA.html
1974-aba-eastern-division-finals-colonels-vs-nets.html,197404150NYA.html
1974-aba-eastern-division-finals-colonels-vs-nets.html,197404170KEN.html
1974-aba-eastern-division-finals-colonels-vs-nets.html,197404200KEN.html
1974-aba-eastern-division-semifinals-cougars-vs-colonels.html,197404010KEN.html
1974-aba-eastern-division-semifinals-cougars-vs-colonels.html,197404050KEN.html
1974-aba-eastern-division-semifinals-cougars-vs-colonels.html,197404060CAR.html
1974-aba-eastern-division-semifinals-cougars-vs-colonels.html,197404080CAR.html
1974-aba-eastern-division-semifinals-squires-vs-nets.html,197403290NYA.html
1974-aba-eastern-division-semifinals-squires-vs-nets.html,197404010NYA.html
1974-aba-eastern-division-semifinals-squires-vs-nets.html,197404040VIR.html
1974-aba-eastern-division-semifinals-squires-vs-nets.html,197404070VIR.html
1974-aba-eastern-division-semifinals-squires-vs-nets.html,197404080NYA.html
1974-aba-finals-stars-vs-nets.html,197404300NYA.html
1974-aba-finals-stars-vs-nets.html,197405040NYA.html
1974-aba-finals-stars-vs-nets.html,197405060UTS.html
1974-aba-finals-stars-vs-nets.html,197405080UTS.html
1974-aba-finals-stars-vs-nets.html,197405100NYA.html
1974-aba-western-division-finals-pacers-vs-stars.html,197404130UTS.html
1974-aba-western-division-finals-pacers-vs-stars.html,197404150UTS.html
1974-aba-western-division-finals-pacers-vs-stars.html,197404170INA.html
1974-aba-western-division-finals-pacers-vs-stars.html,197404180INA.html
1974-aba-western-division-finals-pacers-vs-stars.html,197404220UTS.html
1974-aba-western-division-finals-pacers-vs-stars.html,197404250INA.html
1974-aba-western-division-finals-pacers-vs-stars.html,197404270UTS.html
1974-aba-western-division-semifinals-conquistadors-vs-stars.html,197403300UTS.html
1974-aba-western-division-semifinals-conquistadors-vs-stars.html,197404010UTS.html
1974-aba-western-division-semifinals-conquistadors-vs-stars.html,197404030SDA.html
1974-aba-western-division-semifinals-conquistadors-vs-stars.html,197404040SDA.html
1974-aba-western-division-semifinals-conquistadors-vs-stars.html,197404060UTS.html
1974-aba-western-division-semifinals-conquistadors-vs-stars.html,197404080SDA.html
1974-aba-western-division-semifinals-spurs-vs-pacers.html,197403300INA.html
1974-aba-western-division-semifinals-spurs-vs-pacers.html,197404010INA.html
1974-aba-western-division-semifinals-spurs-vs-pacers.html,197404030SAA.html
1974-aba-western-division-semifinals-spurs-vs-pacers.html,197404040SAA.html
1974-aba-western-division-semifinals-spurs-vs-pacers.html,197404060INA.html
1974-aba-western-division-semifinals-spurs-vs-pacers.html,197404100SAA.html
1974-aba-western-division-semifinals-spurs-vs-pacers.html,197404120INA.html
1974-aba-western-division-tiebreaker-rockets-vs-conquistadors.html,197403290SDA.html
1974-nba-eastern-conference-finals-knicks-vs-celtics.html,197404140BOS.html
1974-nba-eastern-conference-finals-knicks-vs-celtics.html,197404160NYK.html
1974-nba-eastern-conference-finals-knicks-vs-celtics.html,197404190BOS.html
1974-nba-eastern-conference-finals-knicks-vs-celtics.html,197404210NYK.html
1974-nba-eastern-conference-finals-knicks-vs-celtics.html,197404240BOS.html
1974-nba-eastern-conference-semifinals-braves-vs-celtics.html,197403300BOS.html
1974-nba-eastern-conference-semifinals-braves-vs-celtics.html,197404020BUF.html
1974-nba-eastern-conference-semifinals-braves-vs-celtics.html,197404030BOS.html
1974-nba-eastern-conference-semifinals-braves-vs-celtics.html,197404060BUF.html
1974-nba-eastern-conference-semifinals-braves-vs-celtics.html,197404090BOS.html
1974-nba-eastern-conference-semifinals-braves-vs-celtics.html,197404120BUF.html
1974-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197403290NYK.html
1974-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197403310CAP.html
1974-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197404020NYK.html
1974-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197404050CAP.html
1974-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197404070NYK.html
1974-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197404100CAP.html
1974-nba-eastern-conference-semifinals-bullets-vs-knicks.html,197404120NYK.html
1974-nba-finals-celtics-vs-bucks.html,197404280MIL.html
1974-nba-finals-celtics-vs-bucks.html,197404300MIL.html
1974-nba-finals-celtics-vs-bucks.html,197405030BOS.html
1974-nba-finals-celtics-vs-bucks.html,197405050BOS.html
1974-nba-finals-celtics-vs-bucks.html,197405070MIL.html
1974-nba-finals-celtics-vs-bucks.html,197405100BOS.html
1974-nba-finals-celtics-vs-bucks.html,197405120MIL.html
1974-nba-western-conference-finals-bulls-vs-bucks.html,197404160MIL.html
1974-nba-western-conference-finals-bulls-vs-bucks.html,197404180CHI.html
1974-nba-western-conference-finals-bulls-vs-bucks.html,197404200MIL.html
1974-nba-western-conference-finals-bulls-vs-bucks.html,197404220CHI.html
1974-nba-western-conference-semifinals-lakers-vs-bucks.html,197403290MIL.html
1974-nba-western-conference-semifinals-lakers-vs-bucks.html,197403310MIL.html
1974-nba-western-conference-semifinals-lakers-vs-bucks.html,197404020LAL.html
1974-nba-western-conference-semifinals-lakers-vs-bucks.html,197404040LAL.html
1974-nba-western-conference-semifinals-lakers-vs-bucks.html,197404070MIL.html
1974-nba-western-conference-semifinals-pistons-vs-bulls.html,197403300CHI.html
1974-nba-western-conference-semifinals-pistons-vs-bulls.html,197404010DET.html
1974-nba-western-conference-semifinals-pistons-vs-bulls.html,197404050CHI.html
1974-nba-western-conference-semifinals-pistons-vs-bulls.html,197404070DET.html
1974-nba-western-conference-semifinals-pistons-vs-bulls.html,197404090CHI.html
1974-nba-western-conference-semifinals-pistons-vs-bulls.html,197404110DET.html
1974-nba-western-conference-semifinals-pistons-vs-bulls.html,197404130CHI.html
1975-aba-eastern-division-finals-spirits-vs-colonels.html,197504210KEN.html
1975-aba-eastern-division-finals-spirits-vs-colonels.html,197504230KEN.html
1975-aba-eastern-division-finals-spirits-vs-colonels.html,197504250SSL.html
1975-aba-eastern-division-finals-spirits-vs-colonels.html,197504270SSL.html
1975-aba-eastern-division-finals-spirits-vs-colonels.html,197504280KEN.html
1975-aba-eastern-division-semifinals-sounds-vs-colonels.html,197504060KEN.html
1975-aba-eastern-division-semifinals-sounds-vs-colonels.html,197504080KEN.html
1975-aba-eastern-division-semifinals-sounds-vs-colonels.html,197504100MMS.html
1975-aba-eastern-division-semifinals-sounds-vs-colonels.html,197504110MMS.html
1975-aba-eastern-division-semifinals-sounds-vs-colonels.html,197504130KEN.html
1975-aba-eastern-division-semifinals-spirits-vs-nets.html,197504060NYA.html
1975-aba-eastern-division-semifinals-spirits-vs-nets.html,197504090NYA.html
1975-aba-eastern-division-semifinals-spirits-vs-nets.html,197504110SSL.html
1975-aba-eastern-division-semifinals-spirits-vs-nets.html,197504130SSL.html
1975-aba-eastern-division-semifinals-spirits-vs-nets.html,197504150NYA.html
1975-aba-eastern-division-tiebreaker-nets-vs-colonels.html,197504040KEN.html
1975-aba-finals-pacers-vs-colonels.html,197505130KEN.html
1975-aba-finals-pacers-vs-colonels.html,197505150KEN.html
1975-aba-finals-pacers-vs-colonels.html,197505170INA.html
