year,award,won,name,movie
1940 (13th),MUSIC (Original Score),false,The Howards of Virginia ,Richard Hageman
1940 (13th),MUSIC (Original Score),false,The Letter ,Max Steiner
1940 (13th),MUSIC (Original Score),false,The Long Voyage Home ,Richard Hageman
1940 (13th),MUSIC (Original Score),false,The Mark of Zorro ,Alfred Newman
1940 (13th),MUSIC (Original Score),false,My Favorite Wife ,Roy Webb
1940 (13th),MUSIC (Original Score),false,North West Mounted Police ,Victor Young
1940 (13th),MUSIC (Original Score),false,One Million B.C. ,Werner Heymann
1940 (13th),MUSIC (Original Score),false,Our Town ,Aaron Copland
1940 (13th),MUSIC (Original Score),true,Pinocchio ,"Leigh Harline, Paul J. Smith, Ned Washington"
1940 (13th),MUSIC (Original Score),false,Rebecca ,Franz Waxman
1940 (13th),MUSIC (Original Score),false,The Thief of Bagdad ,Miklos Rozsa
1940 (13th),MUSIC (Original Score),false,Waterloo Bridge ,Herbert Stothart
1940 (13th),MUSIC (Scoring),false,"Arise, My Love ",Victor Young
1940 (13th),MUSIC (Scoring),false,Hit Parade of 1941 ,Cy Feuer
1940 (13th),MUSIC (Scoring),false,Irene ,Anthony Collins
1940 (13th),MUSIC (Scoring),false,Our Town ,Aaron Copland
1940 (13th),MUSIC (Scoring),false,The Sea Hawk ,Erich Wolfgang Korngold
1940 (13th),MUSIC (Scoring),false,Second Chorus ,Artie Shaw
1940 (13th),MUSIC (Scoring),false,Spring Parade ,Charles Previn
1940 (13th),MUSIC (Scoring),false,Strike Up the Band ,"Roger Edens, Georgie Stoll"
1940 (13th),MUSIC (Scoring),true,Tin Pan Alley ,Alfred Newman
1940 (13th),MUSIC (Song),false,"""Down Argentina Way"" from Down Argentine Way",Music by Harry Warren; Lyrics by Mack Gordon
1940 (13th),MUSIC (Song),false,"""I'd Know You Anywhere"" from You'll Find Out",Music by Jimmy McHugh; Lyrics by Johnny Mercer
1940 (13th),MUSIC (Song),false,"""It's A Blue World"" from Music in My Heart",Music and Lyrics by Chet Forrest and Bob Wright
1940 (13th),MUSIC (Song),false,"""Love Of My Life"" from Second Chorus",Music by Artie Shaw; Lyrics by Johnny Mercer
1940 (13th),MUSIC (Song),false,"""Only Forever"" from Rhythm on the River",Music by James Monaco; Lyrics by John Burke
1940 (13th),MUSIC (Song),false,"""Our Love Affair"" from Strike Up the Band",Music and Lyrics by Roger Edens and Arthur Freed
1940 (13th),MUSIC (Song),false,"""Waltzing In The Clouds"" from Spring Parade",Music by Robert Stolz; Lyrics by Gus Kahn
1940 (13th),MUSIC (Song),true,"""When You Wish Upon A Star"" from Pinocchio",Music by Leigh Harline; Lyrics by Ned Washington
1940 (13th),MUSIC (Song),false,"""Who Am I?"" from Hit Parade of 1941",Music by Jule Styne; Lyrics by Walter Bullock
1940 (13th),OUTSTANDING PRODUCTION,false,"All This, and Heaven Too ",Warner Bros.
1940 (13th),OUTSTANDING PRODUCTION,false,Foreign Correspondent ,Walter Wanger (production company)
1940 (13th),OUTSTANDING PRODUCTION,false,The Grapes of Wrath ,20th Century-Fox
1940 (13th),OUTSTANDING PRODUCTION,false,The Great Dictator ,Charles Chaplin Productions
1940 (13th),OUTSTANDING PRODUCTION,false,Kitty Foyle ,RKO Radio
1940 (13th),OUTSTANDING PRODUCTION,false,The Letter ,Warner Bros.
1940 (13th),OUTSTANDING PRODUCTION,false,The Long Voyage Home ,Argosy-Wanger
1940 (13th),OUTSTANDING PRODUCTION,false,Our Town ,Sol Lesser (production company)
1940 (13th),OUTSTANDING PRODUCTION,false,The Philadelphia Story ,Metro-Goldwyn-Mayer
1940 (13th),OUTSTANDING PRODUCTION,true,Rebecca ,Selznick International Pictures
1940 (13th),SHORT SUBJECT (Cartoon),true,The Milky Way ,Metro-Goldwyn-Mayer
1940 (13th),SHORT SUBJECT (Cartoon),false,Puss Gets the Boot ,Metro-Goldwyn-Mayer
1940 (13th),SHORT SUBJECT (Cartoon),false,A Wild Hare ,"Leon Schlesinger, Producer"
1940 (13th),SHORT SUBJECT (One-reel),false,London Can Take It ,Warner Bros.
1940 (13th),SHORT SUBJECT (One-reel),false,More about Nostradamus ,Metro-Goldwyn-Mayer
1940 (13th),SHORT SUBJECT (One-reel),true,Quicker 'N a Wink ,"Pete Smith, Producer"
1940 (13th),SHORT SUBJECT (One-reel),false,Siege ,RKO Radio
1940 (13th),SHORT SUBJECT (Two-reel),false,Eyes of the Navy ,Metro-Goldwyn-Mayer
1940 (13th),SHORT SUBJECT (Two-reel),false,Service with the Colors ,Warner Bros.
1940 (13th),SHORT SUBJECT (Two-reel),true,"Teddy, the Rough Rider ",Warner Bros.
1940 (13th),SOUND RECORDING,false,Behind the News ,"Republic Studio Sound Department, Charles L. Lootens, Sound Director"
1940 (13th),SOUND RECORDING,false,Captain Caution ,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director"
1940 (13th),SOUND RECORDING,false,The Grapes of Wrath ,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director"
1940 (13th),SOUND RECORDING,false,The Howards of Virginia ,"General Service Sound Department, Jack Whitney, Sound Director"
1940 (13th),SOUND RECORDING,false,Kitty Foyle ,"RKO Radio Studio Sound Department, John Aalberg, Sound Director"
1940 (13th),SOUND RECORDING,false,North West Mounted Police ,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director"
1940 (13th),SOUND RECORDING,false,Our Town ,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director"
1940 (13th),SOUND RECORDING,false,The Sea Hawk ,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director"
1940 (13th),SOUND RECORDING,false,Spring Parade ,"Universal Studio Sound Department, Bernard B. Brown, Sound Director"
1940 (13th),SOUND RECORDING,true,Strike Up the Band ,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director"
1940 (13th),SOUND RECORDING,false,Too Many Husbands ,"Columbia Studio Sound Department, John Livadary, Sound Director"
1940 (13th),SPECIAL EFFECTS,false,The Blue Bird ,Photographic Effects by Fred Sersen; Sound Effects by E. H. Hansen
1940 (13th),SPECIAL EFFECTS,false,Boom Town ,Photographic Effects by A. Arnold Gillespie; Sound Effects by Douglas Shearer
1940 (13th),SPECIAL EFFECTS,false,The Boys from Syracuse ,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, Joseph Lapis"
1940 (13th),SPECIAL EFFECTS,false,Dr. Cyclops ,"Photographic Effects by Gordon Jennings, Farciot Edouart"
1940 (13th),SPECIAL EFFECTS,false,Foreign Correspondent ,Photographic Effects by Paul Eagler; Sound Effects by Thomas T. Moulton
1940 (13th),SPECIAL EFFECTS,false,The Invisible Man Returns ,"Photographic Effects by John P. Fulton; Sound Effects by Bernard B. Brown, William Hedgecock"
1940 (13th),SPECIAL EFFECTS,false,The Long Voyage Home ,"Photographic Effects by R. T. Layton, R. O. Binger; Sound Effects by Thomas T. Moulton"
1940 (13th),SPECIAL EFFECTS,false,One Million B.C. ,Photographic Effects by Roy Seawright; Sound Effects by Elmer Raguse
1940 (13th),SPECIAL EFFECTS,false,Rebecca ,Photographic Effects by Jack Cosgrove; Sound Effects by Arthur Johns
1940 (13th),SPECIAL EFFECTS,false,The Sea Hawk ,Photographic Effects by Byron Haskin; Sound Effects by Nathan Levinson
1940 (13th),SPECIAL EFFECTS,false,Swiss Family Robinson ,Photographic Effects by Vernon L. Walker; Sound Effects by John O. Aalberg
1940 (13th),SPECIAL EFFECTS,true,The Thief of Bagdad ,Photographic Effects by Lawrence Butler; Sound Effects by Jack Whitney
1940 (13th),SPECIAL EFFECTS,false,Typhoon ,"Photographic Effects by Farciot Edouart, Gordon Jennings; Sound Effects by Loren Ryder"
1940 (13th),SPECIAL EFFECTS,false,Women in War ,"Photographic Effects by Howard J. Lydecker, William Bradford, Ellis J. Thackery; Sound Effects by Herbert Norsch"
1940 (13th),WRITING (Original Screenplay),false,Angels over Broadway ,Ben Hecht
1940 (13th),WRITING (Original Screenplay),false,Dr. Ehrlich's Magic Bullet ,"John Huston, Heinz Herald, Norman Burnside"
1940 (13th),WRITING (Original Screenplay),false,Foreign Correspondent ,"Charles Bennett, Joan Harrison"
1940 (13th),WRITING (Original Screenplay),false,The Great Dictator ,Charles Chaplin
1940 (13th),WRITING (Original Screenplay),true,The Great McGinty ,Preston Sturges
1940 (13th),WRITING (Original Story),true,"Arise, My Love ","Benjamin Glazer, John S. Toldy"
1940 (13th),WRITING (Original Story),false,Comrade X ,Walter Reisch
1940 (13th),WRITING (Original Story),false,"Edison, the Man ","Dore Schary, Hugo Butler"
1940 (13th),WRITING (Original Story),false,My Favorite Wife ,"Bella Spewack, Samuel Spewack, Leo McCarey"
1940 (13th),WRITING (Original Story),false,The Westerner ,Stuart N. Lake
1940 (13th),WRITING (Screenplay),false,The Grapes of Wrath ,Nunnally Johnson
1940 (13th),WRITING (Screenplay),false,Kitty Foyle ,Dalton Trumbo
1940 (13th),WRITING (Screenplay),false,The Long Voyage Home ,Dudley Nichols
1940 (13th),WRITING (Screenplay),true,The Philadelphia Story ,Donald Ogden Stewart
1940 (13th),WRITING (Screenplay),false,Rebecca ,"Robert E. Sherwood, Joan Harrison"
1940 (13th),SPECIAL AWARD,true,"To Bob Hope, in recognition of his unselfish services to the Motion Picture Industry.",
1940 (13th),SPECIAL AWARD,true,"To Colonel Nathan Levinson for his outstanding service to the industry and the Army during the past nine years, which has made possible the present efficient mobilization of the motion picture industry facilities for the production of Army Training Films.",
1940 (13th),SCIENTIFIC OR TECHNICAL AWARD (Class I),true,"To 20TH CENTURY-FOX FILM CORP. for the design and construction of the 20th Century Silenced Camera, developed by DANIEL CLARK, GROVER LAUBE, CHARLES MILLER and ROBERT W. STEVENS. [Camera]",
1940 (13th),SCIENTIFIC OR TECHNICAL AWARD (Class III),true,To WARNER BROS. STUDIO ART DEPARTMENT and ANTON GROT for the design and perfection of the Warner Bros. water ripple and wave illusion machine. [Stage Operations],
1941 (14th),ACTOR,true,Gary Cooper,Sergeant York
1941 (14th),ACTOR,false,Cary Grant,Penny Serenade
1941 (14th),ACTOR,false,Walter Huston,All That Money Can Buy
1941 (14th),ACTOR,false,Robert Montgomery,Here Comes Mr. Jordan
1941 (14th),ACTOR,false,Orson Welles,Citizen Kane
1941 (14th),ACTOR IN A SUPPORTING ROLE,false,Walter Brennan,Sergeant York
1941 (14th),ACTOR IN A SUPPORTING ROLE,false,Charles Coburn,The Devil and Miss Jones
1941 (14th),ACTOR IN A SUPPORTING ROLE,true,Donald Crisp,How Green Was My Valley
1941 (14th),ACTOR IN A SUPPORTING ROLE,false,James Gleason,Here Comes Mr. Jordan
1941 (14th),ACTOR IN A SUPPORTING ROLE,false,Sydney Greenstreet,The Maltese Falcon
1941 (14th),ACTRESS,false,Bette Davis,The Little Foxes
1941 (14th),ACTRESS,false,Olivia de Havilland,Hold Back the Dawn
1941 (14th),ACTRESS,true,Joan Fontaine,Suspicion
1941 (14th),ACTRESS,false,Greer Garson,Blossoms in the Dust
1941 (14th),ACTRESS,false,Barbara Stanwyck,Ball of Fire
1941 (14th),ACTRESS IN A SUPPORTING ROLE,false,Sara Allgood,How Green Was My Valley
1941 (14th),ACTRESS IN A SUPPORTING ROLE,true,Mary Astor,The Great Lie
1941 (14th),ACTRESS IN A SUPPORTING ROLE,false,Patricia Collinge,The Little Foxes
1941 (14th),ACTRESS IN A SUPPORTING ROLE,false,Teresa Wright,The Little Foxes
1941 (14th),ACTRESS IN A SUPPORTING ROLE,false,Margaret Wycherly,Sergeant York
1941 (14th),ART DIRECTION (Black-and-White),false,Citizen Kane ,"Art Direction:  Perry Ferguson, Van Nest Polglase;  Interior Decoration:  Al Fields, Darrell Silvera"
1941 (14th),ART DIRECTION (Black-and-White),false,The Flame of New Orleans ,"Art Direction:  Martin Obzina, Jack Otterson;  Interior Decoration:  Russell A. Gausman"
1941 (14th),ART DIRECTION (Black-and-White),false,Hold Back the Dawn ,"Art Direction:  Hans Dreier, Robert Usher;  Interior Decoration:  Sam Comer"
1941 (14th),ART DIRECTION (Black-and-White),true,How Green Was My Valley ,"Art Direction:  Richard Day, Nathan Juran;  Interior Decoration:  Thomas Little"
1941 (14th),ART DIRECTION (Black-and-White),false,Ladies in Retirement ,Art Direction:  Lionel Banks;  Interior Decoration:  George Montgomery
1941 (14th),ART DIRECTION (Black-and-White),false,The Little Foxes ,Art Direction:  Stephen Goosson;  Interior Decoration:  Howard Bristol
1941 (14th),ART DIRECTION (Black-and-White),false,Sergeant York ,Art Direction:  John Hughes;  Interior Decoration:  Fred MacLean
1941 (14th),ART DIRECTION (Black-and-White),false,Sis Hopkins,
1941 (14th),ART DIRECTION (Black-and-White),false,The Son of Monte Cristo ,Art Direction:  John DuCasse Schulze;  Interior Decoration:  Edward G. Boyle
1941 (14th),ART DIRECTION (Black-and-White),false,Sundown ,Art Direction:  Alexander Golitzen;  Interior Decoration:  Richard Irvine
1941 (14th),ART DIRECTION (Black-and-White),false,That Hamilton Woman ,Art Direction:  Vincent Korda;  Interior Decoration:  Julia Heron
1941 (14th),ART DIRECTION (Black-and-White),false,When Ladies Meet ,"Art Direction:  Cedric Gibbons, Randall Duell;  Interior Decoration:  Edwin B. Willis"
1941 (14th),ART DIRECTION (Color),false,Blood and Sand ,"Art Direction:  Richard Day, Joseph C. Wright;  Interior Decoration:  Thomas Little"
1941 (14th),ART DIRECTION (Color),true,Blossoms in the Dust ,"Art Direction:  Cedric Gibbons, Urie McCleary;  Interior Decoration:  Edwin B. Willis"
1941 (14th),ART DIRECTION (Color),false,Louisiana Purchase ,Art Direction:  Raoul Pene du Bois;  Interior Decoration:  Stephen A. Seymour
1941 (14th),CINEMATOGRAPHY (Black-and-White),false,The Chocolate Soldier ,Karl Freund
1941 (14th),CINEMATOGRAPHY (Black-and-White),false,Citizen Kane ,Gregg Toland
1941 (14th),CINEMATOGRAPHY (Black-and-White),false,Dr. Jekyll and Mr. Hyde ,Joseph Ruttenberg
1941 (14th),CINEMATOGRAPHY (Black-and-White),false,Here Comes Mr. Jordan ,Joseph Walker
1941 (14th),CINEMATOGRAPHY (Black-and-White),false,Hold Back the Dawn ,Leo Tover
1941 (14th),CINEMATOGRAPHY (Black-and-White),true,How Green Was My Valley ,Arthur Miller
1941 (14th),CINEMATOGRAPHY (Black-and-White),false,Sergeant York ,Sol Polito
1941 (14th),CINEMATOGRAPHY (Black-and-White),false,Sun Valley Serenade ,Edward Cronjager
1941 (14th),CINEMATOGRAPHY (Black-and-White),false,Sundown ,Charles Lang
1941 (14th),CINEMATOGRAPHY (Black-and-White),false,That Hamilton Woman ,Rudolph Maté
1941 (14th),CINEMATOGRAPHY (Color),false,Aloma of the South Seas ,"Wilfred M. Cline, Karl Struss, William Snyder"
1941 (14th),CINEMATOGRAPHY (Color),false,Billy the Kid ,"William V. Skall, Leonard Smith"
1941 (14th),CINEMATOGRAPHY (Color),true,Blood and Sand ,"Ernest Palmer, Ray Rennahan"
1941 (14th),CINEMATOGRAPHY (Color),false,Blossoms in the Dust ,"Karl Freund, W. Howard Greene"
1941 (14th),CINEMATOGRAPHY (Color),false,Dive Bomber ,Bert Glennon
1941 (14th),CINEMATOGRAPHY (Color),false,Louisiana Purchase ,"Harry Hallenberger, Ray Rennahan"
1941 (14th),DIRECTING,false,Citizen Kane ,Orson Welles
1941 (14th),DIRECTING,false,Here Comes Mr. Jordan ,Alexander Hall
1941 (14th),DIRECTING,true,How Green Was My Valley ,John Ford
1941 (14th),DIRECTING,false,The Little Foxes ,William Wyler
1941 (14th),DIRECTING,false,Sergeant York ,Howard Hawks
1941 (14th),DOCUMENTARY (Short Subject),false,Adventure in the Bronx ,Film Associates
1941 (14th),DOCUMENTARY (Short Subject),false,Bomber ,United States Office for Emergency Management Film Unit
1941 (14th),DOCUMENTARY (Short Subject),false,Christmas under Fire ,British Ministry of Information
1941 (14th),DOCUMENTARY (Short Subject),true,Churchill's Island ,National Film Board of Canada
1941 (14th),DOCUMENTARY (Short Subject),false,Letter from Home ,British Ministry of Information
1941 (14th),DOCUMENTARY (Short Subject),false,Life of a Thoroughbred ,"Truman Talley, Producer"
1941 (14th),DOCUMENTARY (Short Subject),false,Norway in Revolt ,The March of Time
1941 (14th),DOCUMENTARY (Short Subject),false,A Place to Live ,Philadelphia Housing Association
1941 (14th),DOCUMENTARY (Short Subject),false,Russian Soil ,Amkino
1941 (14th),DOCUMENTARY (Short Subject),false,Soldiers of the Sky ,"Truman Talley, Producer"
1941 (14th),DOCUMENTARY (Short Subject),false,War Clouds in the Pacific ,National Film Board of Canada
1941 (14th),FILM EDITING,false,Citizen Kane ,Robert Wise
1941 (14th),FILM EDITING,false,Dr. Jekyll and Mr. Hyde ,Harold F. Kress
1941 (14th),FILM EDITING,false,How Green Was My Valley ,James B. Clark
1941 (14th),FILM EDITING,false,The Little Foxes ,Daniel Mandell
1941 (14th),FILM EDITING,true,Sergeant York ,William Holmes
1941 (14th),MUSIC (Music Score of a Dramatic Picture),true,All That Money Can Buy ,Bernard Herrmann
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Back Street ,Frank Skinner
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Ball of Fire ,Alfred Newman
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Cheers for Miss Bishop ,Edward Ward
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Citizen Kane ,Bernard Herrmann
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Dr. Jekyll and Mr. Hyde ,Franz Waxman
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Hold Back the Dawn ,Victor Young
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,How Green Was My Valley ,Alfred Newman
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,King of the Zombies ,Edward Kay
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Ladies in Retirement ,"Morris Stoloff, Ernst Toch"
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,The Little Foxes ,Meredith Willson
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Lydia ,Miklos Rozsa
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Mercy Island ,"Cy Feuer, Walter Scharf"
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Sergeant York ,Max Steiner
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,So Ends Our Night ,Louis Gruenberg
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Sundown ,Miklos Rozsa
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Suspicion ,Franz Waxman
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,Tanks a Million ,Edward Ward
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,That Uncertain Feeling ,Werner Heymann
1941 (14th),MUSIC (Music Score of a Dramatic Picture),false,This Woman Is Mine ,Richard Hageman
1941 (14th),MUSIC (Scoring of a Musical Picture),false,All-American Co-Ed ,Edward Ward
1941 (14th),MUSIC (Scoring of a Musical Picture),false,Birth of the Blues ,Robert Emmett Dolan
1941 (14th),MUSIC (Scoring of a Musical Picture),false,Buck Privates ,Charles Previn
1941 (14th),MUSIC (Scoring of a Musical Picture),false,The Chocolate Soldier ,"Herbert Stothart, Bronislau Kaper"
1941 (14th),MUSIC (Scoring of a Musical Picture),true,Dumbo ,"Frank Churchill, Oliver Wallace"
1941 (14th),MUSIC (Scoring of a Musical Picture),false,Ice-Capades ,Cy Feuer
1941 (14th),MUSIC (Scoring of a Musical Picture),false,The Strawberry Blonde ,Heinz Roemheld
1941 (14th),MUSIC (Scoring of a Musical Picture),false,Sun Valley Serenade ,Emil Newman
1941 (14th),MUSIC (Scoring of a Musical Picture),false,Sunny ,Anthony Collins
1941 (14th),MUSIC (Scoring of a Musical Picture),false,You'll Never Get Rich ,Morris Stoloff
